pair,ligand,molecule_chembl_id,n_act_A,n_act_B,max_A,median_A,max_B,median_B,class_max,class_median,flip_max_to_median,n_documents,first_year,panel_pA,panel_pB,dump_missing_A,dump_missing_B,dump_max_matches_panel_A,dump_max_matches_panel_B
PPARG/PPARA,PGPA_037,CHEMBL1779474,1,1,5.34,5.34,7.39,7.39,B_only,B_only,0,1,2011,5.34,7.39,0,0,1,1
PPARG/PPARA,PGPA_038,CHEMBL190334,1,2,5.25,5.25,7.82,7.21,B_only,B_only,0,1,2005,5.25,7.82,0,0,1,1
PPARG/PPARA,PGPA_039,CHEMBL202118,1,3,5.31,5.31,8.0,7.92,B_only,B_only,0,2,2006,5.31,8.00,0,0,1,1
PPARG/PPARA,PGPA_040,CHEMBL234589,2,2,5.43,5.43,6.64,6.64,B_only,B_only,0,2,2007,5.43,6.64,0,0,1,1
PPARG/PPARA,PGPA_041,CHEMBL234659,3,3,4.63,4.63,8.33,8.33,B_only,B_only,0,2,2007,4.63,8.33,0,0,1,1
PPARG/PPARA,PGPA_042,CHEMBL245454,1,1,5.39,5.39,6.52,6.52,B_only,B_only,0,1,2007,5.39,6.52,0,0,1,1
PPARG/PPARA,PGPA_043,CHEMBL250673,1,1,5.26,5.26,7.0,7.0,B_only,B_only,0,1,2007,5.26,7.00,0,0,1,1
PPARG/PPARA,PGPA_044,CHEMBL252995,1,1,5.0,5.0,6.82,6.82,B_only,B_only,0,1,2008,5.00,6.82,0,0,1,1
PPARG/PPARA,PGPA_045,CHEMBL252996,1,1,5.0,5.0,6.71,6.71,B_only,B_only,0,1,2008,5.00,6.71,0,0,1,1
PPARG/PPARA,PGPA_046,CHEMBL270960,3,3,5.16,5.16,8.0,7.28,B_only,B_only,0,3,2008,5.16,8.00,0,0,1,1
PPARG/PPARA,PGPA_047,CHEMBL271873,1,1,5.0,5.0,7.52,7.52,B_only,B_only,0,1,2008,5.00,7.52,0,0,1,1
PPARG/PPARA,PGPA_048,CHEMBL3335660,1,1,5.3,5.3,6.68,6.68,B_only,B_only,0,1,2015,5.30,6.68,0,0,1,1
PPARG/PPARA,PGPA_049,CHEMBL3398462,1,2,5.09,5.09,8.22,6.945,B_only,B_only,0,1,2015,5.09,8.22,0,0,1,1
PPARG/PPARA,PGPA_050,CHEMBL345721,2,3,5.21,5.21,7.72,7.72,B_only,B_only,0,2,2003,5.21,7.72,0,0,1,1
PPARG/PPARA,PGPA_051,CHEMBL369725,2,3,4.82,4.82,8.4,8.15,B_only,B_only,0,2,2005,4.82,8.40,0,0,1,1
PPARG/PPARA,PGPA_052,CHEMBL3827241,1,1,5.0,5.0,7.84,7.84,B_only,B_only,0,1,2016,5.00,7.84,0,0,1,1
PPARG/PPARA,PGPA_053,CHEMBL3828232,1,2,5.04,5.04,7.03,6.42,B_only,B_only,0,1,2016,5.04,7.03,0,0,1,1
PPARG/PPARA,PGPA_054,CHEMBL384746,1,1,5.38,5.38,6.69,6.69,B_only,B_only,0,1,2006,5.38,6.69,0,0,1,1
PPARG/PPARA,PGPA_055,CHEMBL391478,2,2,5.04,5.04,6.89,6.89,B_only,B_only,0,2,2007,5.04,6.89,0,0,1,1
PPARG/PPARA,PGPA_056,CHEMBL399629,1,2,5.0,5.0,7.72,7.62,B_only,B_only,0,1,2008,5.00,7.72,0,0,1,1
PPARG/PPARA,PGPA_057,CHEMBL424133,2,5,5.19,5.19,7.62,7.38,B_only,B_only,0,4,2003,5.19,7.62,0,0,1,1
PPARG/PPARA,PGPA_058,CHEMBL447533,1,1,5.0,5.0,7.52,7.52,B_only,B_only,0,1,2008,5.00,7.52,0,0,1,1
PPARG/PPARA,PGPA_059,CHEMBL454508,1,1,5.46,5.46,6.7,6.7,B_only,B_only,0,1,2009,5.46,6.70,0,0,1,1
PPARG/PPARA,PGPA_060,CHEMBL5440454,1,1,5.31,5.31,8.12,8.12,B_only,B_only,0,1,2023,5.31,8.12,0,0,1,1
PPARG/PPARA,PGPA_061,CHEMBL551479,1,1,5.41,5.41,7.96,7.96,B_only,B_only,0,1,2009,5.41,7.96,0,0,1,1
PPARG/PPARA,PGPA_062,CHEMBL558072,1,1,5.09,5.09,6.72,6.72,B_only,B_only,0,1,2009,5.09,6.72,0,0,1,1
PPARG/PPARA,PGPA_063,CHEMBL5589777,1,1,5.26,5.26,6.65,6.65,B_only,B_only,0,1,2024,5.26,6.65,0,0,1,1
PPARG/PPARA,PGPA_064,CHEMBL563546,1,1,5.28,5.28,6.82,6.82,B_only,B_only,0,1,2009,5.28,6.82,0,0,1,1
PPARG/PPARA,PGPA_065,CHEMBL173386,2,2,7.43,7.355,7.28,6.975,dual,dual,0,1,2003,7.43,7.28,0,0,1,1
PPARG/PPARA,PGPA_066,CHEMBL1813012,1,1,8.35,8.35,7.66,7.66,dual,dual,0,1,2011,8.35,7.66,0,0,1,1
PPARG/PPARA,PGPA_067,CHEMBL199373,2,2,7.03,6.955,7.54,7.29,dual,dual,0,1,2006,7.03,7.54,0,0,1,1
PPARG/PPARA,PGPA_068,CHEMBL199398,1,1,7.35,7.35,7.19,7.19,dual,dual,0,1,2006,7.35,7.19,0,0,1,1
PPARG/PPARA,PGPA_069,CHEMBL199559,1,1,7.68,7.68,6.77,6.77,dual,dual,0,1,2006,7.68,6.77,0,0,1,1
PPARG/PPARA,PGPA_070,CHEMBL201880,4,4,7.3,7.23,8.1,7.525,dual,dual,0,3,2006,7.30,8.10,0,0,1,1
PPARG/PPARA,PGPA_071,CHEMBL219824,2,2,8.1,7.84,7.16,7.0,dual,dual,0,1,2006,8.10,7.16,0,0,1,1
PPARG/PPARA,PGPA_072,CHEMBL230622,1,1,7.7,7.7,6.86,6.86,dual,dual,0,1,2007,7.70,6.86,0,0,1,1
PPARG/PPARA,PGPA_073,CHEMBL24458,13,12,7.08,6.1,6.64,6.055,dual,dual,0,11,1999,7.08,6.64,0,0,1,1
PPARG/PPARA,PGPA_074,CHEMBL255389,2,2,7.4,7.16,7.4,7.25,dual,dual,0,1,2008,7.40,7.40,0,0,1,1
PPARG/PPARA,PGPA_075,CHEMBL256358,2,2,8.05,7.06,8.0,7.445,dual,dual,0,1,2008,8.05,8.00,0,0,1,1
PPARG/PPARA,PGPA_076,CHEMBL256468,2,2,8.4,7.68,8.0,7.05,dual,dual,0,1,2008,8.40,8.00,0,0,1,1
PPARG/PPARA,PGPA_077,CHEMBL270451,1,1,6.92,6.92,6.85,6.85,dual,dual,0,1,2008,6.92,6.85,0,0,1,1
PPARG/PPARA,PGPA_078,CHEMBL278994,5,4,8.28,7.03,8.39,7.51,dual,dual,0,4,2000,8.28,8.39,0,0,1,1
PPARG/PPARA,PGPA_079,CHEMBL312717,2,4,8.15,7.46,7.16,6.73,dual,dual,0,2,2004,8.15,7.16,0,0,1,1
PPARG/PPARA,PGPA_080,CHEMBL364378,2,2,7.0,6.96,7.13,6.835,dual,dual,0,1,2005,7.00,7.13,0,0,1,1
PPARG/PPARA,PGPA_081,CHEMBL373685,2,2,8.7,8.0,7.11,6.7,dual,dual,0,1,2006,8.70,7.11,0,0,1,1
PPARG/PPARA,PGPA_082,CHEMBL389297,1,1,9.27,9.27,7.97,7.97,dual,dual,0,1,2007,9.27,7.97,0,0,1,1
PPARG/PPARA,PGPA_083,CHEMBL427701,1,1,6.89,6.89,9.0,9.0,dual,dual,0,1,2007,6.89,9.00,0,0,1,1
PPARG/PPARA,PGPA_084,CHEMBL435523,3,3,8.51,8.22,8.3,8.3,dual,dual,0,2,2003,8.51,8.30,0,0,1,1
PPARG/PPARA,PGPA_085,CHEMBL435715,2,2,7.58,7.43,7.34,7.32,dual,dual,0,1,2003,7.58,7.34,0,0,1,1
PPARG/PPARA,PGPA_086,CHEMBL456752,1,1,6.85,6.85,7.22,7.22,dual,dual,0,1,2008,6.85,7.22,0,0,1,1
PPARG/PPARA,PGPA_087,CHEMBL456912,1,1,9.0,9.0,9.0,9.0,dual,dual,0,1,2008,9.00,9.00,0,0,1,1
PPARG/PPARA,PGPA_088,CHEMBL468160,1,1,6.62,6.62,10.52,10.52,dual,dual,0,1,2008,6.62,10.52,0,0,1,1
PPARG/PPARA,PGPA_089,CHEMBL472399,1,1,7.52,7.52,7.05,7.05,dual,dual,0,1,2008,7.52,7.05,0,0,1,1
PPARG/PPARA,PGPA_090,CHEMBL472571,1,1,7.52,7.52,8.4,8.4,dual,dual,0,1,2008,7.52,8.40,0,0,1,1
PPARG/PPARA,PGPA_091,CHEMBL477119,7,1,6.68,6.01,7.25,7.25,dual,dual,0,2,2007,6.68,7.25,0,0,1,1
PPARG/PPARA,PGPA_092,CHEMBL514568,1,1,6.6,6.6,7.0,7.0,dual,dual,0,1,2008,6.60,7.00,0,0,1,1
PPARG/PPARA,PGPA_093,CHEMBL520272,1,1,7.51,7.51,8.7,8.7,dual,dual,0,1,2008,7.51,8.70,0,0,1,1
PPARG/PPARA,PGPA_094,CHEMBL594034,2,2,8.52,8.205,7.47,7.34,dual,dual,0,1,2009,8.52,7.47,0,0,1,1
PPARG/PPARA,PGPA_095,CHEMBL80301,2,2,7.3,7.3,7.1,7.1,dual,dual,0,2,2001,7.30,7.10,0,0,1,1
PPARG/PPARA,PGPA_096,CHEMBL96143,2,2,7.11,7.04,7.07,7.01,dual,dual,0,1,2003,7.11,7.07,0,0,1,1
PPARG/PPARA,PGPA_097,CHEMBL1173474,1,1,4.52,4.52,4.52,4.52,neither,neither,0,1,2013,4.52,4.52,0,0,1,1
PPARG/PPARA,PGPA_098,CHEMBL1760267,1,1,5.1,5.1,4.7,4.7,neither,neither,0,1,2011,5.10,4.70,0,0,1,1
PPARG/PPARA,PGPA_099,CHEMBL2011544,1,1,5.44,5.44,5.4,5.4,neither,neither,0,1,2012,5.44,5.40,0,0,1,1
PPARG/PPARA,PGPA_100,CHEMBL221923,1,1,4.92,4.92,5.03,5.03,neither,neither,0,1,2006,4.92,5.03,0,0,1,1
PPARG/PPARA,PGPA_101,CHEMBL232799,1,1,5.14,5.14,5.21,5.21,neither,neither,0,1,2007,5.14,5.21,0,0,1,1
PPARG/PPARA,PGPA_102,CHEMBL234587,2,2,5.12,5.12,5.33,5.33,neither,neither,0,2,2007,5.12,5.33,0,0,1,1
PPARG/PPARA,PGPA_103,CHEMBL327481,3,3,5.07,5.07,5.28,5.28,neither,neither,0,2,2003,5.07,5.28,0,0,1,1
PPARG/PPARA,PGPA_104,CHEMBL3335624,1,1,5.35,5.35,5.44,5.44,neither,neither,0,1,2015,5.35,5.44,0,0,1,1
PPARG/PPARA,PGPA_105,CHEMBL3397548,1,1,4.37,4.37,5.11,5.11,neither,neither,0,1,2015,4.37,5.11,0,0,1,1
PPARG/PPARA,PGPA_106,CHEMBL3967369,1,1,4.75,4.75,5.36,5.36,neither,neither,0,1,2015,4.75,5.36,0,0,1,1
PPARG/PPARA,PGPA_107,CHEMBL485088,3,3,5.4,5.4,5.3,5.3,neither,neither,0,2,2008,5.40,5.30,0,0,1,1
PPARG/PPARA,PGPA_108,CHEMBL520827,2,2,5.3,5.3,5.1,5.1,neither,neither,0,2,2008,5.30,5.10,0,0,1,1
PPARG/PPARA,PGPA_109,CHEMBL5523389,1,1,5.31,5.31,4.39,4.39,neither,neither,0,1,2024,5.31,4.39,0,0,1,1
PPARG/PPARA,PGPA_110,CHEMBL88917,1,1,4.44,4.44,4.85,4.85,neither,neither,0,1,2019,4.44,4.85,0,0,1,1
PPARA/PPARD,PAPD_001,CHEMBL1085795,1,1,7.7,7.7,5.22,5.22,A_only,A_only,0,1,2010,7.70,5.22,0,0,1,1
PPARA/PPARD,PAPD_002,CHEMBL121,18,3,8.4,5.46,5.44,5.28,A_only,neither,1,17,2002,8.40,5.44,0,0,1,1
PPARA/PPARD,PAPD_003,CHEMBL180019,3,2,8.22,7.8,5.12,5.12,A_only,A_only,0,2,2005,8.22,5.12,0,0,1,1
PPARA/PPARD,PAPD_004,CHEMBL2037010,2,2,7.02,7.02,5.42,5.42,A_only,A_only,0,1,2012,7.02,5.42,0,0,1,1
PPARA/PPARD,PAPD_005,CHEMBL205665,3,2,7.38,7.38,5.33,5.33,A_only,A_only,0,2,2006,7.38,5.33,0,0,1,1
PPARA/PPARD,PAPD_006,CHEMBL209749,2,1,7.14,6.615,5.34,5.34,A_only,A_only,0,1,2006,7.14,5.34,0,0,1,1
PPARA/PPARD,PAPD_007,CHEMBL213782,1,1,6.9,6.9,5.46,5.46,A_only,A_only,0,1,2006,6.90,5.46,0,0,1,1
PPARA/PPARD,PAPD_008,CHEMBL218094,1,1,7.16,7.16,5.39,5.39,A_only,A_only,0,1,2007,7.16,5.39,0,0,1,1
PPARA/PPARD,PAPD_009,CHEMBL219626,1,1,8.4,8.4,5.34,5.34,A_only,A_only,0,1,2007,8.40,5.34,0,0,1,1
PPARA/PPARD,PAPD_010,CHEMBL24458,12,1,6.64,6.055,5.04,5.04,A_only,A_only,0,10,1999,6.64,5.04,0,0,1,1
PPARA/PPARD,PAPD_011,CHEMBL245454,1,1,6.52,6.52,4.7,4.7,A_only,A_only,0,1,2007,6.52,4.70,0,0,1,1
PPARA/PPARD,PAPD_012,CHEMBL247937,1,1,7.7,7.7,4.82,4.82,A_only,A_only,0,1,2007,7.70,4.82,0,0,1,1
PPARA/PPARD,PAPD_013,CHEMBL248113,1,1,7.7,7.7,5.1,5.1,A_only,A_only,0,1,2007,7.70,5.10,0,0,1,1
PPARA/PPARD,PAPD_014,CHEMBL311429,2,2,6.8,6.8,5.0,5.0,A_only,A_only,0,2,2001,6.80,5.00,0,0,1,1
PPARA/PPARD,PAPD_015,CHEMBL3264932,2,1,7.11,6.48,5.22,5.22,A_only,A_only,0,1,2014,7.11,5.22,0,0,1,1
PPARA/PPARD,PAPD_016,CHEMBL3354989,1,1,8.4,8.4,4.6,4.6,A_only,A_only,0,1,2015,8.40,4.60,0,0,1,1
PPARA/PPARD,PAPD_017,CHEMBL360246,3,2,7.21,6.85,5.3,5.3,A_only,A_only,0,2,2005,7.21,5.30,0,0,1,1
PPARA/PPARD,PAPD_018,CHEMBL367891,3,2,8.05,7.4,4.98,4.98,A_only,A_only,0,2,2005,8.05,4.98,0,0,1,1
PPARA/PPARD,PAPD_019,CHEMBL376641,1,1,8.4,8.4,5.08,5.08,A_only,A_only,0,1,2007,8.40,5.08,0,0,1,1
PPARA/PPARD,PAPD_020,CHEMBL384203,2,1,6.77,6.715,5.22,5.22,A_only,A_only,0,1,2006,6.77,5.22,0,0,1,1
PPARA/PPARD,PAPD_021,CHEMBL397331,1,1,7.22,7.22,4.89,4.89,A_only,A_only,0,1,2007,7.22,4.89,0,0,1,1
PPARA/PPARD,PAPD_022,CHEMBL424133,5,2,7.62,7.38,5.42,5.42,A_only,A_only,0,4,2003,7.62,5.42,0,0,1,1
PPARA/PPARD,PAPD_023,CHEMBL492535,1,1,7.3,7.3,5.35,5.35,A_only,A_only,0,1,2009,7.30,5.35,0,0,1,1
PPARA/PPARD,PAPD_024,CHEMBL6039877,1,1,6.51,6.51,5.17,5.17,A_only,A_only,0,1,2022,6.51,5.17,0,0,1,1
PPARA/PPARD,PAPD_025,CHEMBL76676,2,2,7.4,7.4,5.3,5.3,A_only,A_only,0,2,2001,7.40,5.30,0,0,1,1
PPARA/PPARD,PAPD_026,CHEMBL77502,7,3,8.05,8.05,5.28,5.28,A_only,A_only,0,4,2004,8.05,5.28,0,0,1,1
PPARA/PPARD,PAPD_027,CHEMBL78523,2,2,6.8,6.8,5.1,5.1,A_only,A_only,0,2,2001,6.80,5.10,0,0,1,1
PPARA/PPARD,PAPD_028,CHEMBL79426,3,2,7.17,6.21,5.17,5.17,A_only,A_only,0,2,2004,7.17,5.17,0,0,1,1
PPARA/PPARD,PAPD_029,CHEMBL80364,2,2,7.89,7.89,5.1,5.1,A_only,A_only,0,2,2001,7.89,5.10,0,0,1,1
PPARA/PPARD,PAPD_030,CHEMBL80772,2,2,7.1,7.1,5.1,5.1,A_only,A_only,0,2,2001,7.10,5.10,0,0,1,1
PPARA/PPARD,PAPD_031,CHEMBL80905,2,2,7.7,7.7,5.1,5.1,A_only,A_only,0,2,2001,7.70,5.10,0,0,1,1
PPARA/PPARD,PAPD_032,CHEMBL82034,7,3,7.92,7.38,5.15,5.15,A_only,A_only,0,4,2004,7.92,5.15,0,0,1,1
PPARA/PPARD,PAPD_033,CHEMBL1075705,1,1,5.28,5.28,7.28,7.28,B_only,B_only,0,1,2010,5.28,7.28,0,0,1,1
PPARA/PPARD,PAPD_034,CHEMBL1254756,2,2,5.38,5.38,7.12,7.12,B_only,B_only,0,2,2010,5.38,7.12,0,0,1,1
PPARA/PPARD,PAPD_035,CHEMBL1760269,1,2,4.8,4.8,7.2,7.05,B_only,B_only,0,1,2011,4.80,7.20,0,0,1,1
PPARA/PPARD,PAPD_036,CHEMBL1760400,1,2,4.8,4.8,6.8,6.65,B_only,B_only,0,1,2011,4.80,6.80,0,0,1,1
PPARA/PPARD,PAPD_037,CHEMBL1760405,1,2,4.7,4.7,7.1,7.0,B_only,B_only,0,1,2011,4.70,7.10,0,0,1,1
PPARA/PPARD,PAPD_038,CHEMBL1760414,1,2,4.7,4.7,7.4,7.05,B_only,B_only,0,1,2011,4.70,7.40,0,0,1,1
PPARA/PPARD,PAPD_039,CHEMBL1760415,1,2,4.7,4.7,6.9,6.65,B_only,B_only,0,1,2011,4.70,6.90,0,0,1,1
PPARA/PPARD,PAPD_040,CHEMBL1760426,1,2,4.8,4.8,7.5,7.3,B_only,B_only,0,1,2011,4.80,7.50,0,0,1,1
PPARA/PPARD,PAPD_041,CHEMBL1778837,1,1,5.07,5.07,7.0,7.0,B_only,B_only,0,1,2011,5.07,7.00,0,0,1,1
PPARA/PPARD,PAPD_042,CHEMBL2036997,1,1,4.96,4.96,8.1,8.1,B_only,B_only,0,1,2012,4.96,8.10,0,0,1,1
PPARA/PPARD,PAPD_043,CHEMBL219661,1,1,5.4,5.4,7.6,7.6,B_only,B_only,0,1,2007,5.40,7.60,0,0,1,1
PPARA/PPARD,PAPD_044,CHEMBL220224,1,1,5.24,5.24,8.89,8.89,B_only,B_only,0,1,2007,5.24,8.89,0,0,1,1
PPARA/PPARD,PAPD_045,CHEMBL220325,1,1,5.28,5.28,8.66,8.66,B_only,B_only,0,1,2007,5.28,8.66,0,0,1,1
PPARA/PPARD,PAPD_046,CHEMBL220448,1,1,5.14,5.14,7.96,7.96,B_only,B_only,0,1,2007,5.14,7.96,0,0,1,1
PPARA/PPARD,PAPD_047,CHEMBL220785,1,1,5.03,5.03,8.34,8.34,B_only,B_only,0,1,2007,5.03,8.34,0,0,1,1
PPARA/PPARD,PAPD_048,CHEMBL232398,1,2,5.38,5.38,7.16,6.695,B_only,B_only,0,1,2007,5.38,7.16,0,0,1,1
PPARA/PPARD,PAPD_049,CHEMBL233978,1,2,5.42,5.42,8.11,7.38,B_only,B_only,0,1,2007,5.42,8.11,0,0,1,1
PPARA/PPARD,PAPD_050,CHEMBL234587,2,3,5.33,5.33,7.37,7.37,B_only,B_only,0,2,2007,5.33,7.37,0,0,1,1
PPARA/PPARD,PAPD_051,CHEMBL234662,3,4,5.3,5.3,6.92,6.92,B_only,B_only,0,2,2007,5.30,6.92,0,0,1,1
PPARA/PPARD,PAPD_052,CHEMBL3976442,1,1,5.28,5.28,8.22,8.22,B_only,B_only,0,1,2016,5.28,8.22,0,0,1,1
PPARA/PPARD,PAPD_053,CHEMBL427080,2,1,5.0,4.5,7.55,7.55,B_only,B_only,0,2,2007,5.00,7.55,0,0,1,1
PPARA/PPARD,PAPD_054,CHEMBL484266,2,3,5.4,5.4,8.1,8.1,B_only,B_only,0,2,2008,5.40,8.10,0,0,1,1
PPARA/PPARD,PAPD_055,CHEMBL485087,2,3,5.0,5.0,7.9,7.89,B_only,B_only,0,2,2008,5.00,7.90,0,0,1,1
PPARA/PPARD,PAPD_056,CHEMBL485088,3,4,5.3,5.3,8.1,8.1,B_only,B_only,0,2,2008,5.30,8.10,0,0,1,1
PPARA/PPARD,PAPD_057,CHEMBL496116,2,3,5.4,5.4,7.5,7.5,B_only,B_only,0,2,2008,5.40,7.50,0,0,1,1
PPARA/PPARD,PAPD_058,CHEMBL496136,2,3,5.4,5.4,8.4,8.4,B_only,B_only,0,2,2008,5.40,8.40,0,0,1,1
PPARA/PPARD,PAPD_059,CHEMBL497789,2,3,5.5,5.5,7.9,7.89,B_only,B_only,0,2,2008,5.50,7.90,0,0,1,1
PPARA/PPARD,PAPD_060,CHEMBL498401,2,2,5.3,5.3,8.0,8.0,B_only,B_only,0,2,2008,5.30,8.00,0,0,1,1
PPARA/PPARD,PAPD_061,CHEMBL5183133,1,1,5.44,5.44,6.92,6.92,B_only,B_only,0,1,2022,5.44,6.92,0,0,1,1
PPARA/PPARD,PAPD_062,CHEMBL519345,2,3,5.2,5.2,7.6,7.6,B_only,B_only,0,2,2008,5.20,7.60,0,0,1,1
PPARA/PPARD,PAPD_063,CHEMBL522577,2,3,5.5,5.5,7.8,7.8,B_only,B_only,0,2,2008,5.50,7.80,0,0,1,1
PPARA/PPARD,PAPD_064,CHEMBL5432412,1,1,5.37,5.37,8.44,8.44,B_only,B_only,0,1,2023,5.37,8.44,0,0,1,1
PPARA/PPARD,PAPD_065,CHEMBL1644310,1,1,6.82,6.82,6.52,6.52,dual,dual,0,1,2011,6.82,6.52,0,0,1,1
PPARA/PPARD,PAPD_066,CHEMBL173236,2,1,7.48,7.0,6.81,6.81,dual,dual,0,1,2003,7.48,6.81,0,0,1,1
PPARA/PPARD,PAPD_067,CHEMBL173494,2,2,8.4,8.245,8.43,8.115,dual,dual,0,1,2003,8.40,8.43,0,0,1,1
PPARA/PPARD,PAPD_068,CHEMBL1779473,1,1,7.92,7.92,6.96,6.96,dual,dual,0,1,2011,7.92,6.96,0,0,1,1
PPARA/PPARD,PAPD_069,CHEMBL2035069,1,1,7.46,7.46,9.0,9.0,dual,dual,0,1,2012,7.46,9.00,0,0,1,1
PPARA/PPARD,PAPD_070,CHEMBL2037182,1,1,7.43,7.43,6.85,6.85,dual,dual,0,1,2012,7.43,6.85,0,0,1,1
PPARA/PPARD,PAPD_071,CHEMBL207019,3,3,6.51,6.51,6.51,6.51,dual,dual,0,2,2006,6.51,6.51,0,0,1,1
PPARA/PPARD,PAPD_072,CHEMBL207103,3,3,7.8,7.8,7.06,7.06,dual,dual,0,2,2006,7.80,7.06,0,0,1,1
PPARA/PPARD,PAPD_073,CHEMBL2113263,2,2,8.3,7.835,8.72,8.655,dual,dual,0,1,2007,8.30,8.72,0,0,1,1
PPARA/PPARD,PAPD_074,CHEMBL220662,1,1,6.85,6.85,8.36,8.36,dual,dual,0,1,2007,6.85,8.36,0,0,1,1
PPARA/PPARD,PAPD_075,CHEMBL221101,1,1,6.95,6.95,8.89,8.89,dual,dual,0,1,2007,6.95,8.89,0,0,1,1
PPARA/PPARD,PAPD_076,CHEMBL222248,1,1,7.28,7.28,8.39,8.39,dual,dual,0,1,2007,7.28,8.39,0,0,1,1
PPARA/PPARD,PAPD_077,CHEMBL229785,1,1,7.72,7.72,6.68,6.68,dual,dual,0,1,2007,7.72,6.68,0,0,1,1
PPARA/PPARD,PAPD_078,CHEMBL239352,2,2,6.76,6.73,8.0,7.76,dual,dual,0,1,2007,6.76,8.00,0,0,1,1
PPARA/PPARD,PAPD_079,CHEMBL25710,3,3,6.58,6.22,8.0,7.7,dual,dual,0,2,2003,6.58,8.00,0,0,1,1
PPARA/PPARD,PAPD_080,CHEMBL3103193,2,2,6.73,6.675,7.4,7.335,dual,dual,0,1,2013,6.73,7.40,0,0,1,1
PPARA/PPARD,PAPD_081,CHEMBL367019,2,2,8.52,8.185,8.52,8.475,dual,dual,0,1,2003,8.52,8.52,0,0,1,1
PPARA/PPARD,PAPD_082,CHEMBL375812,3,3,6.87,6.82,8.66,7.4,dual,dual,0,1,2007,6.87,8.66,0,0,1,1
PPARA/PPARD,PAPD_083,CHEMBL387914,2,2,8.1,8.095,7.68,7.61,dual,dual,0,2,2007,8.10,7.68,0,0,1,1
PPARA/PPARD,PAPD_084,CHEMBL402840,4,3,7.27,7.255,6.92,6.92,dual,dual,0,4,2008,7.27,6.92,0,0,1,1
PPARA/PPARD,PAPD_085,CHEMBL418874,1,1,7.43,7.43,6.85,6.85,dual,dual,0,1,2003,7.43,6.85,0,0,1,1
PPARA/PPARD,PAPD_086,CHEMBL428037,2,2,7.03,7.03,8.52,8.52,dual,dual,0,2,2007,7.03,8.52,0,0,1,1
PPARA/PPARD,PAPD_087,CHEMBL456973,1,1,7.89,7.89,6.55,6.55,dual,dual,0,1,2008,7.89,6.55,0,0,1,1
PPARA/PPARD,PAPD_088,CHEMBL456974,1,1,8.15,8.15,7.03,7.03,dual,dual,0,1,2008,8.15,7.03,0,0,1,1
PPARA/PPARD,PAPD_089,CHEMBL457623,1,1,7.89,7.89,7.55,7.55,dual,dual,0,1,2008,7.89,7.55,0,0,1,1
PPARA/PPARD,PAPD_090,CHEMBL514264,1,1,7.92,7.92,7.6,7.6,dual,dual,0,1,2008,7.92,7.60,0,0,1,1
PPARA/PPARD,PAPD_091,CHEMBL5400319,1,1,9.05,9.05,8.21,8.21,dual,dual,0,1,2023,9.05,8.21,0,0,1,1
PPARA/PPARD,PAPD_092,CHEMBL5401013,1,1,6.57,6.57,8.12,8.12,dual,dual,0,1,2023,6.57,8.12,0,0,1,1
PPARA/PPARD,PAPD_093,CHEMBL5406915,1,1,8.66,8.66,7.63,7.63,dual,dual,0,1,2023,8.66,7.63,0,0,1,1
PPARA/PPARD,PAPD_094,CHEMBL5408588,1,1,6.78,6.78,7.04,7.04,dual,dual,0,1,2023,6.78,7.04,0,0,1,1
PPARA/PPARD,PAPD_095,CHEMBL6173976,1,1,8.33,8.33,7.43,7.43,dual,dual,0,1,2025,8.33,7.43,0,0,1,1
PPARA/PPARD,PAPD_096,CHEMBL6174020,1,1,8.47,8.47,7.16,7.16,dual,dual,0,1,2025,8.47,7.16,0,0,1,1
PPARA/PPARD,PAPD_097,CHEMBL1173380,1,1,4.52,4.52,4.52,4.52,neither,neither,0,1,2013,4.52,4.52,0,0,1,1
PPARA/PPARD,PAPD_098,CHEMBL1778733,1,1,4.83,4.83,5.17,5.17,neither,neither,0,1,2011,4.83,5.17,0,0,1,1
PPARA/PPARD,PAPD_099,CHEMBL1813191,1,1,4.54,4.54,4.21,4.21,neither,neither,0,1,2011,4.54,4.21,0,0,1,1
PPARA/PPARD,PAPD_100,CHEMBL1813194,1,1,5.18,5.18,4.85,4.85,neither,neither,0,1,2011,5.18,4.85,0,0,1,1
PPARA/PPARD,PAPD_101,CHEMBL2011541,1,1,4.71,4.71,4.31,4.31,neither,neither,0,1,2012,4.71,4.31,0,0,1,1
PPARA/PPARD,PAPD_102,CHEMBL2159605,1,1,4.33,4.33,4.96,4.96,neither,neither,0,1,2012,4.33,4.96,0,0,1,1
PPARA/PPARD,PAPD_103,CHEMBL315048,4,1,5.5,5.5,5.47,5.47,neither,neither,0,3,2003,5.50,5.47,0,0,1,1
PPARA/PPARD,PAPD_104,CHEMBL3393178,1,1,4.73,4.73,5.47,5.47,neither,neither,0,1,2015,4.73,5.47,0,0,1,1
PPARA/PPARD,PAPD_105,CHEMBL3393182,1,1,4.84,4.84,5.13,5.13,neither,neither,0,1,2015,4.84,5.13,0,0,1,1
PPARA/PPARD,PAPD_106,CHEMBL5171660,1,1,5.06,5.06,5.35,5.35,neither,neither,0,1,2022,5.06,5.35,0,0,1,1
PPARA/PPARD,PAPD_107,CHEMBL5201581,1,1,5.12,5.12,5.29,5.29,neither,neither,0,1,2022,5.12,5.29,0,0,1,1
