molecule_chembl_id,target_name,target_chembl_id,assay_chembl_id,assay_type,standard_type,standard_value,standard_units,standard_relation,pchembl_value,bao_format,assay_description,mutant_variant_keywords,organism,panel_id
CHEMBL554,EGFR,CHEMBL203,CHEMBL6117352,B,IC50,3.0,nM,=,8.52,BAO_0000219,"Inhibition of N/C terminal GST/6xHis-tagged human recombinant EGFR (668 to 1210 residues) extracted from Sf9 cells using Poly (Glu, Tyr) as substrate incubated for 40 mins by Kinase-Glo Plus reagent based luminescence analysis",cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL682312,B,IC50,9.0,nM,=,8.05,BAO_0000357,Inhibitory activity against ERBB2 receptor kinase,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL860920,B,Kd,11.0,nM,=,7.96,BAO_0000357,Average Binding Constant for ERBB2; NA=Not Active at 10 uM,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL861551,B,IC50,9.0,nM,=,8.05,BAO_0000357,Inhibition of ErbB2,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL910356,B,IC50,10.0,nM,=,8.00,BAO_0000357,Inhibition of ErbB2,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL953992,B,IC50,9.0,nM,=,8.05,BAO_0000357,Inhibition of HER2,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL1061896,B,Kd,7.0,nM,=,8.15,BAO_0000357,Binding constant for ERBB2 kinase domain,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL1044056,B,IC50,36.0,nM,=,7.44,BAO_0000357,Inhibition of Her2 by fluorescence polarization assay,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL1064922,B,IC50,10.2,nM,=,7.99,BAO_0000357,Inhibition of HER2,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL1111475,B,IC50,10.0,nM,=,8.00,BAO_0000357,Inhibition of erbB2,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL1108836,B,IC50,100.0,nM,=,7.00,BAO_0000219,Inhibition of ErbB2 intracellular phosphorylation in human N87 cells by ELISA,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL1260611,B,IC50,140.0,nM,=,6.85,BAO_0000219,Inhibition of ERBb2 phosphorylation in human BT474 cells by ELISA,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL1640695,B,IC50,4.5,nM,=,8.35,BAO_0000357,Inhibition of HER2 by flash plate based radioactive enzyme assay,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL1908501,B,Kd,7.0,nM,=,8.15,BAO_0000357,Binding constant for ERBB2 kinase domain,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL1932748,B,IC50,10.3,nM,=,7.99,BAO_0000357,Inhibition of human ErbB2 preincubated for 2 hrs prior addition of ATP by HTRF assay,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL1930723,B,IC50,60.0,nM,=,7.22,BAO_0000357,"Inhibition of Erbb2 using poly(Glu,Tyr)4:1 as substrate and [gamma33P]ATP after 60 mins by scintillation counting",,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL1937680,B,Inhibition,78.0,%,=,,BAO_0000357,Inhibition of ErbB2 at 10 uM,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL1935839,B,IC50,9.0,nM,=,8.05,BAO_0000357,Inhibition of Her-2 by time-resolved fluorescence assay,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL1963780,F,Ki,1.585,nM,=,8.80,BAO_0000019,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ERBB2,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL1963780,F,Ki,1.585,nM,=,8.80,BAO_0000019,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ERBB2,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL2038918,B,IC50,36.3,nM,=,7.44,BAO_0000357,Inhibition of HER2 preincubated for 10 mins followed by incubation for 30 mins by fluorescence polarization assay,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL2185482,B,Inhibition,92.0,%,=,,BAO_0000357,"Inhibition of ErbB2 at 10 uM incubated for 60 mins using poly(Glu,Tyr)4:1 substrate and 10 uM ATP by ELISA",,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL3100588,B,Inhibition,,%,,,BAO_0000219,Inhibition of HER2 autophosphorylation at Y1248 in human MCF7 cells at 10 uM after 2 hrs by Western blotting,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL3100589,B,Inhibition,,%,,,BAO_0000219,Inhibition of HER2 autophosphorylation at Y1248 in human MCF7 cells expressing pcDNA3 at 10 uM after 2 hrs by Western blotting,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL3100590,B,IC50,42.0,nM,=,7.38,BAO_0000357,Inhibition of HER2 (unknown origin) by ADP-Glo assay,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL3386304,B,Inhibition,,%,,,BAO_0000219,Inhibition of HER2 phosphorylation (unknown origin) expressed in human BT474 cells at 0.001 to 10 uM incubated for 2 hrs by Western blot method,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL3385739,B,IC50,2.7,nM,=,8.57,BAO_0000357,Inhibition of HER2 (unknown origin) assessed as reduction in autophosphorylation by ELISA method,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL3386307,B,Inhibition,,%,,,BAO_0000219,Inhibition of HER2 (unknown origin) expressed in human BT474 cells assessed as reduction in ERK1/2 phosphorylation at 0.001 to 10 uM incubated for 2 hrs by Western blot method,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL3386308,B,Inhibition,,%,,,BAO_0000219,Inhibition of HER2 (unknown origin) expressed in human BT474 cells assessed as reduction in AKT phosphorylation at 0.001 to 10 uM incubated for 2 hrs by Western blot method,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL3636785,B,IC50,9.0,nM,=,8.05,BAO_0000357,Inhibition of HER2 (unknown origin) after 120 mins by HotSpot assay,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL3750871,B,IC50,540.0,nM,=,6.27,BAO_0000357,Inhibition of His-tagged human HER-2 cytoplasmic domain (676-1245 aa) (unknown origin) assessed as inhibition of autophosphorylation by TR-fluorometry,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL3815440,B,IC50,60.1,nM,=,7.22,BAO_0000019,Inhibition of His-tagged human recombinant Her2 (676 to 1255 residues) expressed in baculovirus by fluorescence based assay,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL3854310,B,IC50,17.0,nM,=,7.77,BAO_0000019,Inhibition of His-tagged human HER2 (676 to 1255 residues) expressed in baculovirus after 1 hr by Z-lyte assay,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL3870716,B,IC50,9.2,nM,=,8.04,BAO_0000019,Inhibition of HER2 (unknown origin) expressed in baculovirus expression system using Biotin-(amino hexonoic acid)-EEEEYFELVAKKKCONH2 as substrate and [gamma32]-ATP measured after 10 mins by Topcount scintillation counting method,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL3870705,B,IC50,23.9,nM,=,7.62,BAO_0000357,Inhibition of HER2 (unknown origin) assessed as remaining ATP level measured after 15 mins by luminescence analysis,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4271177,B,IC50,9.2,nM,=,8.04,BAO_0000357,Inhibition of HER2 (unknown origin),,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4274204,B,IC50,,,,,BAO_0000219,Inhibition of recombinant human GST-tagged HER2 (676-end) expressed in baculovirus infected Sf9 insect cells preincubated for 5 mins followed by ATP addition and measured after 30 mins by HTRF assay,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4329617,B,IC50,32.7,nM,=,7.49,BAO_0000019,Inhibition of wild type human N-terminal His-tagged HER2 cytoplasmic domain (676 to 1255 residues) expressed in baculovirus expression system after 1 hr in presence of ULight-labeled peptide substrate and ATP by LANCE ultra kinase assay,wild,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4342909,B,IC50,9.8,nM,=,8.01,BAO_0000357,Inhibition of HER2 (unknown origin),,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4353433,B,Inhibition,,%,,,BAO_0000219,Inhibition of HER2 autophosphorylation in human HCC1954 cells overexpressing HER2 at 0.02 to 2 uM incubated for 1 hr by Western blot analysis,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4353432,B,Inhibition,86.0,%,=,,BAO_0000219,"Inhibition of human recombinant GST-tagged HER2 (catalytic domain 676 to end residues) autophosphorylation expressed in baculovirus infected Sf9 cells using poly( Glu, Tyr) 4:1 as substrate at 1 uM incubated for 60 mins by ELISA relative to control",cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4353431,B,Inhibition,97.0,%,=,,BAO_0000219,"Inhibition of human recombinant GST-tagged HER2 (catalytic domain 676 to end residues) autophosphorylation expressed in baculovirus infected Sf9 cells using poly( Glu, Tyr) 4:1 as substrate at 10 uM incubated for 60 mins by ELISA relative to control",cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4625050,B,IC50,9.2,nM,=,8.04,BAO_0000357,Inhibition of HER2 (unknown origin) in presence of radiolabelled gammaATP by radioisotope filter binding assay,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4625062,B,Kd,,,,,BAO_0000019,Inhibition of recombinant human wild type partial length HER2 (646 to 1225 residues) expressed in mammalian expression system by competitive binding assay,wild,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4628614,B,IC50,13.0,nM,=,7.89,BAO_0000357,Inhibition of HER2 (unknown origin) using FAM-labeled peptide as substrate preincubated for 10 mins followed by substrate addition measured after 40 mins in presence of ATP by caliper mobility shift assay,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4670947,B,IC50,2.8,nM,=,8.55,BAO_0000219,Inhibition of C-terminal His6-tagged HER2 (703 to 1029 residues) (unknown origin) expressed in Sf9 insect cells using TK as substrate preincubated for 30 mins followed by substrate addition and measured after 60 mins in presence of XL665-labeled streptavidin by HTRF assay,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4724203,B,Inhibition,,%,,,BAO_0000219,Inhibition of HER2 in human BT474 cells assessed as reduction in ERK1/2 phosphorylation at 0.1 IC50 incubated for 72 hrs by western blot analysis,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4724204,B,Inhibition,,%,,,BAO_0000219,Inhibition of HER2 in human BT474 cells assessed as reduction in ERK1/2 phosphorylation at 0.5 IC50 incubated for 72 hrs by western blot analysis,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4724205,B,Inhibition,,%,,,BAO_0000219,Inhibition of HER2 in human BT474 cells assessed as reduction in Akt phosphorylation at 0.1 IC50 incubated for 72 hrs by western blot analysis,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4724206,B,Inhibition,,%,,,BAO_0000219,Inhibition of HER2 in human BT474 cells assessed as reduction in Akt phosphorylation at 0.5 IC50 incubated for 72 hrs by western blot analysis,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4724207,B,Inhibition,,%,,,BAO_0000219,Inhibition of HER2 in human BT474 cells assessed as reduction in Akt phosphorylation at IC50 incubated for 72 hrs by western blot analysis,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4724208,B,Inhibition,,%,,,BAO_0000219,Inhibition of HER2 in human BT474 cells assessed as reduction in HER2 expression at IC50 incubated for 24 hrs by western blot analysis,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4724210,B,Inhibition,,%,,,BAO_0000219,Inhibition of HER2 in human AU565 cells assessed as reduction in Akt expression level at 0.5 IC50 incubated for 72 hrs by western blot analysis,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4724219,B,Inhibition,,%,,,BAO_0000219,Inhibition of HER2 in human AU565 cells assessed as reduction in Akt phosphorylation at 0.1 IC50 incubated for 24 hrs by western blot analysis,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4724220,B,Inhibition,,%,,,BAO_0000219,Inhibition of HER2 in human AU565 cells assessed as reduction in expression of ERK phosphorylation at 0.5 IC50 incubated for 24 to 72 hrs by western blot analysis,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4724224,B,Inhibition,,%,,,BAO_0000219,Inhibition of HER2 in human AU565 cells assessed as reduction in ERK phosphorylation at IC50 incubated for 24 hrs by western blot analysis,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4724225,B,Inhibition,,%,,,BAO_0000219,Inhibition of HER2 in human AU565 cells assessed as reduction in ERK phosphorylation at IC50 incubated for 72 hrs by western blot analysis,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4724226,B,Inhibition,,%,,,BAO_0000219,Inhibition of HER2 in human AU565 cells assessed as reduction in Akt phosphorylation at IC50 incubated after 24 to 72 hrs by Western blot analysis,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4724266,B,Inhibition,14.0,%,=,,BAO_0000357,Inhibition of wild-type HER2 (unknown origin) at 0.01 to 25 uM in presence of substrate incubated for 30 mins by ADP-Glo assay relative to control,wild,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4724268,A,Activity,-52.0,%,=,,BAO_0000219,Effect on human recombinant N-terminal GST-tagged HER2 (676 to end residues) expressed in baculovirus infected Sf9 insect cells in presence of substrate and [gamma-32ATP] at 10 uM incubated for 30 mins by scintillation counting based radiometry assay relative to control,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4724282,B,IC50,95.5,nM,=,7.02,BAO_0000357,Inhibition of HER2 (unknown origin) in presence of substrate incubated for 30 mins by ADP-Glo assay,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4737324,B,Inhibition,94.0,%,=,,BAO_0000357,Inhibition of HER2 (unknown origin) at 10 uM relative to control,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL4816062,B,Inhibition,,%,,,BAO_0000219,Inhibition of HER2 ECD in human A549 cells assessed as reduction in HER2 intracellular kinase domain phosphorylation at 2 uM incubated for 40 hrs by Western blot analysis,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5138506,B,IC50,9.2,nM,=,8.04,BAO_0000357,Inhibition of HER2 (unknown origin),,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5150422,B,IC50,9.8,nM,=,8.01,BAO_0000357,Inhibition of HER2 (unknown origin),,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5215058,B,Inhibition,92.0,%,=,,BAO_0000357,Inhibition of HER2 (unknown origin) at 10 ug/ml using synthetic biotinylated peptide as substrate by Wallac Victor II 1420 microplate reader method relative to control,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5215236,B,IC50,29.2,nM,=,7.54,BAO_0000357,Inhibition of HER2 (unknown origin),,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5227276,B,IC50,9.8,nM,=,8.01,BAO_0000357,Inhibition of human ErbB2,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5363569,B,IC50,11.0,nM,=,7.96,BAO_0000219,Inhibition of HER2 (unknown origin) incubated for 40 mins by by Kinase-Glo Max assay,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444896,F,IC50,80100.0,nM,=,4.10,BAO_0000219,Affinity Phenotypic Cellular interaction: (Cell proliferation assay (EGRF-overexpressing cell line HN5)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444921,F,IC50,210.0,nM,=,6.68,BAO_0000219,Affinity Phenotypic Cellular interaction: (Western Blot (phosphorylation of EGFR in HN5 cells)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444922,F,IC50,60.0,nM,=,7.22,BAO_0000219,Affinity Phenotypic Cellular interaction: (Western Blot (phosphorylation of ERBB2 in HN5 cells)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444923,F,IC50,2600.0,nM,=,5.58,BAO_0000219,Affinity Phenotypic Cellular interaction: (Cell proliferation assay (ERBB2-overexpressing cell lines N87)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444924,F,IC50,80.0,nM,=,7.10,BAO_0000219,Affinity Phenotypic Cellular interaction: (Cell proliferation assay (EGRF-overexpressing cell line A-431)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444925,F,IC50,10000.0,nM,=,5.00,BAO_0000219,Affinity Phenotypic Cellular interaction: (Cell proliferation assay (human cell line HFF)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444926,F,IC50,14200.0,nM,=,4.85,BAO_0000219,Affinity Phenotypic Cellular interaction: (Cell proliferation assay (human tumor cell line MCF-7)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444927,F,IC50,10500.0,nM,=,4.98,BAO_0000219,Affinity Phenotypic Cellular interaction: (Cell proliferation assay (human tumor cell line T47D)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444928,F,IC50,14500.0,nM,=,4.84,BAO_0000219,Affinity Phenotypic Cellular interaction: (Cell proliferation assay (human tumor cell line HB4a)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444929,F,IC50,1100.0,nM,=,5.96,BAO_0000219,Affinity Phenotypic Cellular interaction: (Cell proliferation assay (human tumor cell line HB4a c5.2)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444930,F,IC50,10.0,nM,=,8.00,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line N87)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444931,F,IC50,90.0,nM,=,7.05,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line OE19)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444932,F,IC50,350.0,nM,=,6.46,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line NUGC4)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444933,F,IC50,2240.0,nM,=,5.65,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line NUGC3)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444934,F,IC50,4860.0,nM,=,5.31,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line FU97)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444935,F,IC50,8580.0,nM,=,5.07,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line SNU16)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444936,F,IC50,10000.0,nM,>,,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line IM95)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444937,F,IC50,10000.0,nM,>,,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line IM95m)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444938,F,IC50,10000.0,nM,>,,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line MKN74)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444939,F,IC50,10000.0,nM,>,,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line MKN1)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444940,F,IC50,10000.0,nM,>,,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line KATOIII)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444941,F,IC50,10000.0,nM,>,,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line AGS)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444942,F,IC50,10000.0,nM,>,,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line SNU1)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5444943,F,IC50,10000.0,nM,>,,BAO_0000219,Affinity Phenotypic Cellular interaction: (Proliferation assays (in gastric and esophageal cancer cell line SNU5)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5446055,B,IC50,80170.0,nM,=,4.10,BAO_0000219,Affinity On-target Cellular interaction: (Western Blot (phosphorylation of ERBB2 in BT474 cells)) EUB0001487a ERBB2,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5446211,B,IC50,9.2,nM,=,8.04,BAO_0000357,Affinity Biochemical interaction: (Radiometric kinase assay (10 uM ATP)) EUB0001487a ERBB2,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5479143,B,Kd,7.0,nM,=,8.15,BAO_0000357,Selectivity interaction (Kinase panel (literature)) EUB0001487a ERBB2,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5479144,B,% of inhibition,0.0,%,=,,BAO_0000357,Selectivity interaction (KinomeScan (DiscoverX)) EUB0001487a ERBB2,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5479145,B,Kd,7.0,nM,=,8.15,BAO_0000357,"Selectivity interaction (Kinome Scan (DiscoverX, competition-binding assay)) EUB0001487a ERBB2",,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5546055,B,IC50,14.0,nM,=,7.85,BAO_0000357,Inhibition of wild type HER2 (unknown origin) using 4 x ULightTM-labeled Ploy GT peptide substrate measured after 180 mins,wild,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5609681,B,IC50,10.2,nM,=,7.99,BAO_0000357,Inhibition of HER2 (unknown origin),,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5647780,B,IC50,15.0,nM,=,7.82,BAO_0000219,Inhibition of domain-GST fused human HER2 expressing in Sf9 cells using pEY (4:1) and bio-pEY as substrate for 30 min in the presence of ATP by ELISA method,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5647834,B,EC50,171.0,nM,=,6.77,BAO_0000219,Inhibition of human HER2-phosphorylation in HER2 expressing mouse NIH3T3 cells incubated for 1 hr followed by EGF stimulation for 20 min by ELISA method,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5647835,B,EC50,99.0,nM,=,7.00,BAO_0000219,Inhibition of HER2-phosphorylation in HER2 expressing human BT-474 cells incubated for 1 hr followed by EGF stimulation for 20 min by ELISA method,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5647836,B,EC50,101.0,nM,=,7.00,BAO_0000219,Inhibition of HER2-phosphorylation in HER2 expressing human NCI-N87 cells incubated for 1 hr followed by EGF stimulation for 20 min by ELISA method,cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5664545,B,Inhibition,,%,,,BAO_0000019,Reversible inhibition of ErBb2 (unknown origin) expressed in Bac-to-Bac baculovirus expression system using 5-FAM-EEPLYWSFPAKKK-CONH2 as substrate at 100 times IC50 concentration pre incubated for 30 mins followed by dilution and substrate addition and measured up to 180 mins in presence of ATP by m,,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5735980,B,IC50,23.1,nM,=,7.64,BAO_0000019,"Inhibition Assay: HER2: The compounds' inhibition of target modulation were determined as follows: BT474 cells were sorted in 96 well plates (20000 cells/well) with the DMEM medium containing 10% FBS overnight and then treated with tested compounds at a series of concentrations (3 μM, 0.3 μM, 0.1 μM",cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5735980,B,kon,,,=,,BAO_0000019,"Inhibition Assay: HER2: The compounds' inhibition of target modulation were determined as follows: BT474 cells were sorted in 96 well plates (20000 cells/well) with the DMEM medium containing 10% FBS overnight and then treated with tested compounds at a series of concentrations (3 μM, 0.3 μM, 0.1 μM",cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL5735980,B,k_off,,s-1,=,,BAO_0000019,"Inhibition Assay: HER2: The compounds' inhibition of target modulation were determined as follows: BT474 cells were sorted in 96 well plates (20000 cells/well) with the DMEM medium containing 10% FBS overnight and then treated with tested compounds at a series of concentrations (3 μM, 0.3 μM, 0.1 μM",cell,Homo sapiens,EH40_02
CHEMBL554,HER2,CHEMBL1824,CHEMBL6092695,B,IC50,15.0,nM,=,7.82,BAO_0000357,Inhibition of HER2 (unknown origin),,Homo sapiens,EH40_02
