idx,year,journal,title,doi,url,pmid,has_synthesis_and_activity,synthesis,activity,design_type,design_confidence,targets_guess,synth_snippet,activity_snippet,abstract,design_bucket
51,2018,J Med Chem,Orally Available Soluble Epoxide Hydrolase/Phosphodiesterase 4 Dual Inhibitor Treats Inflammatory Pain.,10.1021/acs.jmedchem.7b01804,https://doi.org/10.1021/acs.jmedchem.7b01804,29614224,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（含具体浓度/IC50等数字）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,sEH/PDE4,"itors, we designed, synthesized and characterized 21 novel sEH/PDE4 dual inhibitors. The best of these displayed good eff",30 min; Cmax = 460 nM) after oral administration of 3 mg/kg and reduced inflammatory pain with rapid onset of a,"Inspired by previously discovered enhanced analgesic efficacy between soluble epoxide hydrolase (sEH) and phosphodiesterase 4 (PDE4) inhibitors, we designed, synthesized and characterized 21 novel sEH/PDE4 dual inhibitors. The best of these displayed good efficacy in in vitro assays. Further pharmacokinetic studies of a subset of four selected compounds led to the identification of a bioavailable dual inhibitor N-(4-methoxy-2-(trifluoromethyl)benzyl)-1-propionylpiperidine-4-carboxamide (MPPA). In a lipopolysaccharide induced inflammatory pain rat model, MPPA rapidly increased in the blood ( Tmax = 30 min; Cmax = 460 nM) after oral administration of 3 mg/kg and reduced inflammatory pain with rapid onset of action correlating with blood levels over a time course of 4 h. Additionally, MPPA does not alter self-motivated exploration of rats with inflammatory pain or the withdrawal latency in control rats.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
52,2026,J Med Chem,"Dual SYK-HDAC Inhibitor Elicits Striking Efficacy against Acute Myeloid Leukemia: Rational Design, Synthesis, and Biological Evaluation.",10.1021/acs.jmedchem.6c00039,https://doi.org/10.1021/acs.jmedchem.6c00039,42262889,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,连接型/杂合型(linked/hybrid),摘要明示,见题目/摘要,,"id frameworks. Antitumor profiling culminated in a tractable bifunctional agent (Compound 14, dual SYK-HDAC inhi","An integrated transcriptomic and survival analysis led to the identification of SYK and HDAC isoforms as age- and FLT3-dependent prognostic markers in acute myeloid leukemia (AML). Driven by the aforementioned, our research group employed a classical ligand-based hybrid pharmacophore strategy to furnish dual-target hybrid frameworks. Antitumor profiling culminated in a tractable bifunctional agent (Compound 14, dual SYK-HDAC inhibitor) endowed with substantial cell growth inhibitory effects against MV4-11 cell lines (AML cell lines harboring FLT3-ITD mutations). Compound 14 downregulated the expression levels of p-SYK and modulated the expression levels of the biomarkers associated with intracellular HDAC inhibition. Transcriptomic profiling revealed significantly suppressed lipid-associated metabolic pathways with Compound 14 treatment. Moreover, Compound 14 demonstrated an impressive pharmacokinetic profile and exerted significant antitumor efficacy in the FLT3-ITD-positive AML xenograft mouse model (approximately 80% decrease in tumor mass). Also, biochemical blood analysis and histopathological studies revealed that Compound 14 demonstrated a good safety profile.",C. 连接型/杂合型（linked/hybrid）
53,2026,J Med Chem,Discovery of INCB191358: A Potent and Selective DGK&#x3b1;/&#x3b6; Dual Inhibitor.,10.1021/acs.jmedchem.5c03768,https://doi.org/10.1021/acs.jmedchem.5c03768,41996127,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,单个紧凑分子(双同工酶/双激酶；通常非长链linker),摘要推断,见题目/摘要,"in, we describe the discovery of a 2-purinone-based series of dual DGK&#x3b1;/&#x3b6; inhibitors. A high-throughput screen",r function and antitumor immunity. Dual DGK&#x3b1;/&#x3b6; inhibition therefore represents a promising strategy,"Diacylglycerol kinases &#x3b1; and &#x3b6; (DGK&#x3b1;/&#x3b6;) negatively regulate T-cell receptor signaling, limiting T-cell effector function and antitumor immunity. Dual DGK&#x3b1;/&#x3b6; inhibition therefore represents a promising strategy to enhance T-cell activity and improve responses to checkpoint blockade. Herein, we describe the discovery of a 2-purinone-based series of dual DGK&#x3b1;/&#x3b6; inhibitors. A high-throughput screening campaign identified selective DGK&#x3b1; hits, and incorporation of a 2-purinone core enabled dual DGK&#x3b1;/&#x3b6; activity. Substitution of the 2-purinone scaffold markedly enhanced potency, leading to compound 21. Although 21 exhibited potent activity and balanced ADME properties, in vivo evaluation revealed a flat pharmacokinetic profile attributable to its benzhydryl substituent. Structure-activity relationship studies demonstrated that incorporation of a 4-phenoxypiperidine improved pharmacokinetic properties and culminated in the discovery of INCB191358 (52), a potent, selective, and orally bioavailable dual DGK&#x3b1;/&#x3b6; inhibitor. In vivo, 52 achieved transient, yet highly efficacious target coverage, inducing antigen-depende",A. 单个紧凑分子（双同工酶/双激酶，通常非长linker）
54,2026,J Med Chem,Development of Dihydroquinoxalinone-Based Dual CDK6/BET Inhibitors for Triple-Negative Breast Cancer Therapy.,10.1021/acs.jmedchem.5c03487,https://doi.org/10.1021/acs.jmedchem.5c03487,41782507,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,单个紧凑分子(双同工酶/双激酶；通常非长链linker),摘要推断,CDK6/BET,"gs, we designed and synthesized a series of dual-target inhibitors that simultaneously target CDK6 and BRD4. Among the ne","15 exhibited potent inhibitory activity against both CDK6 and BRD4, along with remarkable antiproliferative activity on","The clinical application of CDK4/6 inhibitors is constrained by their narrow indications. To improve therapeutic efficacy against breast cancer, combination therapies using CDK4/6 inhibitors with BET inhibitors are being explored in clinical trials. Our study demonstrates that the CDK4/6 inhibitor Abemaciclib and the BRD4 inhibitor BQ0 exert a synergistic effect in inhibiting the proliferation of triple-negative breast cancer (TNBC) cells in vitro. Based on these findings, we designed and synthesized a series of dual-target inhibitors that simultaneously target CDK6 and BRD4. Among the newly synthesized compounds, 7f and 7f15 exhibited potent inhibitory activity against both CDK6 and BRD4, along with remarkable antiproliferative activity on TNBC cells. In vivo studies using the MDA-MB-231 xenograft mouse model revealed that 7f15 exhibits robust antitumor activity without significant adverse effects. The kinases selectivity experimental suggested that 7f15 is a pan-BET inhibitor. In summary, 7f15, hereby designated as KWZL-7f15, is a novel dual CDK6/BET inhibitor with promising therapeutic potential for the treatment of triple-negative breast cancer.",A. 单个紧凑分子（双同工酶/双激酶，通常非长linker）
55,2026,J Med Chem,A Rationally Designed Novel Bifunctional Human TNF-&#x3b1;- and Janus Kinase-Targeted soloMER Drug Conjugate (SDC) with a Neutrophil Elastase Cleavable Linker Delivering Inflammation Site-Specific Release of Payload.,10.1021/acs.jmedchem.6c00532,https://doi.org/10.1021/acs.jmedchem.6c00532,41944084,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,连接型/杂合型(linked/hybrid),摘要明示,见题目/摘要,,"tease-dependent JAK inhibition. In human PBMC assays and preclinical models of acute and chronic inflammation, ELN28-135","Antibody-drug conjugates have been used predominantly in oncology, but their potential in inflammatory disease remains largely unexplored. Here, we describe ELN28-135-01, a soluble TNF-&#x3b1;-targeted soloMER drug conjugate that extends this concept to immune-mediated inflammatory disease. ELN28-135-01 binds soluble TNF-&#x3b1; enriched at inflamed sites and delivers the Janus kinase inhibitor tofacitinib through a neutrophil elastase-cleavable linker, thereby coupling cytokine targeting with inflammation-triggered payload release. We report its rational design and synthesis, demonstrate selective linker cleavage in vitro and in vivo, and show that the conjugate retains potent TNF-&#x3b1; neutralization while enabling protease-dependent JAK inhibition. In human PBMC assays and preclinical models of acute and chronic inflammation, ELN28-135-01 achieved superior pharmacodynamic control compared with nonconjugated anti-TNF-&#x3b1; comparators while minimizing exposure to free tofacitinib. These findings support soluble cytokine-directed soloMER&#x24c7; drug conjugates as a strategy for site-restricted dual-node inflammatory pathway modulation with the potential to improve efficacy an",C. 连接型/杂合型（linked/hybrid）
56,2026,J Med Chem,Cyclic Diguanylate G-Quadruplex Inducer-Siderophore Hybrids as Bifunctional Antibiofilm Agents against Pseudomonas aeruginosa.,10.1021/acs.jmedchem.5c02948,https://doi.org/10.1021/acs.jmedchem.5c02948,41636807,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,连接型/杂合型(linked/hybrid),摘要明示,见题目/摘要,"rs, we designed and synthesized dual-functional hybrid molecules incorporating both pharmacophores. The lead compound 11f",terial growth environments and intracellular c-di-GMP signaling molecules are key factors promoting bacterial bi,"Biofilm formation is a crucial determinant of both pathogenicity and enhanced antibiotic resistance in Pseudomonas aeruginosa. Sustainable iron utilization in the bacterial growth environments and intracellular c-di-GMP signaling molecules are key factors promoting bacterial biofilm development. Capitalizing on our previous findings that c-di-GMP G-quadruplex inducers exhibit potent antibiofilm activity and that 3-hydroxypyridin-4(1H)-ones act as effective iron chelators, we designed and synthesized dual-functional hybrid molecules incorporating both pharmacophores. The lead compound 11f, which features a benzothiazole-pyridinone scaffold, demonstrated potent biofilm inhibition against both wild-type P. aeruginosa PAO1 and the hyper-biofilm-forming PAO1-&#x394;wspF mutant. Mechanistic investigations revealed that 11f operates through dual pathways: facilitating c-di-GMP G-quadruplex formation and disrupting iron acquisition systems. Notably, in Galleria mellonella infection models, 11f exhibited significant synergistic effects with ciprofloxacin and tobramycin while maintaining an excellent safety profile, highlighting its potential as an antibacterial adjuvant.",C. 连接型/杂合型（linked/hybrid）
57,2026,J Med Chem,Structure-Activity and Structure-Degradation Relationship Studies of 2-Amino-6-(benzimidazol-2-ylmethyl)-N9-heteroarylpurines as Potent and Selective CDK12/13 Inhibitors and Cyclin K Degraders.,10.1021/acs.jmedchem.5c02086,https://doi.org/10.1021/acs.jmedchem.5c02086,41533987,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,PROTAC/降解剂(连接型双功能),摘要明示,见题目/摘要,"Here, we report the design, synthesis, structure-activity, and structure-degradation relationship studies of a series of highly",,"Targeted modulation of the CDK12/CycK complex offers a compelling avenue for exploiting transcriptional addiction in cancer. Among emerging strategies, small molecule CDK12/13 inhibitors that induce selective CycK degradation via proximity-based mechanisms are demonstrating encouraging preclinical results. However, the rational design of molecular glue degraders remains challenging as the structural principles governing efficient target degradation are not always well understood. Here, we report the design, synthesis, structure-activity, and structure-degradation relationship studies of a series of highly potent and selective N9-heteroaryl purine-based CDK12/13 inhibitors, SR-4835 and its optimized analog SR-5037, that act as molecular glue degraders of CycK. In vitro target engagement and in vivo PK/PD studies in mice demonstrate dose-dependent CycK degradation that closely tracks systemic compound exposure. These findings establish CycK as a suitable proximal PD biomarker for this inhibitor class and highlight purine-based scaffolds as a rational framework for the development of bifunctional CDK12/CycK inhibitors and degraders.",D. PROTAC/降解剂（连接型双功能）
58,2026,J Med Chem,Identification of an Hsp110/HDAC6 Dual-Target Inhibitor for the Effective Treatment of Pulmonary Arterial Hypertension via Synergistic Blockade of Vascular Remodeling.,10.1021/acs.jmedchem.6c00066,https://doi.org/10.1021/acs.jmedchem.6c00066,42112563,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,Hsp110/HDAC6,onally designed and synthesized. Structure-activity relationship studies identified 15n as a potent dual-target inhibitor,"f dual targets. In summary, the present study provides novel research insights into developing novel PAH drugs b","Recent studies suggested that disrupting the Hsp110-STAT3 interaction is a promising strategy for treating pulmonary arterial hypertension (PAH). However, the restricted reduction in p-STAT3 required to prevent vascular remodeling limits Hsp110-STAT3 PPI inhibitor development. Our preliminary studies revealed that HDAC6 activation in HPAECs contributes to p-STAT3 upregulation. Subsequently, a series of Hsp110/HDAC6 dual-target inhibitors were rationally designed and synthesized. Structure-activity relationship studies identified 15n as a potent dual-target inhibitor, effectively interrupting the Hsp110-STAT3 interaction and suppressing HDAC6 activity. In vitro, 15n exhibited a synergistic effect in suppressing the STAT3 signaling pathway by concurrently targeting Hsp110 and HDAC6, thereby inhibiting the abnormal proliferation and migration of the HPAECs. In vivo, compared with combination therapy, 15n demonstrated enhanced suppressive effects on vascular remodeling through synchronous regulation of dual targets. In summary, the present study provides novel research insights into developing novel PAH drugs based on antivascular remodeling strategies and offers a promising lead compo",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
59,2026,J Med Chem,Structure-Based Design and Free Energy Perturbation-Guided Synthesis of Novel VEGFR2 and HDAC Dual Inhibitors with Potent Antitumor Efficacy.,10.1021/acs.jmedchem.5c01650,https://doi.org/10.1021/acs.jmedchem.5c01650,41704127,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,融合+连接特征均提及(需看全文),摘要明示,VEGFR2/HDAC,"study describes the design, synthesis, and evaluation of novel inhibitors targeting VEGFR2 and HDAC through a structure-based p",ed significant dual-inhibitory activity. In vitro assays demonstrated its potent antiproliferative effects against cance,"The development of dual-targeted inhibitors represents a promising strategy to address the challenges of drug resistance and limited efficacy in cancer therapy. This study describes the design, synthesis, and evaluation of novel inhibitors targeting VEGFR2 and HDAC through a structure-based pharmacophore-merging strategy. We integrated the hydroxamic acid zinc-binding group and the linker into the back pocket of VEGFR2. Molecular dynamics (MD) simulations and free energy perturbation (FEP) calculations facilitated the optimization of the inhibitors, ultimately leading to the discovery of compound 10i, which demonstrated significant dual-inhibitory activity. In vitro assays demonstrated its potent antiproliferative effects against cancer cell lines, particularly HT-29, while maintaining a favorable safety profile for normal cells. In vivo evaluation using HT-29 and HCCLM3/Sorafenib xenograft models confirmed robust tumor growth inhibition (TGI = 64.40% and 89.72%), with no significant toxicity observed. These findings underscore the therapeutic potential of compound 10i as a VEGFR2/HDAC dual inhibitor.",B. 融合/拼合型（fused/merged）
60,2025,J Med Chem,Design and Synthesis of PARP/CDK6 Dual-Target Inhibitors Modulating of Wnt/&#x3b2;-Catenin Signaling Pathway for the Treatment of BRCA Wild-Type TNBC.,10.1021/acs.jmedchem.5c01058,https://doi.org/10.1021/acs.jmedchem.5c01058,40492684,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,单个紧凑分子(双同工酶/双激酶；通常非长链linker),摘要推断,PARP/CDK6,identified through SAR studies. Compound 11 effectively induces excessive DNA damage and apoptosis in MDA-MB-231,"maintaining robust inhibitory activity against both PARP and CDK6. Additionally, 11 demonstrates excellent antitumor ef","Poly(ADP-ribose) polymerase (PARP) inhibitors have been approved and marketed for the treatment of BRCA-mutated breast and ovarian cancers. Recent studies have demonstrated that cyclin-dependent kinase 4/6 (CDK4/6) inhibitors can induce defects in homologous recombination (HR) repair, thereby sensitizing breast cancer cells with HR proficiency to PARP inhibitors through a synthetic lethal mechanism. Here, we report the rational design and synthesis of a potent dual PARP/CDK6 inhibitor 11, which was identified through SAR studies. Compound 11 effectively induces excessive DNA damage and apoptosis in MDA-MB-231 cells, while maintaining robust inhibitory activity against both PARP and CDK6. Additionally, 11 demonstrates excellent antitumor efficacy and antimetastatic properties, with no evident toxicity or side effects observed. Further investigations revealed that 11 could inhibit tumor cell proliferation by modulating the Wnt/&#x3b2;-catenin signaling pathway. In summary, these findings highlight the potential therapeutic advantages of 11, coded with KWZY-11, in treating BRCA wild-type tumors.",A. 单个紧凑分子（双同工酶/双激酶，通常非长linker）
61,2025,J Med Chem,"Evaluation of Bifunctional, PSMA-Targeted Triazamacrocycle-Picolinates Compatible with the 18F/44Sc/177Lu Isotope Triad.",10.1021/acs.jmedchem.5c02286,https://doi.org/10.1021/acs.jmedchem.5c02286,41359406,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,连接型/杂合型(linked/hybrid),摘要明示,见题目/摘要,radiopharmaceutical preparation for theranostic applications.,,"The development of matched diagnostic and therapeutic radiopharmaceuticals&#x2500;theranostic pairs&#x2500;has emerged as a promising strategy to advance personalized nuclear medicine. However, many current systems rely on chemically distinct elements such as the 68Ga3+/177Lu3+ pair, leading to inconsistencies in the pharmacokinetics. Here, we evaluate bifunctional chelator platforms derived of triazamacrocycle picolinates, capable of stably incorporating three clinically relevant isotopes 18F-, 44Sc3+, and 177Lu3+. mpatcn supported the formation of [18F][ScF], [44Sc][Sc], and [177Lu][Lu] complexes when conjugated to a PSMA-targeting peptide (picaga-Met-hex-KuE). picaga-Met-hex-KuE displayed quantitative radiochemical yields and &gt;95% formulation stability after 2 h. Biodistribution and metabolite analysis confirmed PSMA-targeting, minimal off-target uptake, and renal clearance for all picaga-Met-hex-KuE systems. Additionally, we demonstrate that a cartridge-based purification method formulates [18F][ScF(picaga-Met-hex-KuE)] in &gt;95% radiochemical purity with nondecay corrected yields of 32% in under 110 min. These results establish picaga-Met-hex-KuE as a lead scaffold for the",C. 连接型/杂合型（linked/hybrid）
62,2025,J Med Chem,Evaluation of Dynamic Light Scattering as an Effective Quality Control Method for Aggregates in Radiolabeled Antibodies.,10.1021/acs.jmedchem.4c02344,https://doi.org/10.1021/acs.jmedchem.4c02344,39680638,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,连接型/杂合型(linked/hybrid),摘要明示,见题目/摘要,"aggregation during preparation, undetected by SEC-HPLC, and showed reduced aggregates following purification. Tumor-targ","antibodies. Trastuzumab was conjugated with a NOTA bifunctional chelator at various ratios, radiolabeled with [","Radiolabeled antibodies are promising for targeted cancer imaging, but their structural integrity may suffer during bioconjugation and radiolabeling, leading to undetected aggregation. This study evaluates dynamic light scattering (DLS) as a complementary method to size-exclusion high-performance liquid chromatography (SEC-HPLC) for detecting aggregation in radiolabeled antibodies. Trastuzumab was conjugated with a NOTA bifunctional chelator at various ratios, radiolabeled with [64Cu]CuCl2, and analyzed by using DLS and SEC-HPLC before and after purification. DLS revealed significant aggregation during preparation, undetected by SEC-HPLC, and showed reduced aggregates following purification. Tumor-targeting efficacy correlated with intact antibody content, with Pearson's correlations of 0.71 (PET imaging) and 0.75 (biodistribution) in NIH3T6.7 tumor-bearing mice. The findings suggest DLS as a vital quality control tool, offering enhanced detection of antibody aggregation. By adopting DLS, the bioactivity of radiolabeled antibodies can be better predicted, potentially improving the reliability and effectiveness of these radiopharmaceuticals in clinical settings.",C. 连接型/杂合型（linked/hybrid）
63,2025,J Med Chem,Discovery of Novel and Highly Potent Wee1 and HDAC Dual-Target Inhibitors for the Treatment of Acute Myeloid Leukemia.,10.1021/acs.jmedchem.5c01789,https://doi.org/10.1021/acs.jmedchem.5c01789,41147365,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,单分子双靶抑制剂(摘要未明说fused/linked),摘要推断/未明说,Wee1/HDAC,"se, we designed and synthesized a series of dual-targeting compounds by the pharmacophore combination strategy. Notably,","n, the simultaneous inhibition of both Wee1 and HDAC could yield a synergistic effect. Based on this premise, we designe","Inhibiting Wee1 is recognized as an effective strategy for treating acute myeloid leukemia (AML). However, the compensatory activation of CHK1 may reduce the efficacy of Wee1 inhibitors in AML treatment. Given that histone deacetylase (HDAC) inhibitors downregulate CHK1 expression, the simultaneous inhibition of both Wee1 and HDAC could yield a synergistic effect. Based on this premise, we designed and synthesized a series of dual-targeting compounds by the pharmacophore combination strategy. Notably, compound 23f demonstrates significant inhibitory activity against both Wee1 and HDACs, effectively inhibiting the proliferation of MV4-11 cells. Furthermore, in the MV4-11 xenograft model, compound 23f demonstrates remarkable antitumor efficacy (TGI = 82%) at a dose of 60 mg/kg. This study identifies compound 23f as a potent dual-target inhibitor of Wee1 and HDAC, offering a novel option for the treatment of AML. Additionally, it serves as a probe for further investigation into the synergistic mechanisms between these two targets.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
64,2025,J Med Chem,"Indolo[3,2-c]isoquinoline Hydroxamic Acid Derivatives as Novel Orally Topoisomerase-Histone Deacetylase Dual Inhibitors for NSCLC Therapy.",10.1021/acs.jmedchem.4c01859,https://doi.org/10.1021/acs.jmedchem.4c01859,39442082,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,Top/HDAC,s were designed and synthesized herein. The optimal compound 31 was identified to simultaneously inhibit both Tops and HD,"model, and its antitumor efficacy (TGI = 77.5%, 100 mg/kg) was superior to that of HDAC inhibitor SAHA and SAHA","Based on the synergistic effects of topoisomerase (Top) inhibitors and histone deacetylase (HDAC) inhibitors in cancer therapy, a series of novel Top/HDAC dual inhibitors were designed and synthesized herein. The optimal compound 31 was identified to simultaneously inhibit both Tops and HDACs with potent antiproliferative activity against nonsmall cell lung cancer (NSCLC). Mechanistic studies indicated that compound 31 with increasing reactive oxygen species levels damages DNA, inhibiting cancer cell colony formation and migration and inducing both cancer cell apoptosis and cycle arrest. Noteworthily, compound 31 was orally active in the NSCLC xenograft model, and its antitumor efficacy (TGI = 77.5%, 100 mg/kg) was superior to that of HDAC inhibitor SAHA and SAHA in combination with the Top inhibitor irinotecan. Consequently, this work highlights the therapeutic potential of compound 31 as the Top/HDAC dual inhibitor in NSCLC therapy and provides valuable lead compounds for the further development of antitumor agents in solid tumor therapy.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
65,2024,J Med Chem,Discovery of Dual CDK6/BRD4 Inhibitor Inducing Apoptosis and Increasing the Sensitivity of Ferroptosis in Triple-Negative Breast Cancer.,10.1021/acs.jmedchem.4c01976,https://doi.org/10.1021/acs.jmedchem.4c01976,39575863,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,单个紧凑分子(双同工酶/双激酶；通常非长链linker),摘要推断,CDK6/BRD4,"rs. Among the newly synthesized compounds, BC13 exhibited potent inhibitory activity against CDK6 and BRD4. It also displ",13 exhibited potent inhibitory activity against CDK6 and BRD4. It also displayed potent antiproliferative activity again,"Bromodomain-containing protein 4 (BRD4) is the most promising target for the treatment of triple-negative breast cancer (TNBC). However, its inherent resistant and acquired drug resistance limits its potential clinical application. Recently it has been shown that cyclin-dependent kinases 4/6 (CDK4/6) inhibitors can reincrease the sensitivity of TNBC cells to BRD4 inhibitors by combination therapy, so we designed a series of dual target CDK6/BRD4 inhibitors. Among the newly synthesized compounds, BC13 exhibited potent inhibitory activity against CDK6 and BRD4. It also displayed potent antiproliferative activity against TNBC cells. In vivo experiments showed that BC13 has potent antitumor activity in the MDA-MB-231 xenograft mouse model, without observable side effects. BC13 demonstrates profound synergistic antitumor effects with ferroptosis inducer in TNBC cells. Therefore, BC13 is a novel dual inhibitor of CDK6/BRD4 for the treatment of TNBC either as a single agent or in combination with RSL3.",A. 单个紧凑分子（双同工酶/双激酶，通常非长linker）
66,2026,J Med Chem,Design and Synthesis of Bendamustine-Carbonic Anhydrase Inhibitors with Antiproliferative Effects in Clear Cell Renal Cell Carcinoma.,10.1021/acs.jmedchem.6c01549,https://doi.org/10.1021/acs.jmedchem.6c01549,42339601,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,设计类型摘要未明说,摘要未明说,见题目/摘要,,Human carbonic anhydrase IX (hCA IX) is markedly overexpressed in clear cell renal cell carci,"Human carbonic anhydrase IX (hCA IX) is markedly overexpressed in clear cell renal cell carcinoma and plays a key role in establishing an acidic tumor microenvironment associated with intrinsic chemoresistance. Extracellular acidification limits the uptake and efficacy of several cytotoxic agents, including bendamustine, a bifunctional alkylating agent whose activity depends on intracellular accumulation and DNA cross-link formation. Herein, we report the design and synthesis of novel bendamustine-carbonic anhydrase inhibitor (CAI) hybrids aimed at combining CA IX targeting with DNA-damaging activity. Structural modification of the bendamustine butyric acid side chain enabled the introduction of CAI warheads while preserving the alkylating moiety. The resulting compounds were evaluated against hCA I, II, IX, and XII, displaying preferential inhibition of the tumor-associated isoforms. Selected derivatives (13a and 14c) showed antiproliferative activity in 786-O and CAKI-1 cells, inducing cell-cycle arrest and reducing long-term proliferative capacity more effectively than the reference CA IX inhibitor SLC-0111.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
67,2026,J Med Chem,Revitalizing PI3K Inhibitors for PET/CT Imaging and Radionuclide Therapy of Multiple Cancers.,10.1021/acs.jmedchem.5c03583,https://doi.org/10.1021/acs.jmedchem.5c03583,41593021,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,设计类型摘要未明说,摘要未明说,见题目/摘要,onally designed and synthesized four bifunctional radiolabeled small-molecule chimeras based on the PI3K inhibitor IMM-H0,sregulation drives tumorigenesis through regulation of cell cycle progression and survival. Several small molecu,"Phosphoinositide 3-kinase (PI3K) dysregulation drives tumorigenesis through regulation of cell cycle progression and survival. Several small molecular inhibitors targeting PI3K have been approved for tumor treatment. However, these inhibitors exposed unexpected severe off-tumor toxicity, leading to poor patient prognosis. Radiopharmaceuticals based on radiolabeled PI3K inhibitors for targeted internal radionuclide therapy offer a revitalized therapeutic approach to reduced pharmacological toxicity. Herein, we rationally designed and synthesized four bifunctional radiolabeled small-molecule chimeras based on the PI3K inhibitor IMM-H012, denoted as [68Ga]Ga/[177Lu]Lu-P(1-4). Among them, radiolabeled P4 demonstrated superior pharmacodynamic and pharmacokinetic profiles in multiple tumor models. Moreover, [177Lu]Lu-P4 substantially suppressed subcutaneous melanoma tumor growth with an acceptable safety profile. Additionally, [177Lu]Lu-P4 combined with IMM-H012 showed synergistic antitumor effects. The mechanistic study suggested a novel radiosensitization mechanism of 177Lu to PI3K inhibitors by downregulating fatty acid oxidase expression. These findings reposition PI3K as a versatile",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
68,2026,J Med Chem,"Design, Synthesis, and Biological Evaluation of Acid-Responsive Bifunctional Molecules with Dual Anti-Helicobacter pylori and Acid Suppression Activities.",10.1021/acs.jmedchem.5c02747,https://doi.org/10.1021/acs.jmedchem.5c02747,41481783,是：摘要可见合成+活性,有（明确写合成/设计合成）,有（活性描述，数字需看全文）,单个小分子双靶(摘要未写fused/linked，结构类型需看全文),摘要未明说,见题目/摘要,,"uppression (&gt;85% inhibition at 2 mg/kg). In murine models, compound 10 exhibited antiulcer efficacy comparable to von","The increasing antibiotic resistance of Helicobacter pylori necessitates novel therapeutics. Although rifabutin demonstrates potent anti-H. pylori activity and low resistance rates, its clinical use is limited by myelosuppressive risk. Clinical evidence indicates that vonoprazan acts synergistically with rifabutin, allowing a reduced dosage and duration while maintaining efficacy. We developed acid-responsive bifunctional molecules conjugating both drugs for coordinated gastric release and enhanced local synergy, enabling reduced-dose or shorter-duration therapy with minimal adverse effects. Compound 10, incorporating acid-labile silyl ether and self-immolative linkers, demonstrated potent anti-H. pylori activity (MIC &#x2264; 0.125 &#x3bc;g/mL) and strong acid suppression (&gt;85% inhibition at 2 mg/kg). In murine models, compound 10 exhibited antiulcer efficacy comparable to vonoprazan at half the dose, with pharmacokinetic analysis revealing minimal systemic exposure to rifabutin, thereby substantially reducing the risk of myelosuppression. This strategy provides a promising approach for effective and safe H. pylori therapy.",E. 单个小分子双靶（摘要未写清 fused/linked，需看全文结构）
