target_A_chembl,target_B_chembl,uniprot_A,uniprot_B,gene_A,gene_B,pref_A,pref_B,class_A,class_B,n_A,n_B,n_both_measured,theta_dual,theta_A_only,theta_B_only,theta_neither,strict_dual,strict_A_only,strict_B_only,strict_neither,strict_gray,min_strict_hardneg,directional_n10,formulation_n10,supports_strict_panel,supports_thin_panel,metal_either,metal_both,same_class
CHEMBL3778,CHEMBL5794,Q9NWZ3,Q9HBY8,IRAK4,SGK2,Interleukin-1 receptor-associated kinase 4,Serine/threonine-protein kinase Sgk2,TKL protein kinase IRAK family,AGC protein kinase SGK family,7494,265,113,34,23,18,38,11,1,3,19,79,1,1,1,0,0,0,0,0
CHEMBL267,CHEMBL2345,P12931,P51812,SRC,RPS6KA3,Proto-oncogene tyrosine-protein kinase Src,Ribosomal protein S6 kinase alpha-3,Tyrosine protein kinase Src family,AGC protein kinase RSK subfamily,4027,868,112,61,27,12,12,24,9,1,3,75,1,1,1,0,0,0,0,0
CHEMBL2527,CHEMBL3836,O96017,P53667,CHEK2,LIMK1,Serine/threonine-protein kinase Chk2,LIM domain kinase 1,CAMK protein kinase RAD53 family,TKL protein kinase LIMK subfamily,805,723,112,40,39,11,22,16,10,1,5,80,1,1,1,0,0,0,0,0
CHEMBL1868,CHEMBL2793,P17948,P48729,FLT1,CSNK1A1,Vascular endothelial growth factor receptor 1,Casein kinase I isoform alpha,Tyrosine protein kinase VEGFR family,CK1 protein kinase CK1 family,1483,450,112,36,37,10,29,16,18,1,24,53,1,1,1,0,0,0,0,0
CHEMBL2850,CHEMBL1841,P49840,P06241,GSK3A,FYN,Glycogen synthase kinase-3 alpha,Tyrosine-protein kinase Fyn,CMGC protein kinase GSK family,Tyrosine protein kinase Src family,1617,1236,112,47,13,29,23,16,1,9,12,74,1,1,1,0,0,0,0,0
CHEMBL2595,CHEMBL5251,O94806,Q06187,PRKD3,BTK,Serine/threonine-protein kinase D3,Tyrosine-protein kinase BTK,CAMK protein kinase PKD family,Tyrosine protein kinase Tec family,516,9798,111,46,16,24,25,12,1,7,13,78,1,1,1,0,0,0,0,0
CHEMBL2599,CHEMBL5600,P43405,P27448,SYK,MARK3,Tyrosine-protein kinase SYK,MAP/microtubule affinity-regulating kinase 3,Tyrosine protein kinase Syk family,CAMK protein kinase MARK subfamily,5292,443,111,58,28,10,15,23,3,1,3,81,1,1,1,0,0,0,0,0
CHEMBL1868,CHEMBL5147,P17948,P54760,FLT1,EPHB4,Vascular endothelial growth factor receptor 1,Ephrin type-B receptor 4,Tyrosine protein kinase VEGFR family,Tyrosine protein kinase Eph family,1483,918,111,69,26,11,5,18,9,1,1,82,1,1,0,0,0,0,0,0
CHEMBL3650,CHEMBL2534,P11362,O15530,FGFR1,PDPK1,Fibroblast growth factor receptor 1,3-phosphoinositide-dependent protein kinase 1,Tyrosine protein kinase FGFR family,AGC protein kinase PDK1 subfamily,4163,1246,110,53,23,14,20,18,1,3,4,84,1,1,1,0,0,0,0,0
CHEMBL267,CHEMBL3009,P12931,Q15303,SRC,ERBB4,Proto-oncogene tyrosine-protein kinase Src,Receptor tyrosine-protein kinase erbB-4,Tyrosine protein kinase Src family,Tyrosine protein kinase EGFR family,4027,329,110,70,18,10,12,44,1,4,3,58,1,1,1,0,0,0,0,0
CHEMBL2534,CHEMBL2973,O15530,O75116,PDPK1,ROCK2,3-phosphoinositide-dependent protein kinase 1,Rho-associated protein kinase 2,AGC protein kinase PDK1 subfamily,AGC protein kinase ROCK subfamily,1246,5407,110,57,14,28,11,26,1,4,1,78,1,1,1,0,0,0,0,0
CHEMBL2534,CHEMBL5518,O15530,Q8N4C8,PDPK1,MINK1,3-phosphoinositide-dependent protein kinase 1,Misshapen-like kinase 1,AGC protein kinase PDK1 subfamily,STE protein kinase MSN subfamily,1246,418,110,55,11,22,22,28,1,3,4,74,1,1,1,0,0,0,0,0
CHEMBL2938,CHEMBL5794,P05129,Q9HBY8,PRKCG,SGK2,Protein kinase C gamma type,Serine/threonine-protein kinase Sgk2,AGC protein kinase PKC alpha subfamily,AGC protein kinase SGK family,366,265,110,38,13,25,34,17,1,5,12,75,1,1,1,0,0,0,0,0
CHEMBL2599,CHEMBL2815,P43405,P04629,SYK,NTRK1,Tyrosine-protein kinase SYK,High affinity nerve growth factor receptor,Tyrosine protein kinase Syk family,Tyrosine protein kinase Trk family,5292,4940,110,68,14,18,10,33,1,5,1,70,1,1,1,0,0,0,0,0
CHEMBL279,CHEMBL5819,P35968,P51957,KDR,NEK4,Vascular endothelial growth factor receptor 2,Serine/threonine-protein kinase Nek4,Tyrosine protein kinase VEGFR family,Other protein kinase NEK family,10627,191,110,41,37,10,22,18,11,1,8,72,1,1,1,0,0,0,0,0
CHEMBL2689,CHEMBL4036,Q04912,Q00535,MST1R,CDK5,Macrophage-stimulating protein receptor,Cyclin-dependent kinase 5,Tyrosine protein kinase Met family,CMGC protein kinase CDK5 subfamily,319,720,110,45,10,26,29,22,1,5,16,66,1,1,1,0,0,0,0,0
CHEMBL2815,CHEMBL2007,P04629,P16234,NTRK1,PDGFRA,High affinity nerve growth factor receptor,Platelet-derived growth factor receptor alpha,Tyrosine protein kinase Trk family,Tyrosine protein kinase PDGFR family,4940,938,110,61,12,19,18,41,1,1,11,56,1,1,1,0,0,0,0,0
CHEMBL2292,CHEMBL5819,Q13627,P51957,DYRK1A,NEK4,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,Serine/threonine-protein kinase Nek4,CMGC protein kinase Dyrk1 subfamily,Other protein kinase NEK family,4088,191,110,42,31,12,25,17,10,1,3,79,1,1,1,0,0,0,0,0
CHEMBL1974,CHEMBL4599,P36888,Q07912,FLT3,TNK2,Receptor-type tyrosine-protein kinase FLT3,Activated CDC42 kinase 1,Tyrosine protein kinase PDGFR family,Tyrosine protein kinase Ack family,4435,799,110,55,27,13,15,33,8,1,12,56,1,1,1,0,0,0,0,0
CHEMBL1974,CHEMBL5408,P36888,Q9UHD2,FLT3,TBK1,Receptor-type tyrosine-protein kinase FLT3,Serine/threonine-protein kinase TBK1,Tyrosine protein kinase PDGFR family,Other protein kinase IKK family,4435,2315,110,67,22,10,11,49,4,1,5,51,1,1,1,0,0,0,0,0
CHEMBL4225,CHEMBL5627,P49760,P29376,CLK2,LTK,Dual specificity protein kinase CLK2,Leukocyte tyrosine kinase receptor,CMGC protein kinase CLK family,Tyrosine protein kinase Alk family,1660,250,110,49,13,12,36,24,2,1,21,62,1,1,1,0,0,0,0,0
CHEMBL4897,CHEMBL1075167,Q9H4B4,Q8NE63,PLK3,HIPK4,Serine/threonine-protein kinase PLK3,Homeodomain-interacting protein kinase 4,Other protein kinase PLK family,CMGC protein kinase HIPK subfamily,417,338,110,37,12,43,18,13,1,14,4,78,1,1,1,0,0,0,0,0
CHEMBL3650,CHEMBL5543,P11362,Q9Y463,FGFR1,DYRK1B,Fibroblast growth factor receptor 1,Dual specificity tyrosine-phosphorylation-regulated kinase 1B,Tyrosine protein kinase FGFR family,CMGC protein kinase Dyrk1 subfamily,4163,994,109,34,11,23,41,16,1,6,29,57,1,1,1,0,0,0,0,0
CHEMBL4816,CHEMBL4900,Q9Y243,Q9BZL6,AKT3,PRKD2,RAC-gamma serine/threonine-protein kinase,Serine/threonine-protein kinase D2,AGC protein kinase AKT family,CAMK protein kinase PKD family,472,478,109,37,12,21,39,17,1,8,16,67,1,1,1,0,0,0,0,0
CHEMBL3032,CHEMBL5819,Q16513,P51957,PKN2,NEK4,Serine/threonine-protein kinase N2,Serine/threonine-protein kinase Nek4,AGC protein kinase PKN family,Other protein kinase NEK family,375,191,109,40,33,13,23,19,10,1,9,70,1,1,1,0,0,0,0,0
CHEMBL2292,CHEMBL5314,Q13627,Q06418,DYRK1A,TYRO3,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,Tyrosine-protein kinase receptor TYRO3,CMGC protein kinase Dyrk1 subfamily,Tyrosine protein kinase Axl family,4088,1899,109,36,20,11,42,17,1,3,29,59,1,1,1,0,0,0,0,0
CHEMBL2349,CHEMBL3831,P15735,Q7KZI7,PHKG2,MARK2,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform",Serine/threonine-protein kinase MARK2,CAMK protein kinase PHk family,CAMK protein kinase MARK subfamily,174,341,109,36,14,29,30,20,1,5,12,71,1,1,1,0,0,0,0,0
CHEMBL228,CHEMBL1942,P31645,P18089,SLC6A4,ADRA2B,Sodium-dependent serotonin transporter,Alpha-2B adrenergic receptor,SLC06 neurotransmitter transporter family,Adrenergic receptor,5410,662,108,58,13,17,20,31,1,3,4,69,1,1,1,0,0,0,0,0
CHEMBL258,CHEMBL308,P06239,P06493,LCK,CDK1,Tyrosine-protein kinase Lck,Cyclin-dependent kinase 1,Tyrosine protein kinase Src family,CMGC protein kinase CDC2 subfamily,2380,1500,108,50,23,18,17,18,11,1,2,76,1,1,1,0,0,0,0,0
CHEMBL2595,CHEMBL2599,O94806,P43405,PRKD3,SYK,Serine/threonine-protein kinase D3,Tyrosine-protein kinase SYK,CAMK protein kinase PKD family,Tyrosine protein kinase Syk family,516,5292,108,50,10,34,14,19,1,8,0,80,1,1,1,0,0,0,0,0
CHEMBL308,CHEMBL4578,P06493,Q14680,CDK1,MELK,Cyclin-dependent kinase 1,Maternal embryonic leucine zipper kinase,CMGC protein kinase CDC2 subfamily,CAMK protein kinase MELK subfamily,1500,1075,108,51,20,26,11,22,1,6,1,78,1,1,1,0,0,0,0,0
CHEMBL3788,CHEMBL4247,O00444,Q9UM73,PLK4,ALK,Serine/threonine-protein kinase PLK4,ALK tyrosine kinase receptor,Other protein kinase PLK family,TKL protein kinase STKR Type 1 subfamily,770,2512,108,69,18,13,8,44,1,2,1,60,1,1,0,0,0,0,0,0
CHEMBL4482,CHEMBL4898,O96013,Q16620,PAK4,NTRK2,Serine/threonine-protein kinase PAK 4,BDNF/NT-3 growth factors receptor,STE protein kinase PAKB subfamily,Tyrosine protein kinase Trk family,616,821,108,39,12,30,27,20,1,10,9,68,1,1,1,0,0,0,0,0
CHEMBL5330,CHEMBL5084,Q12851,Q9Y6M4,MAP4K2,CSNK1G3,Mitogen-activated protein kinase kinase kinase kinase 2,Casein kinase I isoform gamma-3,STE protein kinase KHS subfamily,CK1 protein kinase CK1-g,609,187,108,31,39,10,28,14,10,1,8,75,1,1,1,0,0,0,0,0
CHEMBL2468,CHEMBL2689,O43293,Q04912,DAPK3,MST1R,Death-associated protein kinase 3,Macrophage-stimulating protein receptor,CAMK protein kinase DAPK family,Tyrosine protein kinase Met family,411,319,107,41,11,17,38,17,3,1,23,63,1,1,1,0,0,0,0,0
CHEMBL2534,CHEMBL5650,O15530,Q8TDC3,PDPK1,BRSK1,3-phosphoinositide-dependent protein kinase 1,Serine/threonine-protein kinase BRSK1,AGC protein kinase PDK1 subfamily,CAMK protein kinase BRSK subfamily,1246,236,107,43,28,10,26,18,4,1,3,81,1,1,1,0,0,0,0,0
CHEMBL2850,CHEMBL4282,P49840,P31749,GSK3A,AKT1,Glycogen synthase kinase-3 alpha,RAC-alpha serine/threonine-protein kinase,CMGC protein kinase GSK family,AGC protein kinase AKT family,1617,3699,107,30,44,10,23,15,19,1,7,65,1,1,1,0,0,0,0,0
CHEMBL4045,CHEMBL5251,Q13131,Q06187,PRKAA1,BTK,5'-AMP-activated protein kinase catalytic subunit alpha-1,Tyrosine-protein kinase BTK,CAMK protein kinase AMPK subfamily,Tyrosine protein kinase Tec family,410,9798,107,48,21,13,25,18,3,1,10,75,1,1,1,0,0,0,0,0
CHEMBL2793,CHEMBL5627,P48729,P29376,CSNK1A1,LTK,Casein kinase I isoform alpha,Leukocyte tyrosine kinase receptor,CK1 protein kinase CK1 family,Tyrosine protein kinase Alk family,450,250,107,35,12,15,45,12,1,2,38,54,1,1,1,0,0,0,0,0
CHEMBL2815,CHEMBL4578,P04629,Q14680,NTRK1,MELK,High affinity nerve growth factor receptor,Maternal embryonic leucine zipper kinase,Tyrosine protein kinase Trk family,CAMK protein kinase MELK subfamily,4940,1075,107,71,16,12,8,31,2,1,0,73,1,1,0,0,0,0,0,0
CHEMBL4576,CHEMBL5818,Q9H2X6,P51817,HIPK2,PRKX,Homeodomain-interacting protein kinase 2,cAMP-dependent protein kinase catalytic subunit PRKX,CMGC protein kinase HIPK subfamily,AGC protein kinase PKA family,373,285,107,81,13,11,2,54,2,1,1,49,1,1,0,0,0,0,0,0
CHEMBL3629,CHEMBL4045,P68400,Q13131,CSNK2A1,PRKAA1,Casein kinase II subunit alpha,5'-AMP-activated protein kinase catalytic subunit alpha-1,Other protein kinase CK2 family,CAMK protein kinase AMPK subfamily,952,410,106,47,12,30,17,20,1,5,0,80,1,1,1,0,0,0,0,0
CHEMBL4708,CHEMBL4247,Q13188,Q9UM73,STK3,ALK,Serine/threonine-protein kinase 3,ALK tyrosine kinase receptor,STE protein kinase MST subfamily,TKL protein kinase STKR Type 1 subfamily,525,2512,106,67,16,12,11,30,1,4,2,69,1,1,1,0,0,0,0,0
CHEMBL2599,CHEMBL4225,P43405,P49760,SYK,CLK2,Tyrosine-protein kinase SYK,Dual specificity protein kinase CLK2,Tyrosine protein kinase Syk family,CMGC protein kinase CLK family,5292,1660,106,52,28,15,11,22,6,1,1,76,1,1,1,0,0,0,0,0
CHEMBL2973,CHEMBL3886,O75116,Q9NYL2,ROCK2,MAP3K20,Rho-associated protein kinase 2,Mitogen-activated protein kinase kinase kinase 20,AGC protein kinase ROCK subfamily,TKL protein kinase MLK subfamily,5407,310,106,28,45,10,23,5,18,1,4,78,1,1,1,0,0,0,0,0
CHEMBL2742,CHEMBL5518,P22607,Q8N4C8,FGFR3,MINK1,Fibroblast growth factor receptor 3,Misshapen-like kinase 1,Tyrosine protein kinase FGFR family,STE protein kinase MSN subfamily,2362,418,106,66,23,10,7,35,6,1,0,64,1,1,0,0,0,0,0,0
CHEMBL3982,CHEMBL4204,P16591,Q9HBH9,FER,MKNK2,Tyrosine-protein kinase Fer,MAP kinase-interacting serine/threonine-protein kinase 2,Tyrosine protein kinase Fer family,CAMK protein kinase MNK subfamily,234,1711,106,58,27,10,11,21,9,1,1,74,1,1,1,0,0,0,0,0
CHEMBL3836,CHEMBL5314,P53667,Q06418,LIMK1,TYRO3,LIM domain kinase 1,Tyrosine-protein kinase receptor TYRO3,TKL protein kinase LIMK subfamily,Tyrosine protein kinase Axl family,723,1899,106,38,16,16,36,17,1,2,23,63,1,1,1,0,0,0,0,0
CHEMBL258,CHEMBL5568,P06239,P08922,LCK,ROS1,Tyrosine-protein kinase Lck,Proto-oncogene tyrosine-protein kinase ROS,Tyrosine protein kinase Src family,Tyrosine protein kinase Sev family,2380,383,105,67,13,18,7,33,2,1,0,69,1,1,0,0,0,0,0,0
CHEMBL3231,CHEMBL3886,Q13464,Q9NYL2,ROCK1,MAP3K20,Rho-associated protein kinase 1,Mitogen-activated protein kinase kinase kinase 20,AGC protein kinase ROCK subfamily,TKL protein kinase MLK subfamily,2776,310,105,27,39,10,29,6,7,1,9,82,1,1,1,0,0,0,0,0
CHEMBL4237,CHEMBL5330,O75582,Q12851,RPS6KA5,MAP4K2,Ribosomal protein S6 kinase alpha-5,Mitogen-activated protein kinase kinase kinase kinase 2,AGC protein kinase MSK subfamily,STE protein kinase KHS subfamily,267,609,105,53,25,16,11,23,7,1,0,74,1,1,1,0,0,0,0,0
CHEMBL2973,CHEMBL2068,O75116,P29317,ROCK2,EPHA2,Rho-associated protein kinase 2,Ephrin type-A receptor 2,AGC protein kinase ROCK subfamily,Tyrosine protein kinase Eph family,5407,802,105,67,17,13,8,40,1,4,0,60,1,1,0,0,0,0,0,0
CHEMBL3587,CHEMBL4898,Q02750,Q16620,MAP2K1,NTRK2,Dual specificity mitogen-activated protein kinase kinase 1,BDNF/NT-3 growth factors receptor,STE protein kinase STE7 family,Tyrosine protein kinase Trk family,1100,821,105,48,22,14,21,21,1,1,12,70,1,1,1,0,0,0,0,0
CHEMBL2815,CHEMBL4599,P04629,Q07912,NTRK1,TNK2,High affinity nerve growth factor receptor,Activated CDC42 kinase 1,Tyrosine protein kinase Trk family,Tyrosine protein kinase Ack family,4940,799,105,53,20,12,20,27,1,1,14,62,1,1,1,0,0,0,0,0
CHEMBL2742,CHEMBL4852,P22607,Q9Y4K4,FGFR3,MAP4K5,Fibroblast growth factor receptor 3,Mitogen-activated protein kinase kinase kinase kinase 5,Tyrosine protein kinase FGFR family,STE protein kinase KHS subfamily,2362,467,105,74,12,16,3,44,1,1,0,59,1,1,0,0,0,0,0,0
CHEMBL4202,CHEMBL4247,Q9H2G2,Q9UM73,SLK,ALK,STE20-like serine/threonine-protein kinase,ALK tyrosine kinase receptor,STE protein kinase SLK subfamily,TKL protein kinase STKR Type 1 subfamily,468,2512,105,69,18,12,6,40,1,5,0,59,1,1,0,0,0,0,0,0
CHEMBL1993,CHEMBL6032,P26358,Q96KQ7,DNMT1,EHMT2,DNA (cytosine-5)-methyltransferase 1,Histone-lysine N-methyltransferase EHMT2,DNA methyltransferase,Protein methyltransferase,441,681,104,60,15,17,12,26,3,1,2,72,1,1,1,0,0,0,0,0
CHEMBL2426,CHEMBL2850,Q9HCP0,P49840,CSNK1G1,GSK3A,Casein kinase I isoform gamma-1,Glycogen synthase kinase-3 alpha,CK1 protein kinase CK1 family,CMGC protein kinase GSK family,223,1617,104,34,17,38,15,19,1,11,5,68,1,1,1,0,0,0,0,0
CHEMBL3650,CHEMBL3529,P11362,Q14164,FGFR1,IKBKE,Fibroblast growth factor receptor 1,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,Tyrosine protein kinase FGFR family,Other protein kinase group,4163,496,104,44,13,13,34,17,2,1,24,60,1,1,1,0,0,0,0,0
CHEMBL2148,CHEMBL3587,P52333,Q02750,JAK3,MAP2K1,Tyrosine-protein kinase JAK3,Dual specificity mitogen-activated protein kinase kinase 1,Tyrosine protein kinase JakA family,STE protein kinase STE7 family,7463,1100,104,46,17,15,26,21,2,1,12,68,1,1,1,0,0,0,0,0
CHEMBL2595,CHEMBL2689,O94806,Q04912,PRKD3,MST1R,Serine/threonine-protein kinase D3,Macrophage-stimulating protein receptor,CAMK protein kinase PKD family,Tyrosine protein kinase Met family,516,319,104,41,13,17,33,18,1,2,19,64,1,1,1,0,0,0,0,0
CHEMBL2599,CHEMBL1955,P43405,P35916,SYK,FLT4,Tyrosine-protein kinase SYK,Vascular endothelial growth factor receptor 3,Tyrosine protein kinase Syk family,Tyrosine protein kinase VEGFR family,5292,813,104,59,18,19,8,30,1,4,0,69,1,1,0,0,0,0,0,0
CHEMBL2959,CHEMBL5330,Q08881,Q12851,ITK,MAP4K2,Tyrosine-protein kinase ITK/TSK,Mitogen-activated protein kinase kinase kinase kinase 2,Tyrosine protein kinase Tec family,STE protein kinase KHS subfamily,1431,609,104,63,26,11,4,33,4,1,0,66,1,1,0,0,0,0,0,0
CHEMBL4045,CHEMBL3529,Q13131,Q14164,PRKAA1,IKBKE,5'-AMP-activated protein kinase catalytic subunit alpha-1,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,CAMK protein kinase AMPK subfamily,Other protein kinase group,410,496,104,50,15,11,28,19,1,2,17,65,1,1,1,0,0,0,0,0
CHEMBL3717,CHEMBL4101,P08581,P17612,MET,PRKACA,Hepatocyte growth factor receptor,cAMP-dependent protein kinase catalytic subunit alpha,Tyrosine protein kinase Met family,AGC protein kinase PKA family,4658,563,104,45,20,15,24,16,6,1,14,67,1,1,1,0,0,0,0,0
CHEMBL301,CHEMBL1844,P24941,P07333,CDK2,CSF1R,Cyclin-dependent kinase 2,Macrophage colony-stimulating factor 1 receptor,CMGC protein kinase CDC2 subfamily,Tyrosine protein kinase PDGFR family,2646,2639,104,45,19,34,6,20,1,17,0,66,1,1,0,0,0,0,0,0
CHEMBL2793,CHEMBL5084,P48729,Q9Y6M4,CSNK1A1,CSNK1G3,Casein kinase I isoform alpha,Casein kinase I isoform gamma-3,CK1 protein kinase CK1 family,CK1 protein kinase CK1-g,450,187,104,32,25,16,31,13,3,1,8,79,1,1,1,0,0,0,0,0
CHEMBL1844,CHEMBL4578,P07333,Q14680,CSF1R,MELK,Macrophage colony-stimulating factor 1 receptor,Maternal embryonic leucine zipper kinase,Tyrosine protein kinase PDGFR family,CAMK protein kinase MELK subfamily,2639,1075,104,72,18,10,4,35,1,1,0,67,1,1,0,0,0,0,0,0
CHEMBL5518,CHEMBL5818,Q8N4C8,P51817,MINK1,PRKX,Misshapen-like kinase 1,cAMP-dependent protein kinase catalytic subunit PRKX,STE protein kinase MSN subfamily,AGC protein kinase PKA family,418,285,104,68,10,22,4,47,1,8,1,47,1,1,0,0,0,0,0,0
CHEMBL4045,CHEMBL4599,Q13131,Q07912,PRKAA1,TNK2,5'-AMP-activated protein kinase catalytic subunit alpha-1,Activated CDC42 kinase 1,CAMK protein kinase AMPK subfamily,Tyrosine protein kinase Ack family,410,799,103,44,17,13,29,25,3,1,18,56,1,1,1,0,0,0,0,0
CHEMBL1955,CHEMBL4897,P35916,Q9H4B4,FLT4,PLK3,Vascular endothelial growth factor receptor 3,Serine/threonine-protein kinase PLK3,Tyrosine protein kinase VEGFR family,Other protein kinase PLK family,813,417,103,37,40,10,16,16,12,1,2,72,1,1,1,0,0,0,0,0
CHEMBL3886,CHEMBL3836,Q9NYL2,P53667,MAP3K20,LIMK1,Mitogen-activated protein kinase kinase kinase 20,LIM domain kinase 1,TKL protein kinase MLK subfamily,TKL protein kinase LIMK subfamily,310,723,103,29,17,24,33,10,1,4,9,79,1,1,1,0,0,0,0,0
CHEMBL3982,CHEMBL5568,P16591,P08922,FER,ROS1,Tyrosine-protein kinase Fer,Proto-oncogene tyrosine-protein kinase ROS,Tyrosine protein kinase Fer family,Tyrosine protein kinase Sev family,234,383,103,80,10,10,3,48,2,1,0,52,1,1,0,0,0,0,0,0
CHEMBL5568,CHEMBL1075167,P08922,Q8NE63,ROS1,HIPK4,Proto-oncogene tyrosine-protein kinase ROS,Homeodomain-interacting protein kinase 4,Tyrosine protein kinase Sev family,CMGC protein kinase HIPK subfamily,383,338,103,56,28,11,8,22,11,1,0,69,1,1,0,0,0,0,0,0
CHEMBL5819,CHEMBL5794,P51957,Q9HBY8,NEK4,SGK2,Serine/threonine-protein kinase Nek4,Serine/threonine-protein kinase Sgk2,Other protein kinase NEK family,AGC protein kinase SGK family,191,265,103,29,20,17,37,10,4,1,7,81,1,1,1,0,0,0,0,0
CHEMBL2527,CHEMBL4525,O96017,Q9UEE5,CHEK2,STK17A,Serine/threonine-protein kinase Chk2,Serine/threonine-protein kinase 17A,CAMK protein kinase RAD53 family,CAMK protein kinase DAPK family,805,425,102,65,17,12,8,37,1,1,1,62,1,1,0,0,0,0,0,0
CHEMBL2534,CHEMBL4204,O15530,Q9HBH9,PDPK1,MKNK2,3-phosphoinositide-dependent protein kinase 1,MAP kinase-interacting serine/threonine-protein kinase 2,AGC protein kinase PDK1 subfamily,CAMK protein kinase MNK subfamily,1246,1711,102,49,10,23,20,25,2,1,4,70,1,1,1,0,0,0,0,0
CHEMBL2595,CHEMBL3920,O94806,Q04759,PRKD3,PRKCQ,Serine/threonine-protein kinase D3,Protein kinase C theta type,CAMK protein kinase PKD family,AGC protein kinase PKC delta subfamily,516,1061,102,46,12,13,31,18,1,2,20,61,1,1,1,0,0,0,0,0
CHEMBL2959,CHEMBL4501,Q08881,P23443,ITK,RPS6KB1,Tyrosine-protein kinase ITK/TSK,Ribosomal protein S6 kinase beta-1,Tyrosine protein kinase Tec family,AGC protein kinase p70 subfamily,1431,1918,102,68,19,10,5,38,6,1,1,56,1,1,0,0,0,0,0,0
CHEMBL2689,CHEMBL4599,Q04912,Q07912,MST1R,TNK2,Macrophage-stimulating protein receptor,Activated CDC42 kinase 1,Tyrosine protein kinase Met family,Tyrosine protein kinase Ack family,319,799,102,47,16,11,28,22,1,3,18,58,1,1,1,0,0,0,0,0
CHEMBL2689,CHEMBL5261,Q04912,Q7L7X3,MST1R,TAOK1,Macrophage-stimulating protein receptor,Serine/threonine-protein kinase TAO1,Tyrosine protein kinase Met family,STE protein kinase TAO subfamily,319,481,102,40,29,11,22,17,7,1,12,65,1,1,1,0,0,0,0,0
CHEMBL3920,CHEMBL3055,Q04759,P50613,PRKCQ,CDK7,Protein kinase C theta type,Cyclin-dependent kinase 7,AGC protein kinase PKC delta subfamily,CMGC protein kinase CDK7 subfamily,1061,630,102,36,14,18,34,19,1,3,23,56,1,1,1,0,0,0,0,0
CHEMBL2345,CHEMBL5408,P51812,Q9UHD2,RPS6KA3,TBK1,Ribosomal protein S6 kinase alpha-3,Serine/threonine-protein kinase TBK1,AGC protein kinase RSK subfamily,Other protein kinase IKK family,868,2315,102,42,10,20,30,20,1,7,15,59,1,1,1,0,0,0,0,0
CHEMBL3055,CHEMBL4898,P50613,Q16620,CDK7,NTRK2,Cyclin-dependent kinase 7,BDNF/NT-3 growth factors receptor,CMGC protein kinase CDK7 subfamily,Tyrosine protein kinase Trk family,630,821,102,47,13,22,20,24,1,3,11,63,1,1,1,0,0,0,0,0
CHEMBL262,CHEMBL2689,P49841,Q04912,GSK3B,MST1R,Glycogen synthase kinase-3 beta,Macrophage-stimulating protein receptor,CMGC protein kinase GSK family,Tyrosine protein kinase Met family,5464,319,101,33,18,15,35,12,2,1,26,60,1,1,1,0,0,0,0,0
CHEMBL4708,CHEMBL4237,Q13188,O75582,STK3,RPS6KA5,Serine/threonine-protein kinase 3,Ribosomal protein S6 kinase alpha-5,STE protein kinase MST subfamily,AGC protein kinase MSK subfamily,525,267,101,49,11,28,13,20,1,5,0,75,1,1,1,0,0,0,0,0
CHEMBL2828,CHEMBL2148,P48730,P52333,CSNK1D,JAK3,Casein kinase I isoform delta,Tyrosine-protein kinase JAK3,CK1 protein kinase CK1 family,Tyrosine protein kinase JakA family,1468,7463,101,34,11,37,19,13,1,7,9,71,1,1,1,0,0,0,0,0
CHEMBL2534,CHEMBL3032,O15530,Q16513,PDPK1,PKN2,3-phosphoinositide-dependent protein kinase 1,Serine/threonine-protein kinase N2,AGC protein kinase PDK1 subfamily,AGC protein kinase PKN family,1246,375,101,47,19,18,17,25,2,1,1,72,1,1,1,0,0,0,0,0
CHEMBL2147,CHEMBL3920,P11309,Q04759,PIM1,PRKCQ,Serine/threonine-protein kinase pim-1,Protein kinase C theta type,CAMK protein kinase PIM family,AGC protein kinase PKC delta subfamily,4999,1061,101,37,12,19,33,17,1,5,21,57,1,1,1,0,0,0,0,0
CHEMBL2959,CHEMBL5518,Q08881,Q8N4C8,ITK,MINK1,Tyrosine-protein kinase ITK/TSK,Misshapen-like kinase 1,Tyrosine protein kinase Tec family,STE protein kinase MSN subfamily,1431,418,101,58,25,10,8,29,5,1,1,65,1,1,0,0,0,0,0,0
CHEMBL2801,CHEMBL4482,Q13557,O96013,CAMK2D,PAK4,Calcium/calmodulin-dependent protein kinase type II subunit delta,Serine/threonine-protein kinase PAK 4,CAMK protein kinase CAMK2 family,STE protein kinase PAKB subfamily,426,616,101,51,19,10,21,21,3,1,2,74,1,1,1,0,0,0,0,0
CHEMBL4101,CHEMBL4578,P17612,Q14680,PRKACA,MELK,cAMP-dependent protein kinase catalytic subunit alpha,Maternal embryonic leucine zipper kinase,AGC protein kinase PKA family,CAMK protein kinase MELK subfamily,563,1075,101,63,10,19,9,37,1,6,0,57,1,1,0,0,0,0,0,0
CHEMBL5314,CHEMBL5719,Q06418,P49336,TYRO3,CDK8,Tyrosine-protein kinase receptor TYRO3,Cyclin-dependent kinase 8,Tyrosine protein kinase Axl family,CMGC protein kinase CDK8 subfamily,1899,678,101,29,13,16,43,15,2,1,27,56,1,1,1,0,0,0,0,0
