name,canonical_smiles,max_phase,s_u_percentile,s_n_percentile,pareto_front,nn_tanimoto_urat1_active,nn_tanimoto_nlrp3_active,novel_vs_urat1_tc_lt_0.4,novel_vs_nlrp3_tc_lt_0.4
LINRODOSTAT,C[C@@H](C(=O)Nc1ccc(Cl)cc1)C1CCC(c2ccnc3ccc(F)cc23)CC1,3.0,51.13714679531358,80.49620951068228,False,0.348,0.211,True,True
ATABECESTAT,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,2.0,51.06822880771882,71.5368711233632,False,0.279,0.217,True,True
SRA-737,N#Cc1cnc(Nc2cc(NC[C@H]3CNCCO3)c(C(F)(F)F)cn2)cn1,1.0,50.99931082012405,62.37077877325983,False,0.23,0.209,True,True
CERALASERTIB,C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1,3.0,50.93039283252929,91.38525155065471,False,0.162,0.172,True,True
BFH-772,O=C(Nc1cccc(C(F)(F)F)c1)c1cccc2cc(Oc3cc(CO)ncn3)ccc12,2.0,50.86147484493453,93.17711922811854,False,0.292,0.242,True,True
DS-1971,Cn1nccc1[C@H]1CCCC[C@@H]1Oc1cc(F)c(S(=O)(=O)Nc2ccncn2)cc1Cl,2.0,50.79255685733977,50.137835975189525,False,0.329,0.209,True,True
RG-1530,COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(n[nH]c1C)N2,1.0,50.723638869745,50.137835975189525,False,0.226,0.205,True,True
AST-487,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,1.0,50.65472088215024,91.38525155065471,False,0.231,0.232,True,True
RIMONABANT,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,4.0,50.58580289455548,50.137835975189525,False,0.247,0.238,True,True
VACTOSERTIB,Cc1cccc(-c2[nH]c(CNc3ccccc3F)nc2-c2ccc3ncnn3c2)n1,2.0,50.51688490696071,65.26533425223984,False,0.171,0.16,True,True
MK-0941 FREE BASE,CCS(=O)(=O)c1ccc(Oc2cc(O[C@@H](C)CO)cc(C(=O)Nc3ccn(C)n3)c2)cn1,2.0,50.44796691936595,81.736733287388,False,0.298,0.262,True,True
DALPICICLIB,CC(=O)c1c(C)c2cnc(Nc3ccc(C4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,3.0,50.37904893177119,50.137835975189525,False,0.214,0.213,True,True
ICLEPERTIN,C[C@@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1C[C@@H]2C[C@]2(c2cc(C(F)(F)F)on2)C1)C(F)(F)F,3.0,50.31013094417642,50.137835975189525,False,0.196,0.2,True,True
PKI-166,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1ccccc1,1.0,50.24121295658166,80.22053756030324,False,0.217,0.182,True,True
FLOXACILLIN,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,3.0,50.17229496898691,67.67746381805651,False,0.241,0.192,True,True
CAVOSONSTAT,O=C(O)c1ccc(-c2ccc3cc(O)ccc3n2)c(Cl)c1,2.0,50.10337698139215,91.38525155065471,False,0.293,0.217,True,True
FULZERASIB,C=CC(=O)N1CCN2c3c(c(=O)n(-c4c(C)ccnc4C(C)C)c4nc(-c5c(O)cccc5F)c(Cl)cc34)N(C)C(=O)[C@H]2C1,2.0,50.03445899379738,24.01791867677464,False,0.204,0.229,True,True
BRANEBRUTINIB,CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1,2.0,49.96554100620262,91.38525155065471,False,0.18,0.211,True,True
AMOXYDRAMINE CAMSILATE,CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2.C[N+](C)([O-])CCOC(c1ccccc1)c1ccccc1,2.0,49.896623018607855,77.46381805651275,False,0.172,0.198,True,True
TELOTRISTAT,Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1,4.0,49.82770503101309,8.339076498966225,False,0.226,0.183,True,True
SOLIMASTAT,CO[C@H](C(=O)NO)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)Nc1ccccn1)C(C)(C)C,2.0,49.75878704341833,65.95451412818745,False,0.218,0.227,True,True
SULFASALAZINE,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,4.0,49.68986905582357,50.137835975189525,False,0.382,0.253,True,True
LINIFANIB,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,3.0,49.620951068228806,91.86767746381804,False,0.257,0.25,True,True
DARIZMETINIB,CCCS(=O)(=O)Nc1c(F)ccc(C(=O)c2n[nH]c3ncc(-c4ccncc4)cc23)c1F,2.0,49.55203308063405,86.69882839421089,False,0.284,0.224,True,True
BRINDOXIME,CC(O/N=C1\c2ncncc2-c2cc(Br)cc(Br)c21)C(=O)NCCN(C)C,2.0,49.48311509303929,46.519641626464505,False,0.188,0.213,True,True
VAREGACESTAT,Cc1cccc2c1NC(=O)[C@@H](NC(=O)[C@H](CCC(F)(F)F)[C@H](CCC(F)(F)F)C(N)=O)N=C2c1cccc(F)c1,2.0,49.41419710544452,91.38525155065471,False,0.253,0.265,True,True
ABT-102,CC(C)(C)c1ccc2c(c1)CC[C@H]2NC(=O)Nc1cccc2[nH]ncc12,1.0,49.34527911784976,54.99655410062025,False,0.244,0.232,True,True
CROLIBULIN,COc1cc([C@H]2C(C#N)=C(N)Oc3c2ccc(N)c3N)cc(Br)c1OC,2.0,49.276361130255,37.49138525155066,False,0.202,0.167,True,True
TEGOPRAZAN,Cc1nc2cc(C(=O)N(C)C)cc(O[C@H]3CCOc4cc(F)cc(F)c43)c2[nH]1,3.0,49.20744314266023,50.137835975189525,False,0.186,0.293,True,True
POSENACAFTOR,Cc1c(-c2cc(C(=O)O)c3c(O[C@H](C)C4CCOCC4)ccc(C)c3n2)oc2ccccc12,2.0,49.13852515506547,90.97174362508616,False,0.226,0.198,True,True
TIGOLANER,Cn1nc(C(F)(F)C(F)(F)F)c(C(F)(F)F)c1-n1cc(-c2ccc(Cl)c(C(=O)NC3(C#N)CC3)c2)cn1,2.0,49.06960716747071,61.1302549965541,False,0.24,0.184,True,True
ORLISTAT,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,4.0,49.00068917987595,91.38525155065471,False,0.14,0.167,True,True
PINADOLINE,O=C(CCCCCl)NNC(=O)N1Cc2ccccc2Oc2ccc(Cl)cc21,2.0,48.93177119228118,61.6815988973122,False,0.221,0.188,True,True
CLOMOCYCLINE,CN(C)[C@@H]1C(O)=C(C(=O)NCO)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,2.0,48.86285320468642,57.13301171605789,False,0.165,0.167,True,True
GSK-356278,CCn1ncc2c(NC3CCOCC3)c(-c3nnc(Cc4sc(C)nc4C)o3)cnc21,1.0,48.79393521709167,91.38525155065471,False,0.155,0.242,True,True
PRANIDIPINE,COC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,2.0,48.725017229496906,60.44107512060648,False,0.231,0.214,True,True
FANDOSENTAN,CCc1cc(C2=C(C(=O)O)N(c3ccccc3C(F)(F)F)S(=O)(=O)c3ccccc32)cc2c1OCO2,2.0,48.65609924190214,50.137835975189525,False,0.3,0.179,True,True
MK-8876,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CO4)cc12,1.0,48.587181254307374,75.63749138525155,False,0.198,0.186,True,True
CADAZOLID,O=C(O)c1cn(C2CC2)c2cc(N3CCC(O)(COc4ccc(N5C[C@H](CO)OC5=O)cc4F)CC3)c(F)cc2c1=O,3.0,48.518263266712616,50.137835975189525,False,0.194,0.184,True,True
BIIB-028,COc1c(C)cnc(Cn2cc(C#CCCOP(=O)(O)O)c3c(Cl)nc(N)nc32)c1C,1.0,48.44934527911785,75.80978635423845,False,0.172,0.134,True,True
VULOLISIB,C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)SC[C@H]3C(F)F)nc1-2)C(N)=O,2.0,48.38042729152309,91.38525155065471,False,0.239,0.212,True,True
ONO-2333MS,CCC(CC)Nc1c2c(nc3c(-c4ccc(OC)cc4Cl)c(C)nn13)CCC2,2.0,48.311509303928325,91.38525155065471,False,0.207,0.228,True,True
MILCICLIB,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,2.0,48.24259131633356,50.137835975189525,False,0.176,0.187,True,True
MB-07803,CCOC(=O)C(C)(C)NP(=O)(NC(C)(C)C(=O)OCC)c1ccc(-c2nc(N)sc2C(=O)C(C)(C)C)o1,2.0,48.1736733287388,24.01791867677464,False,0.258,0.205,True,True
BI-671800,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O,2.0,48.10475534114404,68.4355616815989,False,0.25,0.259,True,True
DANUGLIPRON TROMETHAMINE,N#Cc1ccc(COc2cccc(C3CCN(Cc4nc5ccc(C(=O)O)cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1.NC(CO)(CO)CO,1.0,48.03583735354927,50.137835975189525,False,0.232,0.22,True,True
NERANDOMILAST,[O-][S+]1CCc2nc(N3CCC(c4ncc(Cl)cn4)CC3)nc(NC3(CO)CCC3)c21,2.0,47.96691936595452,66.64369400413509,False,0.198,0.181,True,True
BMS-852927,CC(C)(O)c1cn(-c2ccc(-c3cc(F)c(CO)c(S(C)(=O)=O)c3)cc2F)c(C(C)(C)c2c(Cl)cccc2Cl)n1,1.0,47.89800137835976,24.01791867677464,False,0.244,0.186,True,True
BMS-690514,COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1,2.0,47.82908339076499,54.30737422467264,False,0.245,0.245,True,True
CENERIMOD,CCc1cc(-c2noc(-c3cc(OC)nc(C4CCCC4)c3)n2)cc(C)c1OC[C@@H](O)CO,3.0,47.76016540317023,84.01102687801516,False,0.189,0.191,True,True
THENIUM CLOSYLATE,C[N+](C)(CCOc1ccccc1)Cc1cccs1.O=S(=O)([O-])c1ccc(Cl)cc1,2.0,47.69124741557547,50.137835975189525,False,0.21,0.168,True,True
IZUMEROGANT,CC(C)(O)CCn1ncc(-c2onc(-c3c(F)cccc3Cl)c2-c2ncccn2)c1C(F)(F)F,2.0,47.6223294279807,85.5961405926947,False,0.219,0.219,True,True
SALAZOSULFATHIAZOLE,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3nccs3)cc2)ccc1O,2.0,47.55341144038594,29.427980702963477,False,0.391,0.243,True,True
LOTAMILAST,CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1,2.0,47.48449345279118,75.63749138525155,False,0.298,0.223,True,True
PARENT OF BMS-986202,CNC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(F)cn2)c1OC,1.0,47.41557546519641,91.38525155065471,False,0.264,0.23,True,True
TAK-901,CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,1.0,47.34665747760165,91.38525155065471,False,0.235,0.258,True,True
DENOTIVIR,Cc1nsc(NC(=O)c2ccccc2)c1C(=O)Nc1ccc(Cl)cc1,2.0,47.27773949000689,50.137835975189525,False,0.309,0.23,True,True
ENVONALKIB,COc1cc(N2CCNC[C@@H]2C)ncc1-c1cnc(N)c(O[C@H](C)c2c(Cl)ccc(F)c2Cl)c1,2.0,47.208821502412135,50.137835975189525,False,0.2,0.191,True,True
CENISERTIB,Cc1cc(Nc2ncc(F)c(NC3C4C=CC(C4)C3C(N)=O)n2)ccc1N1CCN(C)CC1,2.0,47.13990351481737,50.137835975189525,False,0.225,0.226,True,True
JNJ-64264681,C=CC(=O)N[C@H]1CCC[C@H]1NC(=O)c1sc2nccc3c2c1NC(=O)N3c1cnc(CC(C)C)cc1C,1.0,47.07098552722261,50.137835975189525,False,0.181,0.204,True,True
AZD-7648,Cc1cc2ncnn2cc1Nc1ncc2c(n1)n(C1CCOCC1)c(=O)n2C,1.0,47.002067539627845,75.5341144038594,False,0.162,0.188,True,True
LINTITRIPT,O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21,2.0,46.93314955203308,82.90833907649898,False,0.291,0.247,True,True
BITHIONOLOXIDE,[O-][S+](c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O,2.0,46.86423156443832,97.24328049620952,False,0.213,0.234,True,True
BUQUINERAN,CCCCNC(=O)NC1CCN(c2ncnc3cc(OC)c(OC)cc23)CC1,2.0,46.795313576843554,80.90971743625086,False,0.264,0.213,True,True
NINGETINIB,Cc1c(C(=O)Nc2ccc(Oc3ccnc4cc(OCC(C)(C)O)ccc34)c(F)c2)c(=O)n(-c2ccccc2)n1C,2.0,46.7263955892488,86.21640248104755,False,0.253,0.221,True,True
SGR-1505,C[C@@]1(C(F)(F)F)CN(C(=O)Nc2cnc(-n3nccn3)c(Cl)c2)c2cnc3cc(F)nn3c21,1.0,46.65747760165403,50.137835975189525,False,0.206,0.202,True,True
CLAZURIL,N#CC(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,2.0,46.588559614059264,73.53549276361132,False,0.188,0.165,True,True
AZD-1656,COC[C@H](C)Oc1cc(Oc2cnc(C(=O)N3CCC3)cn2)cc(C(=O)Nc2cnc(C)cn2)c1,2.0,46.519641626464505,91.38525155065471,False,0.207,0.2,True,True
FLOMOXEF,CO[C@@]1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@@H]21,3.0,46.45072363886974,78.77325982081324,False,0.16,0.161,True,True
SULUKAST,CCCCCCCCC/C=C\C=C\[C@@H](SCCC(=O)O)[C@@H](O)c1cccc(-c2nnn[nH]2)c1,2.0,46.38180565127499,89.17987594762234,False,0.295,0.192,True,True
IZENCITINIB,Cc1cc(Nc2cc3ncccc3c(N[C@@H]3C[C@H]4CC[C@@H](C3)N4CCC#N)n2)n[nH]1,2.0,46.31288766368022,81.59889731219849,False,0.204,0.263,True,True
ENCALERET,Cc1cc(-c2ccccc2[C@@H](C)OC[C@H](O)CNC(C)(C)Cc2ccc(Cl)c(F)c2)ccc1C(=O)O,3.0,46.24396967608546,24.328049620951063,False,0.242,0.208,True,True
IBROLIPIM,CCOP(=O)(Cc1ccc(C(=O)Nc2ccc(Br)cc2C#N)cc1)OCC,2.0,46.1750516884907,79.1867677463818,False,0.3,0.231,True,True
APAFANT,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2,2.0,46.10613370089594,75.63749138525155,False,0.25,0.204,True,True
ASK-120067,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccc4ccccc4c3)n2)c(OC)cc1N(C)CCN(C)C,3.0,46.03721571330117,91.38525155065471,False,0.238,0.206,True,True
RETASPIMYCIN,C=CCNc1c(O)cc2c(O)c1C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)N2,3.0,45.96829772570641,34.045485871812545,False,0.142,0.145,True,True
PF-05241328,Cc1nn(-c2cnc(OCC(C)C)c(Cl)c2)c2ccc(C(=O)NS(C)(=O)=O)cc12,1.0,45.89937973811165,72.36388697450035,False,0.288,0.22,True,True
PM-00104,COc1c(C)cc2c(c1O)[C@@H]1[C@@H]3Cc4c(OC(C)=O)c(C)c5c(c4[C@H](CNC(=O)/C=C/c4cccc(C(F)(F)F)c4)N3[C@@H](O)[C@H](C2)N1C)OCO5,2.0,45.83046175051688,50.137835975189525,False,0.189,0.202,True,True
MIFANERTINIB,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC(F)F,2.0,45.76154376292212,75.63749138525155,False,0.264,0.222,True,True
EBVACICLIB,C[C@@]1(O)CCC[C@H]1n1c(=O)c(C(F)F)cc2cnc(NC3CCN(S(C)(=O)=O)CC3)nc21,2.0,45.69262577532736,50.137835975189525,False,0.186,0.216,True,True
AL-01211,O=C(N[C@H](CN1CCCC1)[C@H](O)c1ccc(OC2CC2)c(Cl)c1)/C(=N/O)c1ccc2cc(Cl)ccc2c1,2.0,45.623707787732606,75.63749138525155,False,0.176,0.208,True,True
SISAPRONIL,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1C1(C(F)(F)F)CC1(F)F,2.0,45.55478980013784,61.47484493452791,False,0.212,0.185,True,True
DEULORLATINIB,[2H]C([2H])([2H])n1nc2c(c1C#N)-c1cnc(N)c(c1)O[C@H](C)c1cc(F)ccc1C(=O)N(C)C2,2.0,45.485871812543074,91.38525155065471,False,0.224,0.2,True,True
VENGLUSTAT MALATE,CC(C)(NC(=O)O[C@@H]1CN2CCC1CC2)c1csc(-c2ccc(F)cc2)n1.O=C(O)CC(O)C(=O)O,2.0,45.41695382494832,84.21778084079945,False,0.222,0.196,True,True
ASALHYDROMORPHONE,CC(=O)Oc1ccccc1C(=O)OC1=CC[C@H]2[C@H]3Cc4ccc(OC(=O)c5ccccc5OC(C)=O)c5c4[C@@]2(CCN3C)[C@H]1O5,2.0,45.34803583735355,24.01791867677464,False,0.186,0.165,True,True
SIPAGLADENANT,Cc1ccc(C(=O)Nc2nc(-c3ccco3)c(C(=O)C3CCOCC3)s2)cn1,2.0,45.27911784975879,91.38525155065471,False,0.2,0.21,True,True
DSP-2230,C[C@@H](NCc1nc2ccc(Oc3cc(F)c(F)c(F)c3)nc2n1C1CCC1)C(N)=O,1.0,45.210199862164025,95.86492074431426,False,0.206,0.208,True,True
LY377604,CC(C)(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2[nH]c3ccccc3c12,2.0,45.14128187456926,91.66092350103376,False,0.2,0.215,True,True
SAGOPILONE,C=CC[C@H]1C(=O)C(C)(C)[C@@H](O)CC(=O)O[C@H](c2ccc3sc(C)nc3c2)C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@@H]1O,2.0,45.0723638869745,91.38525155065471,False,0.182,0.164,True,True
PRX-08066,N#Cc1cc(CN2CCC(Nc3ncnc4sc(Cl)cc34)CC2)ccc1F,2.0,45.00344589937973,50.137835975189525,False,0.274,0.217,True,True
TRICIRIBINE PHOSPHATE,CN1N=C(N)c2cn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c3ncnc1c23,2.0,44.93452791178497,98.55272226051,False,0.149,0.13,True,True
JNJ-41443532,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@@](O)(c3cncs3)CC2)C1,2.0,44.86560992419021,79.9448656099242,False,0.235,0.248,True,True
ODENTEGRAVIR,O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1CCCC[C@H]2C1,2.0,44.79669193659546,91.38525155065471,False,0.194,0.207,True,True
JAB-3068,CC(=O)N1CC(F)(F)c2c(Sc3ncc(N4CCC5(CC4)COC[C@H]5N)nc3N)cccc21,1.0,44.72777394900069,50.137835975189525,False,0.232,0.17,True,True
PRESATOVIR,Cc1cn2nc([C@@H]3CCCCN3C(=O)c3cc(Cl)ccc3NS(C)(=O)=O)cc2nc1N1CC[C@H](N)C1,2.0,44.65885596140593,91.38525155065471,False,0.264,0.221,True,True
ANAZOLENE SODIUM,O=S(=O)([O-])c1cc(O)c2c(/N=N/c3ccc(Nc4ccccc4)c4c(S(=O)(=O)[O-])cccc34)cc(S(=O)(=O)[O-])cc2c1,2.0,44.58993797381117,75.63749138525155,False,0.219,0.189,True,True
MEDORUBICIN,C[C@@H]1O[C@@H](O[C@H]2C[C@](O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)C[C@H](N)[C@@H]1O,2.0,44.5210199862164,95.2446588559614,False,0.185,0.188,True,True
KOSN-1724,C/C1=C/C[C@@H](/C(C)=C/c2cc(C)on2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)/C=C\C1,1.0,44.45210199862164,91.38525155065471,False,0.152,0.138,True,True
ALOGABAT,Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NC3CCOCC3)nn2)cn1,2.0,44.38318401102688,50.137835975189525,False,0.179,0.221,True,True
IOTRIZOIC ACID,COCCOCCOCCOCCOCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,2.0,44.31426602343211,66.4369400413508,False,0.205,0.226,True,True
"THIOUREA, N-(5-BROMO-2-PYRIDINYL)-N'-(2-(2-CHLORO-3-ETHOXY-6-FLUOROPHENYL)ETHYL)-",CCOc1ccc(F)c(CCNC(=S)Nc2ccc(Br)cn2)c1Cl,2.0,44.24534803583735,39.55892487939352,False,0.289,0.226,True,True
LANABECESTAT,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,3.0,44.17643004824259,24.01791867677464,False,0.202,0.151,True,True
TETRAHYDROFOLATE,Nc1nc(=O)c2c([nH]1)NC[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2,3.0,44.10751206064782,74.15575465196416,False,0.2,0.175,True,True
FEBANTEL,COCC(=O)Nc1cc(Sc2ccccc2)ccc1N=C(NC(=O)OC)NC(=O)OC,2.0,44.03859407305307,90.6960716747071,False,0.212,0.29,True,True
PIROXICAM,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,4.0,43.96967608545831,85.0447966919366,False,0.27,0.243,True,True
TAK-960,COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,1.0,43.900758097863545,24.01791867677464,False,0.206,0.208,True,True
LAROPROVSTAT,O=c1ccccn1-c1ccc(N[C@H]2CC[C@H](Nc3ncc(OC(F)F)cn3)C2)nc1,2.0,43.83184011026879,69.5382494831151,False,0.22,0.189,True,True
PULIGINURAD,CC(C)(Cc1cc2c(-c3ccc(C#N)cc3)cncc2s1)C(=O)O,2.0,43.76292212267402,80.77188146106134,False,1.0,0.222,False,True
METRIFUDIL,Cc1ccccc1CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2.0,43.69400413507925,99.31082012405238,False,0.193,0.169,True,True
NELADALKIB,CCn1nc(Cl)c2c1-c1cnc(N)c(c1)O[C@H](C)c1cc(F)ccc1-c1nn(C)cc1C2,2.0,43.625086147484495,91.38525155065471,False,0.208,0.196,True,True
AMBROXOL ACEFYLLINATE,Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O.Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1,3.0,43.55616815988973,37.698139214334944,False,0.186,0.206,True,True
LACIDIPINE,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,3.0,43.48725017229496,75.63749138525155,False,0.183,0.222,True,True
JT-001,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2c1OCCC2,3.0,43.418332184700205,98.75947622329429,False,0.2,1.0,True,False
RABUSERTIB,Cc1cnc(NC(=O)Nc2cc(Br)c(C)cc2OC[C@@H]2CNCCO2)cn1,2.0,43.34941419710544,91.38525155065471,False,0.196,0.205,True,True
ZELICAPAVIR,O=C1Nc2ccccc2C(c2ccccc2)=N[C@@H]1Nc1nnc(-c2ncc(C(F)(F)F)cc2N2CCOCC2)o1,2.0,43.28049620951068,24.01791867677464,False,0.219,0.227,True,True
LY-3009120,CNc1ncc2cc(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)c(C)nc2n1,1.0,43.21157822191593,91.38525155065471,False,0.18,0.214,True,True
ICLAPRIM,COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OC(C1CC1)C=C2,3.0,43.14266023432116,78.6354238456237,False,0.173,0.15,True,True
BMS-986299,CCN(Cc1nc2c(N)nc3cc(-c4cc[nH]n4)ccc3c2[nH]1)C(C)=O,1.0,43.0737422467264,97.10544452102,False,0.193,0.211,True,True
PF-04620110,Nc1ncnc2c1C(=O)N(c1ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc1)CCO2,1.0,43.00482425913164,91.38525155065471,False,0.225,0.175,True,True
AMCINAFIDE,C[C@@]1(c2ccccc2)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,2.0,42.93590627153687,75.63749138525155,False,0.16,0.194,True,True
TIVUMECIRNON BESYLATE,C[C@H](c1ccc(Cl)cc1Cl)n1nc(C(F)(F)F)c2ncc(N3CC([C@H]4CCCN(CCO)C4)C3)nc21.O=S(=O)(O)c1ccccc1,1.0,42.866988283942106,24.01791867677464,False,0.214,0.271,True,True
AZD-1480,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)[nH]n1,2.0,42.79807029634735,75.63749138525155,False,0.218,0.212,True,True
SAPANISERTIB,CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21,2.0,42.72915230875258,57.33976567884218,False,0.155,0.191,True,True
BEZUCLASTINIB,Cc1[nH]nc(C(=O)Nc2cnc3[nH]c(-c4ccccc4)cc3c2)c1C,3.0,42.660234321157816,91.9365954514128,False,0.313,0.229,True,True
THELIATINIB,C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)N4C[C@H]5CCN(C)[C@H]5C4)cc23)c1,2.0,42.59131633356306,10.47553411440386,False,0.276,0.192,True,True
NUVISERTIB,CC(C)(O)[C@H]1CC[C@H](Nc2ccc3ncc(-c4cccc(C(F)(F)F)c4)n3n2)CC1,2.0,42.52239834596829,79.60027567195039,False,0.291,0.312,True,True
CYC-065,CC[C@H](Nc1nc(NCc2cnc(C)cc2C)c2ncn(C(C)C)c2n1)[C@@H](C)O,2.0,42.45348035837354,57.61543762922123,False,0.161,0.188,True,True
TIAFIBRATE,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCSCCCCCCCCCCSCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,2.0,42.38456237077878,25.430737422467264,False,0.447,0.203,False,True
MK-6913,CC(C)(C)n1nnc2c3c(ccc21)C1=CC(=O)CC[C@@]1(CCOc1ccccc1)C3,2.0,42.315644383184015,50.137835975189525,False,0.2,0.194,True,True
RILMAZAFONE,CN(C)C(=O)c1nc(CNC(=O)CN)n(-c2ccc(Cl)cc2C(=O)c2ccccc2Cl)n1,2.0,42.24672639558925,75.63749138525155,False,0.241,0.212,True,True
AZD2066,C[C@@H](Oc1nnc(-c2ccncc2)n1C)c1cc(-c2cccc(Cl)c2)on1,2.0,42.17780840799449,50.137835975189525,False,0.192,0.207,True,True
