target,ligand,seed,exhaustiveness,num_modes,energy_range,ligand_pdbqt,receptor,conf,out,log,vina
3POZ,EH120_043,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_043.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_043.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_043_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_043.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_043,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_043.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_043.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_043_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_043.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_044,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_044.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_044.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_044_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_044.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_044,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_044.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_044.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_044_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_044.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_045,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_045.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_045.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_045_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_045.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_045,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_045.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_045.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_045_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_045.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_046,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_046.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_046.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_046_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_046.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_046,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_046.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_046.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_046_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_046.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_047,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_047.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_047.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_047_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_047.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_047,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_047.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_047.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_047_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_047.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_048,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_048.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_048.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_048_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_048.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_048,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_048.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_048.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_048_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_048.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_049,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_049.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_049.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_049_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_049.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_049,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_049.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_049.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_049_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_049.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_050,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_050.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_050.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_050_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_050.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_050,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_050.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_050.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_050_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_050.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_051,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_051.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_051.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_051_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_051.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_051,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_051.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_051.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_051_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_051.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_052,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_052.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_052.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_052_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_052.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_052,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_052.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_052.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_052_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_052.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_053,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_053.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_053.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_053_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_053.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_053,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_053.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_053.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_053_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_053.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_054,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_054.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_054.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_054_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_054.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_054,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_054.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_054.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_054_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_054.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_055,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_055.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_055.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_055_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_055.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_055,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_055.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_055.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_055_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_055.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_056,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_056.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_056.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_056_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_056.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_056,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_056.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_056.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_056_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_056.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_057,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_057.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_057.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_057_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_057.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_057,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_057.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_057.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_057_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_057.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_058,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_058.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_058.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_058_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_058.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_058,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_058.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_058.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_058_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_058.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_059,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_059.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_059.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_059_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_059.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_059,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_059.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_059.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_059_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_059.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_060,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_060.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_060.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_060_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_060.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_060,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_060.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_060.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_060_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_060.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_061,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_061.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_061.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_061_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_061.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_061,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_061.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_061.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_061_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_061.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_062,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_062.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_062.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_062_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_062.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_062,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_062.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_062.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_062_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_062.log,/home/gwj/miniconda3/bin/vina
3POZ,EH120_063,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_063.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3POZ_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3POZ_EH120_063.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3POZ_EH120_063_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3POZ_EH120_063.log,/home/gwj/miniconda3/bin/vina
3RCD,EH120_063,20260727,8,9,3,/mnt/d/CADD paper exercise/dual target docking/results/egfr_her2_panel120_v0/ligands_pdbqt/EH120_063.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/data/egfr_her2_panel40_v0/receptors/3RCD_receptor.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/confs/3RCD_EH120_063.txt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/out/3RCD_EH120_063_out.pdbqt,/tmp/pr38_audit/Dual_Target_Docking/remediation_outputs/phase1_vina/logs/3RCD_EH120_063.log,/home/gwj/miniconda3/bin/vina
