molecule_chembl_id,class,pchembl_EGFR,pchembl_HER2,min_pchembl,theta
CHEMBL473436,dual,7.17,6.92,6.92,6.0
CHEMBL194958,dual,6.92,6.96,6.92,6.0
CHEMBL480348,dual,6.92,6.96,6.92,6.0
CHEMBL508760,dual,6.92,7.22,6.92,6.0
CHEMBL1934631,dual,7.03,6.92,6.92,6.0
CHEMBL4286374,dual,6.92,7.02,6.92,6.0
CHEMBL247513,dual,6.96,6.92,6.92,6.0
CHEMBL246276,dual,6.92,6.96,6.92,6.0
CHEMBL3977326,dual,7.68,6.91,6.91,6.0
CHEMBL473428,dual,8.52,6.91,6.91,6.0
CHEMBL328977,dual,7.02,6.91,6.91,6.0
CHEMBL5173449,dual,6.91,7.11,6.91,6.0
CHEMBL3633932,dual,7.46,6.90,6.90,6.0
CHEMBL31816,dual,9.02,6.90,6.90,6.0
CHEMBL367492,dual,6.90,7.89,6.90,6.0
CHEMBL1967878,dual,7.10,6.90,6.90,6.0
CHEMBL466614,dual,6.90,7.20,6.90,6.0
CHEMBL234577,dual,6.89,6.92,6.89,6.0
CHEMBL394495,dual,6.92,6.89,6.89,6.0
CHEMBL246072,dual,6.89,6.92,6.89,6.0
CHEMBL452717,dual,6.89,7.23,6.89,6.0
CHEMBL1934630,dual,7.07,6.89,6.89,6.0
CHEMBL258270,dual,8.52,6.89,6.89,6.0
CHEMBL1645475,dual,6.89,7.47,6.89,6.0
CHEMBL503253,dual,6.92,6.89,6.89,6.0
CHEMBL197689,dual,7.16,6.89,6.89,6.0
CHEMBL5926423,dual,7.70,6.89,6.89,6.0
CHEMBL523573,dual,6.89,6.96,6.89,6.0
CHEMBL398793,dual,6.89,7.13,6.89,6.0
CHEMBL180227,dual,6.89,7.12,6.89,6.0
CHEMBL3914227,dual,7.58,6.89,6.89,6.0
CHEMBL4592101,dual,8.55,6.88,6.88,6.0
CHEMBL179659,dual,6.96,6.88,6.88,6.0
CHEMBL1928946,dual,6.97,6.87,6.87,6.0
CHEMBL1934627,dual,7.10,6.85,6.85,6.0
CHEMBL500640,dual,6.85,6.87,6.85,6.0
CHEMBL4098072,dual,10.00,6.85,6.85,6.0
CHEMBL246694,dual,6.85,6.96,6.85,6.0
CHEMBL445572,dual,7.05,6.85,6.85,6.0
CHEMBL497803,dual,6.85,6.92,6.85,6.0
CHEMBL1683955,dual,7.77,6.85,6.85,6.0
CHEMBL193544,dual,6.85,7.21,6.85,6.0
CHEMBL377250,dual,7.05,6.85,6.85,6.0
CHEMBL438440,dual,7.13,6.85,6.85,6.0
CHEMBL475594,dual,8.70,6.84,6.84,6.0
CHEMBL1204168,dual,9.18,6.84,6.84,6.0
CHEMBL6144363,dual,6.84,7.38,6.84,6.0
CHEMBL249927,dual,7.01,6.83,6.83,6.0
CHEMBL3357641,dual,9.80,6.83,6.83,6.0
CHEMBL4437803,dual,6.83,7.19,6.83,6.0
CHEMBL460732,dual,7.03,6.83,6.83,6.0
CHEMBL4577883,dual,9.03,6.83,6.83,6.0
CHEMBL5555592,dual,6.82,6.82,6.82,6.0
CHEMBL391387,dual,6.82,7.44,6.82,6.0
CHEMBL481331,dual,6.86,6.82,6.82,6.0
CHEMBL5558907,dual,6.82,6.82,6.82,6.0
CHEMBL5178180,dual,9.47,6.82,6.82,6.0
CHEMBL3344217,dual,7.05,6.82,6.82,6.0
CHEMBL257815,dual,7.80,6.82,6.82,6.0
CHEMBL1090363,dual,7.62,6.82,6.82,6.0
CHEMBL452768,dual,6.82,6.92,6.82,6.0
CHEMBL5968968,dual,6.89,6.82,6.82,6.0
CHEMBL5566405,dual,6.82,6.82,6.82,6.0
CHEMBL1683961,dual,7.47,6.82,6.82,6.0
CHEMBL5204417,dual,6.82,6.97,6.82,6.0
CHEMBL3948084,dual,7.77,6.82,6.82,6.0
CHEMBL180175,dual,7.39,6.81,6.81,6.0
CHEMBL6147822,dual,6.81,8.10,6.81,6.0
CHEMBL1683969,dual,6.81,6.99,6.81,6.0
CHEMBL1090361,dual,7.24,6.80,6.80,6.0
CHEMBL1993661,dual,7.10,6.80,6.80,6.0
CHEMBL245867,dual,6.80,6.89,6.80,6.0
CHEMBL3344219,dual,6.96,6.80,6.80,6.0
CHEMBL3945555,dual,6.80,6.92,6.80,6.0
CHEMBL4060320,dual,8.64,6.80,6.80,6.0
CHEMBL205047,dual,7.12,6.80,6.80,6.0
CHEMBL5416410,dual,7.70,6.80,6.80,6.0
CHEMBL4563683,dual,7.82,6.80,6.80,6.0
CHEMBL4457447,dual,8.32,6.80,6.80,6.0
CHEMBL3344218,dual,7.03,6.79,6.79,6.0
CHEMBL92961,dual,7.01,6.79,6.79,6.0
CHEMBL4798527,dual,8.10,6.78,6.78,6.0
CHEMBL3920583,dual,9.19,6.78,6.78,6.0
CHEMBL4517633,dual,9.15,6.78,6.78,6.0
CHEMBL1090354,dual,7.00,6.77,6.77,6.0
CHEMBL178958,dual,6.82,6.77,6.77,6.0
CHEMBL1090362,dual,7.80,6.77,6.77,6.0
CHEMBL3707348,dual,6.77,8.13,6.77,6.0
CHEMBL232082,dual,6.77,6.92,6.77,6.0
CHEMBL50344,dual,8.40,6.77,6.77,6.0
CHEMBL430031,dual,7.50,6.76,6.76,6.0
CHEMBL3930620,dual,9.92,6.76,6.76,6.0
CHEMBL202621,dual,7.51,6.76,6.76,6.0
CHEMBL3957416,dual,7.85,6.76,6.76,6.0
CHEMBL598406,dual,6.90,6.76,6.76,6.0
CHEMBL3957055,dual,9.16,6.75,6.75,6.0
CHEMBL455433,dual,6.75,7.06,6.75,6.0
CHEMBL604893,dual,7.36,6.75,6.75,6.0
CHEMBL402011,dual,6.75,8.10,6.75,6.0
CHEMBL196925,dual,6.92,6.75,6.75,6.0
CHEMBL328245,dual,7.21,6.75,6.75,6.0
CHEMBL1934628,dual,7.52,6.75,6.75,6.0
CHEMBL4084847,dual,8.37,6.75,6.75,6.0
CHEMBL5194543,dual,6.75,6.84,6.75,6.0
CHEMBL3936642,dual,7.11,6.75,6.75,6.0
CHEMBL116853,dual,7.05,6.75,6.75,6.0
CHEMBL255170,dual,8.15,6.74,6.74,6.0
CHEMBL284326,dual,8.18,6.74,6.74,6.0
CHEMBL178144,dual,7.17,6.74,6.74,6.0
CHEMBL92356,dual,7.19,6.74,6.74,6.0
CHEMBL175513,dual,6.73,7.19,6.73,6.0
CHEMBL247711,dual,6.72,6.77,6.72,6.0
CHEMBL1683964,dual,6.92,6.72,6.72,6.0
CHEMBL1090355,dual,6.72,6.77,6.72,6.0
CHEMBL453398,dual,6.72,7.22,6.72,6.0
CHEMBL247915,dual,6.72,7.47,6.72,6.0
CHEMBL4079768,dual,8.14,6.72,6.72,6.0
CHEMBL31656,dual,8.82,6.72,6.72,6.0
CHEMBL4105530,dual,7.57,6.72,6.72,6.0
CHEMBL5755313,dual,9.85,6.72,6.72,6.0
CHEMBL413987,dual,6.72,7.66,6.72,6.0
CHEMBL246073,dual,6.72,6.77,6.72,6.0
CHEMBL1934626,dual,6.72,7.21,6.72,6.0
CHEMBL256527,dual,6.98,6.72,6.72,6.0
CHEMBL392774,dual,6.72,6.77,6.72,6.0
CHEMBL3964033,dual,8.72,6.71,6.71,6.0
CHEMBL1928948,dual,6.89,6.71,6.71,6.0
CHEMBL179527,dual,6.71,6.79,6.71,6.0
CHEMBL6147473,dual,6.70,7.92,6.70,6.0
CHEMBL246898,dual,6.70,6.72,6.70,6.0
CHEMBL3971413,dual,7.14,6.70,6.70,6.0
CHEMBL305246,dual,8.55,6.70,6.70,6.0
CHEMBL393787,dual,6.70,7.12,6.70,6.0
CHEMBL157084,dual,7.46,6.70,6.70,6.0
CHEMBL387207,dual,6.80,6.70,6.70,6.0
CHEMBL593306,dual,6.70,6.89,6.70,6.0
CHEMBL3325477,dual,7.05,6.70,6.70,6.0
CHEMBL5199520,dual,6.70,6.77,6.70,6.0
CHEMBL181742,dual,7.30,6.70,6.70,6.0
CHEMBL196738,dual,6.70,6.70,6.70,6.0
CHEMBL69358,dual,8.92,6.70,6.70,6.0
CHEMBL6167751,dual,6.69,7.05,6.69,6.0
CHEMBL255490,dual,7.16,6.69,6.69,6.0
CHEMBL475600,dual,6.94,6.69,6.69,6.0
CHEMBL345109,dual,9.36,6.68,6.68,6.0
CHEMBL372523,dual,6.68,6.77,6.68,6.0
CHEMBL400413,dual,6.68,6.92,6.68,6.0
CHEMBL365606,dual,6.70,6.68,6.68,6.0
CHEMBL4454948,dual,8.40,6.68,6.68,6.0
CHEMBL1645477,dual,6.68,7.16,6.68,6.0
CHEMBL395591,dual,6.68,6.85,6.68,6.0
CHEMBL460731,dual,7.70,6.68,6.68,6.0
CHEMBL3680376,dual,7.34,6.67,6.67,6.0
CHEMBL4515526,dual,8.22,6.67,6.67,6.0
CHEMBL1204199,dual,9.39,6.67,6.67,6.0
CHEMBL4436695,dual,8.30,6.67,6.67,6.0
CHEMBL360979,dual,6.67,7.13,6.67,6.0
CHEMBL257872,dual,6.67,7.96,6.67,6.0
CHEMBL234772,dual,6.66,6.96,6.66,6.0
CHEMBL5562309,dual,6.66,6.89,6.66,6.0
CHEMBL5555311,dual,6.66,6.89,6.66,6.0
CHEMBL1934622,dual,7.66,6.66,6.66,6.0
CHEMBL5563369,dual,6.66,6.89,6.66,6.0
CHEMBL6064016,dual,7.70,6.66,6.66,6.0
CHEMBL362611,dual,6.66,6.77,6.66,6.0
CHEMBL5557850,dual,6.66,6.89,6.66,6.0
CHEMBL5558549,dual,6.66,6.89,6.66,6.0
CHEMBL3633152,dual,9.02,6.66,6.66,6.0
CHEMBL5563305,dual,6.66,6.89,6.66,6.0
CHEMBL5561026,dual,6.66,6.89,6.66,6.0
CHEMBL215814,dual,7.10,6.66,6.66,6.0
CHEMBL4460706,dual,7.92,6.65,6.65,6.0
CHEMBL3114700,dual,8.52,6.64,6.64,6.0
CHEMBL451074,dual,6.64,7.07,6.64,6.0
CHEMBL1203937,dual,8.18,6.64,6.64,6.0
CHEMBL517907,dual,7.96,6.63,6.63,6.0
CHEMBL3436360,dual,6.63,7.27,6.63,6.0
CHEMBL14952,dual,6.98,6.63,6.63,6.0
CHEMBL4070053,dual,8.48,6.62,6.62,6.0
CHEMBL452980,dual,6.62,6.68,6.62,6.0
CHEMBL455434,dual,6.62,7.22,6.62,6.0
CHEMBL3912361,dual,6.62,7.11,6.62,6.0
CHEMBL4282506,dual,7.64,6.62,6.62,6.0
CHEMBL193368,dual,6.77,6.62,6.62,6.0
CHEMBL6148974,dual,6.78,6.62,6.62,6.0
CHEMBL1091613,dual,6.62,6.62,6.62,6.0
CHEMBL175492,dual,6.65,6.61,6.61,6.0
CHEMBL3680377,dual,7.74,6.61,6.61,6.0
CHEMBL3680374,dual,8.01,6.61,6.61,6.0
CHEMBL475767,dual,7.17,6.61,6.61,6.0
CHEMBL3114687,dual,8.30,6.60,6.60,6.0
CHEMBL5187375,dual,6.75,6.60,6.60,6.0
CHEMBL3114690,dual,8.52,6.60,6.60,6.0
CHEMBL4561606,dual,8.52,6.60,6.60,6.0
CHEMBL475761,dual,8.30,6.60,6.60,6.0
CHEMBL302449,dual,7.70,6.60,6.60,6.0
CHEMBL1971029,dual,7.00,6.60,6.60,6.0
CHEMBL1682558,dual,7.77,6.60,6.60,6.0
CHEMBL257814,dual,7.24,6.59,6.59,6.0
CHEMBL4792279,dual,6.73,6.59,6.59,6.0
CHEMBL368234,dual,6.59,6.64,6.59,6.0
CHEMBL4447976,dual,6.81,6.58,6.58,6.0
CHEMBL14932,dual,7.01,6.58,6.58,6.0
CHEMBL4752700,dual,6.70,6.57,6.57,6.0
CHEMBL249496,dual,6.57,6.73,6.57,6.0
CHEMBL503638,dual,7.52,6.57,6.57,6.0
CHEMBL5792678,dual,7.46,6.57,6.57,6.0
CHEMBL426051,dual,6.56,6.88,6.56,6.0
CHEMBL3977926,dual,7.92,6.56,6.56,6.0
CHEMBL3633940,dual,8.05,6.56,6.56,6.0
CHEMBL178199,dual,6.78,6.55,6.55,6.0
CHEMBL362824,dual,6.55,7.24,6.55,6.0
CHEMBL505463,dual,6.55,6.75,6.55,6.0
CHEMBL3981041,dual,6.90,6.54,6.54,6.0
CHEMBL3114688,dual,8.40,6.54,6.54,6.0
CHEMBL3936505,dual,7.09,6.54,6.54,6.0
CHEMBL3114686,dual,8.30,6.54,6.54,6.0
CHEMBL1358485,dual,8.52,6.54,6.54,6.0
CHEMBL179123,dual,6.54,7.55,6.54,6.0
CHEMBL3814940,dual,6.53,7.39,6.53,6.0
CHEMBL596964,dual,7.00,6.53,6.53,6.0
CHEMBL5863638,dual,7.18,6.52,6.52,6.0
CHEMBL5789149,dual,9.00,6.52,6.52,6.0
CHEMBL94061,dual,9.66,6.52,6.52,6.0
CHEMBL5572670,dual,8.83,6.52,6.52,6.0
CHEMBL4176629,dual,7.22,6.52,6.52,6.0
CHEMBL6005198,dual,7.16,6.52,6.52,6.0
CHEMBL475599,dual,6.52,6.52,6.52,6.0
CHEMBL68920,dual,7.39,6.52,6.52,6.0
CHEMBL15202,dual,7.17,6.51,6.51,6.0
CHEMBL398388,dual,6.85,6.51,6.51,6.0
CHEMBL394462,dual,6.70,6.51,6.51,6.0
CHEMBL2441565,dual,8.40,6.50,6.50,6.0
CHEMBL1683966,dual,6.94,6.50,6.50,6.0
CHEMBL113900,dual,6.60,6.50,6.50,6.0
CHEMBL2006276,dual,6.60,6.50,6.50,6.0
CHEMBL1980163,dual,7.00,6.50,6.50,6.0
CHEMBL3357635,dual,9.57,6.49,6.49,6.0
CHEMBL403569,dual,6.49,8.70,6.49,6.0
CHEMBL3114701,dual,8.30,6.48,6.48,6.0
CHEMBL5919894,dual,7.47,6.48,6.48,6.0
CHEMBL179310,dual,6.47,6.64,6.47,6.0
CHEMBL179313,dual,6.47,6.57,6.47,6.0
CHEMBL4468924,dual,8.30,6.47,6.47,6.0
CHEMBL592466,dual,7.10,6.46,6.46,6.0
CHEMBL265629,dual,6.46,6.70,6.46,6.0
CHEMBL540701,dual,7.10,6.46,6.46,6.0
CHEMBL4445017,dual,8.40,6.46,6.46,6.0
CHEMBL359660,dual,6.46,6.71,6.46,6.0
CHEMBL602728,dual,7.05,6.46,6.46,6.0
CHEMBL5170804,dual,6.61,6.45,6.45,6.0
CHEMBL214419,dual,7.04,6.44,6.44,6.0
CHEMBL424959,dual,6.73,6.44,6.44,6.0
CHEMBL248877,dual,6.44,6.60,6.44,6.0
CHEMBL115187,dual,6.89,6.43,6.43,6.0
CHEMBL1928949,dual,6.43,6.66,6.43,6.0
CHEMBL4458843,dual,8.52,6.42,6.42,6.0
CHEMBL247512,dual,6.42,6.75,6.42,6.0
CHEMBL414631,dual,6.48,6.42,6.42,6.0
CHEMBL4166412,dual,6.96,6.41,6.41,6.0
CHEMBL3929484,dual,9.57,6.41,6.41,6.0
CHEMBL178290,dual,6.85,6.41,6.41,6.0
CHEMBL425738,dual,6.92,6.41,6.41,6.0
CHEMBL6177465,dual,6.75,6.41,6.41,6.0
CHEMBL1996066,dual,6.60,6.40,6.40,6.0
CHEMBL69960,dual,7.40,6.40,6.40,6.0
CHEMBL1999590,dual,7.70,6.40,6.40,6.0
CHEMBL461811,dual,6.40,6.43,6.40,6.0
CHEMBL116595,dual,6.40,6.89,6.40,6.0
CHEMBL491473,dual,7.08,6.40,6.40,6.0
CHEMBL3934034,dual,7.44,6.39,6.39,6.0
CHEMBL589588,dual,7.10,6.39,6.39,6.0
CHEMBL175933,dual,6.39,6.46,6.39,6.0
CHEMBL3930316,dual,8.70,6.39,6.39,6.0
CHEMBL360780,dual,6.79,6.39,6.39,6.0
CHEMBL3943512,dual,7.19,6.38,6.38,6.0
CHEMBL153763,dual,6.61,6.38,6.38,6.0
CHEMBL93783,dual,7.85,6.38,6.38,6.0
CHEMBL5204650,dual,6.38,6.92,6.38,6.0
CHEMBL3930965,dual,7.54,6.38,6.38,6.0
CHEMBL394056,dual,6.47,6.38,6.38,6.0
CHEMBL592457,dual,7.05,6.38,6.38,6.0
CHEMBL593987,dual,6.37,6.52,6.37,6.0
CHEMBL247101,dual,6.60,6.37,6.37,6.0
CHEMBL395883,dual,6.37,6.60,6.37,6.0
CHEMBL1683962,dual,6.62,6.36,6.36,6.0
CHEMBL4558324,dual,8.57,6.36,6.36,6.0
CHEMBL257859,dual,7.80,6.36,6.36,6.0
CHEMBL255236,dual,7.33,6.36,6.36,6.0
CHEMBL194389,dual,6.36,7.62,6.36,6.0
CHEMBL4584413,dual,7.92,6.35,6.35,6.0
CHEMBL3989868,dual,6.35,8.70,6.35,6.0
CHEMBL5176561,dual,6.35,6.61,6.35,6.0
CHEMBL1909064,dual,6.73,6.35,6.35,6.0
CHEMBL180018,dual,6.35,6.74,6.35,6.0
CHEMBL3961532,dual,7.17,6.34,6.34,6.0
CHEMBL511478,dual,6.34,6.84,6.34,6.0
CHEMBL94066,dual,6.97,6.34,6.34,6.0
CHEMBL246491,dual,6.34,6.55,6.34,6.0
CHEMBL500591,dual,7.57,6.33,6.33,6.0
CHEMBL4575267,dual,7.58,6.33,6.33,6.0
CHEMBL5970341,dual,7.72,6.33,6.33,6.0
CHEMBL4443188,dual,8.56,6.32,6.32,6.0
CHEMBL596957,dual,7.14,6.32,6.32,6.0
CHEMBL246489,dual,6.31,6.38,6.31,6.0
CHEMBL595406,dual,6.60,6.31,6.31,6.0
CHEMBL1980297,dual,6.30,6.30,6.30,6.0
CHEMBL2004419,dual,7.20,6.30,6.30,6.0
CHEMBL396079,dual,6.30,6.42,6.30,6.0
CHEMBL69071,dual,8.23,6.30,6.30,6.0
CHEMBL1978448,dual,6.30,7.50,6.30,6.0
CHEMBL372293,dual,6.70,6.30,6.30,6.0
CHEMBL391675,dual,6.30,6.44,6.30,6.0
CHEMBL258694,dual,6.82,6.30,6.30,6.0
CHEMBL369299,dual,6.46,6.30,6.30,6.0
CHEMBL2048790,dual,6.29,7.75,6.29,6.0
CHEMBL3930270,dual,6.29,6.64,6.29,6.0
CHEMBL5861126,dual,6.29,7.90,6.29,6.0
CHEMBL3746557,dual,6.58,6.29,6.29,6.0
CHEMBL5829626,dual,6.89,6.29,6.29,6.0
CHEMBL397122,dual,6.40,6.29,6.29,6.0
CHEMBL3957801,dual,8.05,6.29,6.29,6.0
CHEMBL3963620,dual,7.30,6.28,6.28,6.0
CHEMBL6037318,dual,8.54,6.28,6.28,6.0
CHEMBL3929354,dual,6.28,6.28,6.28,6.0
CHEMBL3893416,dual,6.28,7.30,6.28,6.0
CHEMBL3983201,dual,7.30,6.28,6.28,6.0
CHEMBL3893128,dual,7.30,6.28,6.28,6.0
CHEMBL3917294,dual,6.28,7.30,6.28,6.0
CHEMBL3945072,dual,6.28,6.28,6.28,6.0
CHEMBL3961982,dual,7.30,6.28,6.28,6.0
CHEMBL3934134,dual,6.28,6.28,6.28,6.0
CHEMBL247916,dual,6.28,6.72,6.28,6.0
CHEMBL360933,dual,6.44,6.27,6.27,6.0
CHEMBL3939771,dual,8.16,6.27,6.27,6.0
CHEMBL4593016,dual,6.38,6.26,6.26,6.0
CHEMBL5815306,dual,7.30,6.26,6.26,6.0
CHEMBL5992872,dual,7.30,6.26,6.26,6.0
CHEMBL4576802,dual,6.66,6.26,6.26,6.0
CHEMBL269620,dual,6.27,6.26,6.26,6.0
CHEMBL4456266,dual,7.75,6.26,6.26,6.0
CHEMBL4463005,dual,6.38,6.26,6.26,6.0
CHEMBL4531250,dual,7.80,6.26,6.26,6.0
CHEMBL5849328,dual,7.30,6.26,6.26,6.0
CHEMBL5876067,dual,7.30,6.26,6.26,6.0
CHEMBL1928945,dual,6.33,6.25,6.25,6.0
CHEMBL3904205,dual,6.76,6.25,6.25,6.0
CHEMBL402149,dual,7.62,6.25,6.25,6.0
CHEMBL246493,dual,6.25,6.25,6.25,6.0
CHEMBL1230609,dual,7.07,6.24,6.24,6.0
CHEMBL5314498,dual,6.24,7.89,6.24,6.0
CHEMBL5759210,dual,8.72,6.23,6.23,6.0
CHEMBL3828021,dual,8.45,6.23,6.23,6.0
CHEMBL360211,dual,6.49,6.22,6.22,6.0
CHEMBL4103370,dual,7.09,6.21,6.21,6.0
CHEMBL245868,dual,6.21,6.25,6.21,6.0
CHEMBL598407,dual,6.21,6.25,6.21,6.0
CHEMBL306380,dual,6.70,6.20,6.20,6.0
CHEMBL175840,dual,6.30,6.20,6.20,6.0
CHEMBL442754,dual,7.21,6.20,6.20,6.0
CHEMBL4759405,dual,6.37,6.20,6.20,6.0
CHEMBL2003657,dual,7.20,6.20,6.20,6.0
CHEMBL3633930,dual,7.54,6.20,6.20,6.0
CHEMBL3968839,dual,7.21,6.19,6.19,6.0
CHEMBL5968807,dual,6.19,6.58,6.19,6.0
CHEMBL246492,dual,6.19,6.23,6.19,6.0
CHEMBL251732,dual,7.19,6.18,6.18,6.0
CHEMBL604042,dual,6.92,6.18,6.18,6.0
CHEMBL1645469,dual,6.18,7.70,6.18,6.0
CHEMBL1645465,dual,6.17,7.70,6.17,6.0
CHEMBL210378,dual,6.69,6.17,6.17,6.0
CHEMBL3890526,dual,6.17,7.96,6.17,6.0
CHEMBL3828269,dual,8.53,6.17,6.17,6.0
CHEMBL52765,dual,9.11,6.17,6.17,6.0
CHEMBL4549542,dual,8.05,6.17,6.17,6.0
CHEMBL451347,dual,6.17,6.75,6.17,6.0
CHEMBL119987,dual,6.15,6.35,6.15,6.0
CHEMBL231885,dual,6.15,6.21,6.15,6.0
CHEMBL3633775,dual,6.26,6.15,6.15,6.0
CHEMBL479800,dual,8.00,6.15,6.15,6.0
CHEMBL3902778,dual,8.44,6.15,6.15,6.0
CHEMBL5404368,dual,6.15,6.66,6.15,6.0
CHEMBL373025,dual,6.31,6.14,6.14,6.0
CHEMBL4446124,dual,7.44,6.14,6.14,6.0
CHEMBL1683958,dual,7.17,6.13,6.13,6.0
CHEMBL419501,dual,7.07,6.13,6.13,6.0
CHEMBL5566478,dual,6.13,7.39,6.13,6.0
CHEMBL179923,dual,6.40,6.13,6.13,6.0
CHEMBL1934621,dual,6.19,6.12,6.12,6.0
CHEMBL4164936,dual,6.62,6.12,6.12,6.0
CHEMBL5983357,dual,7.32,6.12,6.12,6.0
CHEMBL233324,dual,6.62,6.12,6.12,6.0
CHEMBL379093,dual,7.10,6.11,6.11,6.0
CHEMBL3964380,dual,7.07,6.11,6.11,6.0
CHEMBL234580,dual,6.11,7.41,6.11,6.0
CHEMBL606466,dual,6.96,6.11,6.11,6.0
CHEMBL461114,dual,7.12,6.11,6.11,6.0
CHEMBL512391,dual,7.39,6.11,6.11,6.0
CHEMBL179458,dual,6.11,6.10,6.10,6.0
CHEMBL396523,dual,6.50,6.10,6.10,6.0
CHEMBL1972584,dual,6.10,6.90,6.10,6.0
CHEMBL326280,dual,6.10,6.42,6.10,6.0
CHEMBL3325479,dual,6.70,6.10,6.10,6.0
CHEMBL501050,dual,6.20,6.10,6.10,6.0
CHEMBL230011,dual,6.10,6.36,6.10,6.0
CHEMBL3963723,dual,8.22,6.10,6.10,6.0
CHEMBL3970738,dual,7.19,6.10,6.10,6.0
CHEMBL1988838,dual,6.40,6.10,6.10,6.0
CHEMBL247127,dual,6.09,6.39,6.09,6.0
CHEMBL194349,dual,6.21,6.09,6.09,6.0
CHEMBL3925158,dual,6.94,6.09,6.09,6.0
CHEMBL1683975,dual,6.57,6.09,6.09,6.0
CHEMBL1928956,dual,6.20,6.08,6.08,6.0
CHEMBL1082012,dual,6.59,6.07,6.07,6.0
CHEMBL3633941,dual,7.51,6.07,6.07,6.0
CHEMBL245277,dual,6.16,6.07,6.07,6.0
CHEMBL4790553,dual,6.18,6.06,6.06,6.0
CHEMBL2325087,dual,6.18,6.06,6.06,6.0
CHEMBL4291471,dual,7.32,6.06,6.06,6.0
CHEMBL4753913,dual,6.64,6.06,6.06,6.0
CHEMBL3828079,dual,7.36,6.06,6.06,6.0
CHEMBL3960911,dual,6.29,6.05,6.05,6.0
CHEMBL209343,dual,8.40,6.05,6.05,6.0
CHEMBL519757,dual,7.27,6.05,6.05,6.0
CHEMBL4069003,dual,8.52,6.05,6.05,6.0
CHEMBL2048793,dual,6.05,6.82,6.05,6.0
CHEMBL4084249,dual,7.01,6.04,6.04,6.0
CHEMBL115440,dual,6.03,6.35,6.03,6.0
CHEMBL3114699,dual,7.92,6.03,6.03,6.0
CHEMBL2048791,dual,6.02,7.55,6.02,6.0
CHEMBL3923650,dual,6.28,6.02,6.02,6.0
CHEMBL114593,dual,6.02,6.52,6.02,6.0
CHEMBL1645464,dual,6.02,6.44,6.02,6.0
CHEMBL2112990,dual,6.14,6.01,6.01,6.0
CHEMBL2031311,dual,7.90,6.01,6.01,6.0
CHEMBL2031312,dual,7.61,6.01,6.01,6.0
CHEMBL273789,dual,6.63,6.01,6.01,6.0
CHEMBL3940401,dual,6.00,6.00,6.00,6.0
CHEMBL1991674,dual,6.20,6.00,6.00,6.0
CHEMBL3937417,dual,6.00,6.00,6.00,6.0
CHEMBL3985011,dual,6.00,6.00,6.00,6.0
CHEMBL3907756,dual,6.00,6.00,6.00,6.0
CHEMBL1917092,dual,6.00,6.00,6.00,6.0
CHEMBL326100,dual,6.00,6.60,6.00,6.0
CHEMBL4568087,dual,6.47,6.00,6.00,6.0
CHEMBL3976571,dual,6.00,6.00,6.00,6.0
CHEMBL2441561,dual,8.15,6.00,6.00,6.0
CHEMBL3633934,dual,7.64,6.00,6.00,6.0
CHEMBL3943489,dual,6.00,6.00,6.00,6.0
CHEMBL3934556,dual,6.00,6.00,6.00,6.0
CHEMBL514499,dual,6.60,6.00,6.00,6.0
CHEMBL175558,dual,7.50,6.00,6.00,6.0
CHEMBL3985004,dual,7.00,6.00,6.00,6.0
CHEMBL3954571,dual,6.00,6.00,6.00,6.0
CHEMBL3904450,dual,6.00,6.00,6.00,6.0
CHEMBL3906473,dual,6.00,6.00,6.00,6.0
CHEMBL3900059,dual,6.28,6.00,6.00,6.0
CHEMBL2006778,dual,6.60,6.00,6.00,6.0
CHEMBL3915202,dual,6.00,6.00,6.00,6.0
CHEMBL3905921,dual,6.00,6.00,6.00,6.0
CHEMBL3910297,dual,6.00,6.00,6.00,6.0
CHEMBL3950296,dual,6.00,6.00,6.00,6.0
CHEMBL3969511,dual,6.00,6.00,6.00,6.0
CHEMBL3937303,dual,6.00,6.00,6.00,6.0
CHEMBL3897153,dual,6.00,6.00,6.00,6.0
CHEMBL2001751,dual,6.60,6.00,6.00,6.0
CHEMBL3923275,dual,6.00,6.00,6.00,6.0
CHEMBL3955829,dual,6.00,6.00,6.00,6.0
CHEMBL2005631,neither,5.80,5.90,5.80,6.0
CHEMBL359705,neither,5.80,5.86,5.80,6.0
CHEMBL954,neither,5.98,5.78,5.78,6.0
CHEMBL333454,neither,5.76,5.78,5.76,6.0
CHEMBL197525,neither,5.75,5.96,5.75,6.0
CHEMBL3325473,neither,5.96,5.72,5.72,6.0
CHEMBL4294264,neither,5.71,5.99,5.71,6.0
CHEMBL464210,neither,5.70,5.96,5.70,6.0
CHEMBL3325475,neither,5.89,5.68,5.68,6.0
CHEMBL505637,neither,5.89,5.68,5.68,6.0
CHEMBL590526,neither,5.73,5.66,5.66,6.0
CHEMBL6067481,neither,5.82,5.65,5.65,6.0
CHEMBL1958212,neither,5.97,5.65,5.65,6.0
CHEMBL194160,neither,5.96,5.62,5.62,6.0
CHEMBL1928944,neither,5.92,5.62,5.62,6.0
CHEMBL591910,neither,5.76,5.61,5.61,6.0
CHEMBL1958216,neither,5.94,5.60,5.60,6.0
CHEMBL590714,neither,5.97,5.58,5.58,6.0
CHEMBL195029,neither,5.57,5.60,5.57,6.0
CHEMBL3746711,neither,5.90,5.56,5.56,6.0
