molecule_chembl_id,class,pchembl_PIK3CA,pchembl_MTOR,min_pchembl,delta_abs,theta
CHEMBL1801204,B_only,5.44,9.89,5.44,4.45,6.0
CHEMBL5396795,B_only,5.44,7.09,5.44,1.65,6.0
CHEMBL2030442,B_only,5.42,6.48,5.42,1.06,6.0
CHEMBL3586394,B_only,5.42,7.34,5.42,1.92,6.0
CHEMBL573424,B_only,5.41,7.08,5.41,1.67,6.0
CHEMBL1242664,B_only,5.40,6.31,5.40,0.91,6.0
CHEMBL1760171,B_only,5.40,7.10,5.40,1.70,6.0
CHEMBL1091703,B_only,5.39,8.05,5.39,2.66,6.0
CHEMBL1095623,B_only,5.39,6.77,5.39,1.38,6.0
CHEMBL1940141,B_only,5.39,7.15,5.39,1.76,6.0
CHEMBL575539,B_only,5.39,8.72,5.39,3.33,6.0
CHEMBL2331680,B_only,5.38,8.42,5.38,3.04,6.0
CHEMBL2172477,B_only,5.37,7.82,5.37,2.45,6.0
CHEMBL574012,B_only,5.37,9.66,5.37,4.29,6.0
CHEMBL583874,B_only,5.37,9.21,5.37,3.84,6.0
CHEMBL567607,B_only,5.36,9.06,5.36,3.70,6.0
CHEMBL578661,B_only,5.36,6.72,5.36,1.36,6.0
CHEMBL596430,B_only,5.36,7.58,5.36,2.22,6.0
CHEMBL1091698,B_only,5.34,7.16,5.34,1.82,6.0
CHEMBL1668265,B_only,5.34,6.01,5.34,0.67,6.0
CHEMBL2172476,B_only,5.34,7.17,5.34,1.83,6.0
CHEMBL3639662,B_only,5.34,8.05,5.34,2.71,6.0
CHEMBL4572049,B_only,5.34,7.96,5.34,2.62,6.0
CHEMBL572679,B_only,5.34,8.92,5.34,3.58,6.0
CHEMBL600825,B_only,5.34,9.59,5.34,4.25,6.0
CHEMBL3586392,B_only,5.33,6.73,5.33,1.40,6.0
CHEMBL3586399,B_only,5.33,7.01,5.33,1.68,6.0
CHEMBL4288210,B_only,5.33,6.51,5.33,1.18,6.0
CHEMBL4539743,B_only,5.33,7.12,5.33,1.79,6.0
CHEMBL576979,B_only,5.33,7.04,5.33,1.71,6.0
CHEMBL1091346,B_only,5.32,8.18,5.32,2.86,6.0
CHEMBL1091708,B_only,5.30,7.89,5.30,2.59,6.0
CHEMBL3667432,B_only,5.30,7.34,5.30,2.04,6.0
CHEMBL5396806,B_only,5.30,7.54,5.30,2.24,6.0
CHEMBL2418351,B_only,5.29,7.55,5.29,2.26,6.0
CHEMBL576543,B_only,5.29,6.24,5.29,0.95,6.0
CHEMBL601023,B_only,5.29,9.66,5.29,4.37,6.0
CHEMBL2030447,B_only,5.28,6.42,5.28,1.14,6.0
CHEMBL577137,B_only,5.27,9.70,5.27,4.43,6.0
CHEMBL3667437,B_only,5.26,7.85,5.26,2.59,6.0
CHEMBL4289122,B_only,5.25,6.36,5.25,1.11,6.0
CHEMBL5406770,B_only,5.25,6.97,5.25,1.72,6.0
CHEMBL575576,B_only,5.25,9.21,5.25,3.96,6.0
CHEMBL2418343,B_only,5.24,7.16,5.24,1.92,6.0
CHEMBL2418350,B_only,5.24,8.70,5.24,3.46,6.0
CHEMBL1092818,B_only,5.23,6.75,5.23,1.52,6.0
CHEMBL2172626,B_only,5.23,7.19,5.23,1.96,6.0
CHEMBL3667436,B_only,5.23,8.30,5.23,3.07,6.0
CHEMBL576768,B_only,5.23,8.40,5.23,3.17,6.0
CHEMBL3667434,B_only,5.22,8.22,5.22,3.00,6.0
CHEMBL574211,B_only,5.22,6.92,5.22,1.70,6.0
CHEMBL1760159,B_only,5.21,6.57,5.21,1.36,6.0
CHEMBL1760169,B_only,5.21,7.51,5.21,2.30,6.0
CHEMBL3586391,B_only,5.21,6.76,5.21,1.55,6.0
CHEMBL605915,B_only,5.21,7.96,5.21,2.75,6.0
CHEMBL595288,B_only,5.20,7.50,5.20,2.30,6.0
CHEMBL2418345,B_only,5.19,6.92,5.19,1.73,6.0
CHEMBL3667418,B_only,5.18,6.29,5.18,1.11,6.0
CHEMBL3928423,B_only,5.18,6.45,5.18,1.27,6.0
CHEMBL3793268,B_only,5.17,6.03,5.17,0.86,6.0
CHEMBL2418338,B_only,5.16,7.52,5.16,2.36,6.0
CHEMBL3667430,B_only,5.14,6.80,5.14,1.66,6.0
CHEMBL1092556,B_only,5.12,6.37,5.12,1.25,6.0
CHEMBL3586396,B_only,5.12,6.83,5.12,1.71,6.0
CHEMBL1760170,B_only,5.11,7.22,5.11,2.11,6.0
CHEMBL3410642,B_only,5.10,6.12,5.10,1.02,6.0
CHEMBL3667438,B_only,5.07,7.07,5.07,2.00,6.0
CHEMBL593186,B_only,5.07,7.66,5.07,2.59,6.0
CHEMBL4288989,B_only,5.06,7.13,5.06,2.07,6.0
CHEMBL1078983,B_only,5.05,8.60,5.05,3.55,6.0
CHEMBL3667442,B_only,5.04,6.43,5.04,1.39,6.0
CHEMBL575345,B_only,5.02,7.28,5.02,2.26,6.0
CHEMBL1760160,B_only,4.98,6.47,4.98,1.49,6.0
CHEMBL3586390,B_only,4.98,6.36,4.98,1.38,6.0
CHEMBL3586402,B_only,4.96,6.52,4.96,1.56,6.0
CHEMBL600213,B_only,4.92,9.66,4.92,4.74,6.0
CHEMBL1946132,B_only,4.90,6.72,4.90,1.82,6.0
CHEMBL2325697,B_only,4.89,7.42,4.89,2.53,6.0
CHEMBL4293439,B_only,4.81,6.19,4.81,1.38,6.0
CHEMBL3586403,B_only,4.79,6.99,4.79,2.20,6.0
CHEMBL3586395,B_only,4.75,6.97,4.75,2.22,6.0
CHEMBL1946262,B_only,4.70,7.68,4.70,2.98,6.0
CHEMBL3586398,B_only,4.70,6.77,4.70,2.07,6.0
CHEMBL1945950,B_only,4.66,7.52,4.66,2.86,6.0
CHEMBL2030446,B_only,4.64,6.52,4.64,1.88,6.0
CHEMBL1945797,B_only,4.63,6.89,4.63,2.26,6.0
CHEMBL2030436,B_only,4.58,6.54,4.58,1.96,6.0
CHEMBL5505926,B_only,4.54,6.01,4.54,1.47,6.0
CHEMBL280998,B_only,4.48,6.03,4.48,1.55,6.0
CHEMBL1242853,B_only,4.00,6.24,4.00,2.24,6.0
CHEMBL1236962,dual,10.72,9.74,9.74,0.98,6.0
CHEMBL3577911,dual,10.02,9.70,9.70,0.32,6.0
CHEMBL3681175,dual,9.96,9.62,9.62,0.34,6.0
CHEMBL2331668,dual,9.72,9.61,9.61,0.11,6.0
CHEMBL3577914,dual,10.15,9.54,9.54,0.61,6.0
CHEMBL1082621,dual,9.70,9.52,9.52,0.18,6.0
CHEMBL3681165,dual,9.60,9.52,9.52,0.08,6.0
CHEMBL3681176,dual,9.78,9.49,9.49,0.29,6.0
CHEMBL3681154,dual,9.56,9.48,9.48,0.08,6.0
CHEMBL3681182,dual,9.84,9.45,9.45,0.39,6.0
CHEMBL3681183,dual,9.44,9.93,9.44,0.49,6.0
CHEMBL592445,dual,9.40,9.40,9.40,0.00,6.0
CHEMBL5278435,dual,9.34,9.34,9.34,0.00,6.0
CHEMBL592615,dual,9.40,9.30,9.30,0.10,6.0
CHEMBL1204015,dual,9.40,9.22,9.22,0.18,6.0
CHEMBL1762790,dual,9.22,9.70,9.22,0.48,6.0
CHEMBL3681177,dual,9.94,9.18,9.18,0.76,6.0
CHEMBL1808977,dual,9.70,9.15,9.15,0.55,6.0
CHEMBL592619,dual,9.22,9.15,9.15,0.07,6.0
CHEMBL3577908,dual,10.00,9.12,9.12,0.88,6.0
CHEMBL1914727,dual,9.10,9.39,9.10,0.29,6.0
CHEMBL592461,dual,9.15,9.10,9.10,0.05,6.0
CHEMBL2331663,dual,9.27,9.07,9.07,0.20,6.0
CHEMBL1092072,dual,9.05,9.22,9.05,0.17,6.0
CHEMBL1092404,dual,9.10,9.05,9.05,0.05,6.0
CHEMBL2331666,dual,9.04,9.42,9.04,0.38,6.0
CHEMBL1093445,dual,9.00,9.00,9.00,0.00,6.0
CHEMBL1808986,dual,9.00,9.52,9.00,0.52,6.0
CHEMBL590587,dual,9.00,9.30,9.00,0.30,6.0
CHEMBL3681123,dual,8.98,9.35,8.98,0.37,6.0
CHEMBL1082619,dual,9.52,8.96,8.96,0.56,6.0
CHEMBL1808988,dual,9.00,8.96,8.96,0.04,6.0
CHEMBL3968925,dual,9.19,8.96,8.96,0.23,6.0
CHEMBL3681136,dual,9.28,8.95,8.95,0.33,6.0
CHEMBL1083912,dual,9.40,8.89,8.89,0.51,6.0
CHEMBL2331667,dual,9.29,8.87,8.87,0.42,6.0
CHEMBL3681079,dual,9.29,8.86,8.86,0.43,6.0
CHEMBL1092073,dual,8.85,9.40,8.85,0.55,6.0
CHEMBL1204014,dual,9.30,8.85,8.85,0.45,6.0
CHEMBL1808989,dual,8.85,9.40,8.85,0.55,6.0
CHEMBL1808990,dual,8.85,9.52,8.85,0.67,6.0
CHEMBL1822054,dual,8.85,9.40,8.85,0.55,6.0
CHEMBL1879463,dual,8.85,9.35,8.85,0.50,6.0
CHEMBL2331664,dual,9.89,8.85,8.85,1.04,6.0
CHEMBL3681108,dual,9.05,8.85,8.85,0.20,6.0
CHEMBL5074018,dual,9.22,8.85,8.85,0.37,6.0
CHEMBL591358,dual,8.85,9.12,8.85,0.27,6.0
CHEMBL1082616,dual,9.00,8.82,8.82,0.18,6.0
CHEMBL597825,dual,8.82,9.15,8.82,0.33,6.0
CHEMBL1773602,dual,8.85,8.80,8.80,0.05,6.0
CHEMBL1914726,dual,9.15,8.80,8.80,0.35,6.0
CHEMBL3681085,dual,8.94,8.80,8.80,0.14,6.0
CHEMBL1808991,dual,8.77,8.77,8.77,0.00,6.0
CHEMBL3681173,dual,8.98,8.77,8.77,0.21,6.0
CHEMBL4741551,dual,8.82,8.77,8.77,0.05,6.0
CHEMBL589258,dual,9.00,8.77,8.77,0.23,6.0
CHEMBL599668,dual,8.77,8.92,8.77,0.15,6.0
CHEMBL3681121,dual,9.41,8.76,8.76,0.65,6.0
CHEMBL3681126,dual,8.96,8.76,8.76,0.20,6.0
CHEMBL3681140,dual,9.40,8.76,8.76,0.64,6.0
CHEMBL3681172,dual,9.08,8.75,8.75,0.33,6.0
CHEMBL1092402,dual,8.74,9.30,8.74,0.56,6.0
CHEMBL5080996,dual,8.74,9.00,8.74,0.26,6.0
CHEMBL605121,dual,8.82,8.74,8.74,0.08,6.0
CHEMBL5076528,dual,9.15,8.72,8.72,0.43,6.0
CHEMBL597004,dual,9.00,8.72,8.72,0.28,6.0
CHEMBL3681166,dual,8.71,8.75,8.71,0.04,6.0
CHEMBL3681174,dual,9.24,8.71,8.71,0.53,6.0
CHEMBL3681187,dual,8.73,8.71,8.71,0.02,6.0
CHEMBL1615189,dual,8.92,8.70,8.70,0.22,6.0
CHEMBL2331659,dual,9.30,8.70,8.70,0.60,6.0
CHEMBL5083002,dual,8.72,8.70,8.70,0.02,6.0
CHEMBL599667,dual,8.70,8.77,8.70,0.07,6.0
CHEMBL5624603,dual,9.19,8.69,8.69,0.50,6.0
CHEMBL3681054,dual,8.73,8.68,8.68,0.05,6.0
CHEMBL4787768,dual,8.92,8.68,8.68,0.24,6.0
CHEMBL5091543,dual,8.80,8.68,8.68,0.12,6.0
CHEMBL5093540,dual,9.05,8.68,8.68,0.37,6.0
CHEMBL3681078,dual,9.19,8.67,8.67,0.52,6.0
CHEMBL2331661,dual,9.32,8.66,8.66,0.66,6.0
CHEMBL3681167,dual,8.66,8.69,8.66,0.03,6.0
CHEMBL3905146,dual,9.23,8.66,8.66,0.57,6.0
CHEMBL4850101,dual,8.66,9.52,8.66,0.86,6.0
CHEMBL1773736,dual,8.96,8.64,8.64,0.32,6.0
CHEMBL3681142,dual,9.30,8.64,8.64,0.66,6.0
CHEMBL5091789,dual,9.22,8.64,8.64,0.58,6.0
CHEMBL2331662,dual,8.71,8.63,8.63,0.08,6.0
CHEMBL1083305,dual,9.40,8.62,8.62,0.78,6.0
CHEMBL1092074,dual,8.62,8.77,8.62,0.15,6.0
CHEMBL590594,dual,8.62,8.66,8.62,0.04,6.0
CHEMBL591759,dual,8.62,9.41,8.62,0.79,6.0
CHEMBL1082620,dual,9.30,8.60,8.60,0.70,6.0
CHEMBL3681095,dual,8.59,9.09,8.59,0.50,6.0
CHEMBL2331669,dual,9.14,8.58,8.58,0.56,6.0
CHEMBL1092403,dual,8.57,8.85,8.57,0.28,6.0
CHEMBL6159961,dual,9.35,8.54,8.54,0.81,6.0
CHEMBL1088835,dual,8.52,8.52,8.52,0.00,6.0
CHEMBL1091130,dual,8.70,8.52,8.52,0.18,6.0
CHEMBL1808984,dual,9.22,8.52,8.52,0.70,6.0
CHEMBL1808985,dual,8.52,8.89,8.52,0.37,6.0
CHEMBL1808987,dual,8.52,9.40,8.52,0.88,6.0
CHEMBL3577910,dual,8.99,8.52,8.52,0.47,6.0
CHEMBL3681122,dual,9.12,8.52,8.52,0.60,6.0
CHEMBL5079887,dual,8.80,8.52,8.52,0.28,6.0
CHEMBL521851,dual,10.00,8.52,8.52,1.48,6.0
CHEMBL590084,dual,8.60,8.52,8.52,0.08,6.0
CHEMBL591357,dual,8.52,9.25,8.52,0.73,6.0
CHEMBL596597,dual,8.52,8.92,8.52,0.40,6.0
CHEMBL601073,dual,8.52,8.52,8.52,0.00,6.0
CHEMBL5395998,dual,10.22,8.51,8.51,1.71,6.0
CHEMBL4789813,dual,8.98,8.49,8.49,0.49,6.0
CHEMBL5426067,dual,8.49,8.92,8.49,0.43,6.0
CHEMBL589612,dual,8.49,8.96,8.49,0.47,6.0
CHEMBL1922094,dual,9.21,8.48,8.48,0.73,6.0
CHEMBL3681082,dual,9.47,8.48,8.48,0.99,6.0
CHEMBL3681110,dual,8.99,8.48,8.48,0.51,6.0
CHEMBL3681112,dual,8.48,8.97,8.48,0.49,6.0
CHEMBL3681120,dual,8.66,8.48,8.48,0.18,6.0
CHEMBL4758904,dual,8.96,8.48,8.48,0.48,6.0
CHEMBL4864407,dual,9.10,8.48,8.48,0.62,6.0
CHEMBL5071942,dual,9.15,8.48,8.48,0.67,6.0
CHEMBL3681073,dual,8.59,8.47,8.47,0.12,6.0
CHEMBL3681188,dual,8.71,8.47,8.47,0.24,6.0
CHEMBL5569425,dual,9.64,8.47,8.47,1.17,6.0
CHEMBL3112720,dual,8.46,8.63,8.46,0.17,6.0
CHEMBL3797933,dual,8.46,8.74,8.46,0.28,6.0
CHEMBL600258,dual,8.46,9.49,8.46,1.03,6.0
CHEMBL3681124,dual,8.50,8.45,8.45,0.05,6.0
CHEMBL3681153,dual,8.79,8.44,8.44,0.35,6.0
CHEMBL591760,dual,8.44,9.51,8.44,1.07,6.0
CHEMBL1082618,dual,9.70,8.42,8.42,1.28,6.0
CHEMBL3681089,dual,8.92,8.42,8.42,0.50,6.0
CHEMBL3681111,dual,9.49,8.42,8.42,1.07,6.0
CHEMBL3963018,dual,8.89,8.42,8.42,0.47,6.0
CHEMBL1738719,dual,9.22,8.41,8.41,0.81,6.0
CHEMBL1914724,dual,9.05,8.41,8.41,0.64,6.0
CHEMBL2375964,dual,8.41,8.60,8.41,0.19,6.0
CHEMBL3681117,dual,8.41,8.43,8.41,0.02,6.0
CHEMBL604908,dual,8.52,8.41,8.41,0.11,6.0
CHEMBL1093267,dual,8.70,8.40,8.40,0.30,6.0
CHEMBL1258744,dual,8.40,9.10,8.40,0.70,6.0
CHEMBL3218578,dual,8.40,8.70,8.40,0.30,6.0
CHEMBL3681109,dual,8.39,8.93,8.39,0.54,6.0
CHEMBL3681178,dual,9.49,8.39,8.39,1.10,6.0
CHEMBL4866790,dual,8.54,8.39,8.39,0.15,6.0
CHEMBL1082617,dual,9.70,8.38,8.38,1.32,6.0
CHEMBL3681103,dual,8.38,9.69,8.38,1.31,6.0
CHEMBL3681056,dual,8.41,8.37,8.37,0.04,6.0
CHEMBL3681074,dual,8.86,8.37,8.37,0.49,6.0
CHEMBL4212775,dual,8.93,8.37,8.37,0.56,6.0
CHEMBL5085872,dual,8.37,8.92,8.37,0.55,6.0
CHEMBL3681131,dual,9.55,8.36,8.36,1.19,6.0
CHEMBL3681160,dual,8.36,9.39,8.36,1.03,6.0
CHEMBL4853785,dual,9.00,8.36,8.36,0.64,6.0
CHEMBL3681162,dual,9.36,8.35,8.35,1.01,6.0
CHEMBL1765602,dual,8.33,9.60,8.33,1.27,6.0
CHEMBL2331658,dual,9.30,8.33,8.33,0.97,6.0
CHEMBL3681057,dual,8.35,8.33,8.33,0.02,6.0
CHEMBL3681171,dual,9.09,8.33,8.33,0.76,6.0
CHEMBL4288258,dual,8.47,8.33,8.33,0.14,6.0
CHEMBL4875080,dual,8.54,8.33,8.33,0.21,6.0
CHEMBL3645926,dual,8.32,9.34,8.32,1.02,6.0
CHEMBL3681070,dual,8.71,8.31,8.31,0.40,6.0
CHEMBL3681072,dual,8.97,8.31,8.31,0.66,6.0
CHEMBL4872630,dual,8.89,8.31,8.31,0.58,6.0
CHEMBL1092071,dual,8.30,8.70,8.30,0.40,6.0
CHEMBL1668275,dual,9.00,8.30,8.30,0.70,6.0
CHEMBL1914743,dual,9.10,8.30,8.30,0.80,6.0
CHEMBL3681098,dual,8.30,8.60,8.30,0.30,6.0
CHEMBL4739883,dual,9.10,8.30,8.30,0.80,6.0
CHEMBL5071085,dual,8.30,9.05,8.30,0.75,6.0
CHEMBL590073,dual,8.30,9.20,8.30,0.90,6.0
CHEMBL590074,dual,8.30,9.29,8.30,0.99,6.0
CHEMBL1082986,dual,9.30,8.28,8.28,1.02,6.0
CHEMBL1808992,dual,8.49,8.28,8.28,0.21,6.0
CHEMBL1914736,dual,8.92,8.28,8.28,0.64,6.0
CHEMBL573339,dual,8.89,8.28,8.28,0.61,6.0
CHEMBL3763244,dual,8.70,8.27,8.27,0.43,6.0
CHEMBL4875906,dual,8.34,8.27,8.27,0.07,6.0
CHEMBL5084675,dual,8.26,8.66,8.26,0.40,6.0
CHEMBL1808980,dual,9.22,8.25,8.25,0.97,6.0
CHEMBL3681179,dual,9.55,8.25,8.25,1.30,6.0
CHEMBL4873529,dual,8.68,8.25,8.25,0.43,6.0
CHEMBL5078347,dual,8.37,8.24,8.24,0.13,6.0
CHEMBL6174887,dual,8.24,8.31,8.24,0.07,6.0
CHEMBL3681076,dual,8.23,8.31,8.23,0.08,6.0
CHEMBL3681096,dual,8.52,8.23,8.23,0.29,6.0
CHEMBL1092401,dual,8.22,8.77,8.22,0.55,6.0
CHEMBL1760154,dual,8.22,8.70,8.22,0.48,6.0
CHEMBL1773603,dual,8.92,8.22,8.22,0.70,6.0
CHEMBL558955,dual,8.22,10.10,8.22,1.88,6.0
CHEMBL589412,dual,8.22,8.57,8.22,0.35,6.0
CHEMBL590325,dual,8.22,9.08,8.22,0.86,6.0
CHEMBL597824,dual,8.22,8.82,8.22,0.60,6.0
CHEMBL3681135,dual,9.58,8.21,8.21,1.37,6.0
CHEMBL4750601,dual,8.85,8.21,8.21,0.64,6.0
CHEMBL1922091,dual,8.68,8.20,8.20,0.48,6.0
CHEMBL3681065,dual,8.54,8.19,8.19,0.35,6.0
CHEMBL3681104,dual,9.01,8.19,8.19,0.82,6.0
CHEMBL589600,dual,8.19,8.43,8.19,0.24,6.0
CHEMBL599246,dual,8.19,8.41,8.19,0.22,6.0
CHEMBL1822057,dual,8.92,8.18,8.18,0.74,6.0
CHEMBL590357,dual,8.17,8.92,8.17,0.75,6.0
CHEMBL1089653,dual,8.15,8.40,8.15,0.25,6.0
CHEMBL1090505,dual,8.40,8.15,8.15,0.25,6.0
CHEMBL1258183,dual,8.15,9.37,8.15,1.22,6.0
CHEMBL1668266,dual,8.15,8.52,8.15,0.37,6.0
CHEMBL1762788,dual,8.40,8.15,8.15,0.25,6.0
CHEMBL2165051,dual,8.70,8.15,8.15,0.55,6.0
CHEMBL3354566,dual,8.15,8.70,8.15,0.55,6.0
CHEMBL5079231,dual,8.15,8.66,8.15,0.51,6.0
CHEMBL3681086,dual,9.25,8.14,8.14,1.11,6.0
CHEMBL5083425,dual,8.24,8.14,8.14,0.10,6.0
CHEMBL3681105,dual,8.13,8.14,8.13,0.01,6.0
CHEMBL4453693,dual,9.08,8.13,8.13,0.95,6.0
CHEMBL3681137,dual,8.33,8.12,8.12,0.21,6.0
CHEMBL1808979,dual,9.40,8.11,8.11,1.29,6.0
CHEMBL3681083,dual,9.18,8.11,8.11,1.07,6.0
CHEMBL3681139,dual,8.39,8.11,8.11,0.28,6.0
CHEMBL3903725,dual,8.11,8.60,8.11,0.49,6.0
CHEMBL1092841,dual,8.10,8.70,8.10,0.60,6.0
CHEMBL1234354,dual,9.24,8.10,8.10,1.14,6.0
CHEMBL1258517,dual,8.10,9.38,8.10,1.28,6.0
CHEMBL3681068,dual,9.27,8.10,8.10,1.17,6.0
CHEMBL3681087,dual,8.68,8.10,8.10,0.58,6.0
CHEMBL4166144,dual,9.10,8.10,8.10,1.00,6.0
CHEMBL1808978,dual,8.70,8.09,8.09,0.61,6.0
CHEMBL3681067,dual,8.50,8.09,8.09,0.41,6.0
CHEMBL3681132,dual,9.10,8.09,8.09,1.01,6.0
CHEMBL594431,dual,8.08,9.35,8.08,1.27,6.0
CHEMBL3112730,dual,8.62,8.07,8.07,0.55,6.0
CHEMBL3681077,dual,8.62,8.07,8.07,0.55,6.0
CHEMBL3681119,dual,9.30,8.07,8.07,1.23,6.0
CHEMBL3681190,dual,8.70,8.07,8.07,0.63,6.0
CHEMBL3916654,dual,8.48,8.07,8.07,0.41,6.0
CHEMBL4789747,dual,8.47,8.07,8.07,0.40,6.0
CHEMBL2375956,dual,8.39,8.06,8.06,0.33,6.0
CHEMBL2178608,dual,8.70,8.05,8.05,0.65,6.0
CHEMBL3681127,dual,8.05,8.19,8.05,0.14,6.0
CHEMBL3639799,dual,9.99,8.04,8.04,1.95,6.0
CHEMBL3681058,dual,8.42,8.04,8.04,0.38,6.0
CHEMBL5071429,dual,8.04,8.51,8.04,0.47,6.0
CHEMBL5592140,dual,9.59,8.02,8.02,1.57,6.0
CHEMBL589103,dual,8.02,9.05,8.02,1.03,6.0
CHEMBL3681075,dual,8.54,8.01,8.01,0.53,6.0
CHEMBL1090115,dual,8.70,8.00,8.00,0.70,6.0
CHEMBL1090239,dual,9.00,8.00,8.00,1.00,6.0
CHEMBL1090598,dual,9.00,8.00,8.00,1.00,6.0
CHEMBL1090780,dual,8.00,9.00,8.00,1.00,6.0
CHEMBL1098245,dual,8.00,10.00,8.00,2.00,6.0
CHEMBL2178606,dual,9.00,8.00,8.00,1.00,6.0
CHEMBL3681090,dual,8.97,8.00,8.00,0.97,6.0
CHEMBL3765587,dual,8.26,8.00,8.00,0.26,6.0
CHEMBL4176771,dual,9.00,8.00,8.00,1.00,6.0
CHEMBL4226082,dual,8.89,8.00,8.00,0.89,6.0
CHEMBL4228946,dual,8.96,8.00,8.00,0.96,6.0
CHEMBL4293970,dual,9.37,8.00,8.00,1.37,6.0
CHEMBL574680,dual,8.00,9.70,8.00,1.70,6.0
CHEMBL3639800,dual,8.65,7.99,7.99,0.66,6.0
CHEMBL3681191,dual,8.52,7.99,7.99,0.53,6.0
CHEMBL5079397,dual,7.99,8.32,7.99,0.33,6.0
CHEMBL5566586,dual,7.99,8.60,7.99,0.61,6.0
CHEMBL3982245,dual,7.98,8.05,7.98,0.07,6.0
CHEMBL589345,dual,7.98,9.24,7.98,1.26,6.0
CHEMBL589599,dual,7.98,8.53,7.98,0.55,6.0
CHEMBL601462,dual,7.98,9.24,7.98,1.26,6.0
CHEMBL3681081,dual,8.65,7.97,7.97,0.68,6.0
CHEMBL4445573,dual,8.72,7.97,7.97,0.75,6.0
CHEMBL1089823,dual,7.96,8.05,7.96,0.09,6.0
CHEMBL1090153,dual,8.30,7.96,7.96,0.34,6.0
CHEMBL1258458,dual,7.96,8.30,7.96,0.34,6.0
CHEMBL1773599,dual,8.80,7.96,7.96,0.84,6.0
CHEMBL2375957,dual,9.16,7.96,7.96,1.20,6.0
CHEMBL5094579,dual,7.96,8.43,7.96,0.47,6.0
CHEMBL599258,dual,7.96,8.64,7.96,0.68,6.0
CHEMBL2375953,dual,7.95,8.04,7.95,0.09,6.0
CHEMBL3681125,dual,7.95,8.99,7.95,1.04,6.0
CHEMBL3681060,dual,7.94,8.81,7.94,0.87,6.0
CHEMBL3681094,dual,8.78,7.94,7.94,0.84,6.0
CHEMBL4280087,dual,7.94,8.16,7.94,0.22,6.0
CHEMBL4568077,dual,7.94,8.00,7.94,0.06,6.0
CHEMBL1922090,dual,9.15,7.92,7.92,1.23,6.0
CHEMBL3544966,dual,9.40,7.92,7.92,1.48,6.0
CHEMBL4084907,dual,8.82,7.92,7.92,0.90,6.0
CHEMBL4865059,dual,8.82,7.92,7.92,0.90,6.0
CHEMBL5572519,dual,7.92,8.21,7.92,0.29,6.0
CHEMBL594549,dual,7.92,9.22,7.92,1.30,6.0
CHEMBL3112725,dual,8.61,7.91,7.91,0.70,6.0
CHEMBL3681066,dual,8.61,7.91,7.91,0.70,6.0
CHEMBL3681069,dual,9.09,7.91,7.91,1.18,6.0
CHEMBL2375961,dual,8.44,7.90,7.90,0.54,6.0
CHEMBL3681092,dual,8.06,7.90,7.90,0.16,6.0
CHEMBL3681130,dual,9.53,7.90,7.90,1.63,6.0
CHEMBL599259,dual,7.90,8.60,7.90,0.70,6.0
CHEMBL4792033,dual,8.22,7.89,7.89,0.33,6.0
CHEMBL3681088,dual,8.41,7.88,7.88,0.53,6.0
CHEMBL3681115,dual,8.41,7.88,7.88,0.53,6.0
CHEMBL1258408,dual,8.46,7.87,7.87,0.59,6.0
CHEMBL3112713,dual,8.07,7.87,7.87,0.20,6.0
CHEMBL3681091,dual,8.68,7.87,7.87,0.81,6.0
CHEMBL3681185,dual,7.87,8.15,7.87,0.28,6.0
CHEMBL3112727,dual,8.54,7.86,7.86,0.68,6.0
CHEMBL5085515,dual,7.86,8.13,7.86,0.27,6.0
CHEMBL1092280,dual,8.15,7.85,7.85,0.30,6.0
CHEMBL1255814,dual,7.85,8.73,7.85,0.88,6.0
CHEMBL1256459,dual,7.85,9.54,7.85,1.69,6.0
CHEMBL1258296,dual,7.85,9.49,7.85,1.64,6.0
CHEMBL1922092,dual,9.00,7.85,7.85,1.15,6.0
CHEMBL1922095,dual,8.77,7.85,7.85,0.92,6.0
CHEMBL3670169,dual,7.85,8.05,7.85,0.20,6.0
CHEMBL3670198,dual,7.85,8.22,7.85,0.37,6.0
CHEMBL4749136,dual,8.47,7.85,7.85,0.62,6.0
CHEMBL550972,dual,7.85,9.30,7.85,1.45,6.0
CHEMBL1808981,dual,9.10,7.84,7.84,1.26,6.0
CHEMBL3681180,dual,8.30,7.84,7.84,0.46,6.0
CHEMBL3681189,dual,8.11,7.84,7.84,0.27,6.0
CHEMBL2375962,dual,7.83,8.35,7.83,0.52,6.0
CHEMBL1668267,dual,7.82,7.89,7.82,0.07,6.0
CHEMBL1773600,dual,8.05,7.82,7.82,0.23,6.0
CHEMBL3545097,dual,7.82,10.04,7.82,2.22,6.0
CHEMBL3649436,dual,9.00,7.82,7.82,1.18,6.0
CHEMBL3649445,dual,9.00,7.82,7.82,1.18,6.0
CHEMBL3670173,dual,7.82,8.40,7.82,0.58,6.0
CHEMBL3670201,dual,7.82,9.21,7.82,1.39,6.0
CHEMBL3927003,dual,7.82,8.95,7.82,1.13,6.0
CHEMBL3958025,dual,7.82,8.57,7.82,0.75,6.0
CHEMBL4516236,dual,8.39,7.82,7.82,0.57,6.0
CHEMBL556947,dual,7.82,9.52,7.82,1.70,6.0
CHEMBL5573179,dual,7.82,8.30,7.82,0.48,6.0
CHEMBL3645828,dual,7.81,9.15,7.81,1.34,6.0
CHEMBL3681159,dual,7.81,8.16,7.81,0.35,6.0
CHEMBL1092547,dual,7.80,8.52,7.80,0.72,6.0
